hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,Holandesa,39,Holandesawrote a review Jun 2014,"Pro's:+ The food at the restaurant. Although they have limited options, the food was delicious. The Spaghetti Bolognese was great! The food is also affordable. If you want to vary, try one of the restaurant on the beach (the one on the left side of the hotel is great! Forgot its' name, but it's not Antonio's) You can also order room service at the hotel, but if you pick up the food yourself at the restaurant (to eat in your apt) you save (i think) 5€. As we did this quite often (we have small kids) we saved the additional costs. We enjoyed eating at the apt as it is well equipped and we didn't have to worry about the kids.+ The 2 bedroom apartment was spacious and well designed. We were in the C block and had a great sea & beach view.+ The service: reception & restaurant employees were friendly and helpful.+ Location is relax - not close to the center. It's for people who want to relax and enjoy the beach (our case). If you want a busy nightlife, you should consider other accommodation.+ Furthermore, I had some problems with the reservation which would have financial impact on our side. Lana Martins helped me solving the problem. She was very attentive and helpful. She also replied the e-mails on quickly and offered great customer service. I'm sure that if it wasn't for her, my experience would be less positive and wouldn't consider going back.Con's:- Swimmingpools outside are lovely, but too cold.  (it could be that in August is it warmer?)- Did not see playground or a game room for kid for kids.In short: we had a great time! Loved Lagos, the beaches, the food and the accommodation. We would consider going back for sure!",Jun,2014,Jun 2014,2014-06-01,2014,4
Artbeat Rooms,Andreas J,0,Andreas Jwrote a review Sep 2016,It was our second time at artbeat. A perfect location in that beautiful city. The two host Gosia&Gosia See so nice and helpful. With check-in you get a self-created map of Lisbon with all their recommendations where to eat eg. This was very helpful and minimise the risk to get to an tourist-nap-restaurant. We will definately return.,Sep,2016,Sep 2016,2016-09-01,2016,5
Belmar Spa & Beach Resort,Noreen O,2,Noreen Owrote a review Mar 2025,"This was our 5th time at the Belmar. Everything from the friendly, helpful staff to the cleanliness and attention to detail is top classWe were so glad that we were allowed use the spa facilities after check out as our flight was late in the eveningI would highly recommend a stay here at the Belmar",Mar,2025,Mar 2025,2025-03-01,2025,5
Tivoli Carvoeiro Algarve Resort,broncoal06,91,broncoal06wrote a review Oct 2022,"There's a part of me that wants to give this a 5/5, but there are certain things that won't let me do that.The reasons why this wasn't a perfect stay:-Booked a family deluxe room and were led to believe that they had sea views. They do not. This really made us feel like we overpaid significantly for this place.-Front desk staff act unapproachable and snooty, not too helpful.-Inconsistencies with breakfast staff on whether food items can be taken back to room (I had an ill wife who was too sick to be in the restaurant. First day, I was allowed to take a tray back, every other day, was not).Here's what went well:-Room quality was still very nice.-Room service food was the best we've ever had anywhere, and prices were actually reasonable.-Staff at pool, room service and housekeeping were extraordinarily friendly. These people (especially pool bar attendant Ricardo and room service delivery team member Carlos) saved the stay for us.-Great location.So yes, I have mixed feelings about our stay here. It might be a place I'd try again in the future if there's a sale or it's not high season. But there are definite areas for improvement.",Oct,2022,Oct 2022,2022-10-01,2022,4
Belmar Spa & Beach Resort,Rachael W,0,Rachael Wwrote a review Jun 2023,"Beautiful and spacious! We stayed in the three bedroom apartment. It was minutes from the beach. The pools were amazing as well! It had everything you needed: washer, full kitchen, hair dryer, dining room table and patio furniture. There was a restaurant and bar at the resort but also two other restaurants close by. We would definitely stay there again!",Jun,2023,Jun 2023,2023-06-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,Joe K,54,Joe Kwrote a review Apr 2025,"What a fabulous family hotel.I've just returned from a week long family holiday with grandparents, parents and children- 18 of us in total, including 9 children from 4 to 12. Jupiter Albufeira was the perfect choice.We booked all rooms direct with the hotel and were given a complimentary mini-bar, topped up daily. The rooms are all absolutely fantastic. Beautiful large modern rooms, good sized bathrooms and lovely walk in overhead showers. The rooms were cleaned daily and all towels replaced daily (although I'd have been happy if they were only changed every other day).The cleanliness and upkeep of the hotel is brilliant, with staff working around the clock to keep the place clean and tidy.The highlight of the hotel is the food. The main dining restaurant, whilst quite canteeny in appearance with tables all clinically in a straight line, is brilliant. Yes, it's busy at times and we saw the odd queue forming with people waiting to get in and to a table, however we just had another drink at the bar before the queue disappeared. The food and selection of food is brilliant.Breakfast has a main station packed full of fresh sliced fruits (the fresh slides oranges were insane), cheeses, hams, yogurts, cereal, pancakes, fruit juices, honey from a dripping honeycomb, breads, pastries and cakes. There is then a hot station where you can get a full english, with various types of eggs on offer, and also hot porridge (I heard it was brilliant).Lunch and dinner has a large array of fresh salad items and mixed salads (think waldorf salad, pasta salads, potato salads, bean salads) which change daily and lots salad dressings and fresh bread. The hot station always has at least 2 types of fresh fish and lots of meat options available. There is also a veggie section at meal sittings with numerous hot options. Each evening there is also a theme section- I think we had Portugese, Asian, Mexican, Surf and Turf, among others. At lunch and dinner you could get beer and wine served at the table, however we tended to just walk up to the bar and pour a red, white or sparkling ourselves when passing. All wines in the hotel are bottled. All the kids in our company are brilliant eaters, so they tended to eat a bot of everything, however there was a kids section with chicken nuggets and chips if sardines, salmon and prawns isn't their thing. There was also a brilliant Italian section in the restaurant that made pizza and pasta to order from about 3/4pm.As we booked direct with the hotel we also had the opportunity to visit to of the hotels other restaurants free of charge- a Brazilian Rodizio and the a-la-carts. Both were absolutely brilliant and well recommended.The staff in the hotel were brilliant. Always smiling and helpful. They are all a credit to the hotel.Whilst the weather wasn't the best, we had 9 very active children with us, none of whom were bored for a minute. With the weather not being the best the kids didn't go near the pool much, however they had endless fun going up and down the water slides, whilst also spending a huge amount of time in the all weather sports court playing football and basketball. There was always a huge crowd of boys and girls of all nationalities playing together and making friends.Next to the football pitch there was a good wee bar area that was a help yourself beer, cider and sangria. The bar also had a fridge packed with fresh sandwiches and pasta pots you could help yourself to throughout the day, whilst you could also get ice-cream and crisps in here for the kids.I visited the gym several times and it is a very very well equipped gym with everything from running, cycling and rowing machines, to weights, free weights and warm up area.If you are looking for a nice family holiday, I cannot recommend this hotel enough.",Apr,2025,Apr 2025,2025-04-01,2025,5
Belmar Spa & Beach Resort,Samantha K,77,Samantha Kwrote a review Nov 2015,"We spent 5 days in a three bedroom condo.  The condo was spacious, clean, and very comfortable for our family.  We each had a balcony off our rooms and two bathrooms to share.  We did not have the best views but we were still happy with our condo. We only had cleaning once and had to ask for more soap and toilet paper from the front desk which they provided for us.  We washed our own towels in the washing machine provided.  It would have been nice to have more regular cleaning but not a big deal.    There were three pools to choose from, a gym, spa and easy 5 min walk to another beautiful beach.  The spa and gym was a great feature to have and the yoga class was awesome.  The nearby beach was beautiful to walk on but the ocean is too cold to swim in for my taste.  Having the large outdoor pool was great as the days were very warm.    We had a car so that we could drive to nearby Sagres to do some surfing.  We were 10 minutes drive from Lagos where we enjoyed many restaurants including great Chinese food, seafood and Italian food.  The concierge made reservations for us everyday.  The town was very cool to walk around in.   Besides surfing we enjoyed horseback riding, wandering around town, and took a boat trip to see the beautiful coast and grottos (I recommend smaller boats).  We ate breakfast and lunches at the hotel.  Lunch was very good.  Breakfast was okay and got a little busy.  You had to wait in line for coffee which could be annoying.",Nov,2015,Nov 2015,2015-11-01,2015,4
Saccharum,Debbie I,1,Debbie Iwrote a review Sep 2015,"The hotel is right on the beach and we had a sea view room with fantastic views.  The room was absolutely outstanding with plenty of room for hanging clothing, a walk in shower, which was lovely, a safe and fridge.  The first thing that you notice when you go into the room is the size of the double bed, huge and very comfy. It was all very clean and room service come in every day to clean and make up the bed. We stayed on half board basis and I have to say the food was very good and most tastes we catered for.",Sep,2015,Sep 2015,2015-09-01,2015,4
Dona Filipa Hotel Vale Do Lobo,Anthony H,76,Anthony Hwrote a review Oct 2016,This is the 3rd time we have been here and the standards have always been excellent.Location is fantastic - 20 mins from airport and right next to the sea.The praca is excellent for restaurants and the local golf course is superb.The staff are friendly and attentive.The standards throughput the hotel are excellent.,Oct,2016,Oct 2016,2016-10-01,2016,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,LeGenerale,190,LeGeneralewrote a review Oct 2023,"The Valverde is a superb choice for those who appreciate competent, friendly service and outstanding comfort without unneeded glitz. Well located and always ready to be of assistance to guests. We highly recommend to those who are looking for real substance.",Oct,2023,Oct 2023,2023-10-01,2023,5
