hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,MsHT76,4,MsHT76wrote a review Jul 2013,"My husband and i stayed here for a week this June. The hotel apartments are lovely and very modern. They have everything you could want, and it's great to have the best of both worlds - breakfast included as well as self catering facilities.We ate in the restaurant a couple of times. It's good food, but lacks a little atmosphere. Breakfast was okay, could be improved a bit i think.The area is quite quiet, so worth hiring a car to get into Lagos, which is just that little bit too far to walk. You also need one to get to the supermarket, which is a bit of a mission up a big hill!The hotel is right on a beautiful beach, which has a couple of good little eateries. The pool had plenty of space. It was a shame the outdoor pool was too cold for people to use, but useful to have the indoor one.All round great place to stay. If a little quiet, and quite windy!",Jul,2013,Jul 2013,2013-07-01,2013,4
Jupiter Albufeira Hotel - Family & Fun,Adam B,0,Adam Bwrote a review Apr 2025,"Where do we start, arrived on the Friday 18th around lunchtime, when we arrived at the hotel we checked in both families rooms(which took an eternity, very laboured and slow) one room was ready immediately, the other room we were told would be ready within an hour. So we went back around an hour and half later and room still not ready, they took my number and said would call before 3pm to let us into the room. 5pm arrives and still no call, so we went back to reception and was told the rooms been ready since 2.30pm. Obviously not best pleased.  We then went to the room and requested an Iron, didn't arrive for 3 days so had no clothes that we could wear, we asked everyday for the iron.The food, what can i say, the options are very limited and basic, meats are dry as a bone, the kids breakfast station consisted of pancakes only, and in the evenings nuggets chips and plain pasta. If you like fruit for breakfast lunch and dinner you will be ok. Food was cold, bland and no flavour.The children's entertainment was again another shocker, the staff didn't even know the words and dances to the songs, we couldn't believe it, very unprofessional. The evening entertainment i think i could have done karaoke better, the mamma mia show they were all miming out of line with the songs and just very very poor.All of the pools were horrifically cold and kids didn't want to swim in them, the indoor heated pool was not included and had to be paid for which booked up so fast as it was so small. Day 2 they ran out of beer which is all we wanted to drink during the day. Snack bar ran out of beer all week and pumps broken and not fixed.The children's pool one of the metal displays was knocked over by a child and the base was left in the pool all sharp and rugged right next to the bottom of the slide. After we complained the lifeguard stuck a table on top of it and it stayed that way all week, absolute disgrace.Day 3 they had workers digging up 3 big holes around the pool area and sectioned off that part of the loungers.All in all this is not a 5 star hotel and i wouldn't even go as far as a 4 star. We have stayed in way better 4 star hotels. Not worth the money do not bother.",Apr,2025,Apr 2025,2025-04-01,2025,1
Saccharum,Sarah D,0,Sarah Dwrote a review Jan 2016,"We wanted a complete break and found it here. The spa was amazing, nowhere was crowded, we enjoyed finding different places to relax, on the beach, by the infinity pool on the eighth floor, the terraces they all had superb viewsThe decor modern and interesting, lots of green spaces, Enjoyed the buffet meals in a very elegant restaurant",Jan,2016,Jan 2016,2016-01-01,2016,2
Jupiter Albufeira Hotel - Family & Fun,miguel888,1,miguel888wrote a review Aug 2025,"We had a lovely stay here. Very clean hotel, all inclusive, really hard working helpful and harmonious team of staff and hot weather.Our 6 year old had a fantastic holiday and we were happy too - what more could you ask for,The kids club staff work incredibly hard  but so does everyone that i could tell and all with a smile, bar staff, cleaning and maintenance staff, concierge, reception - i could go on.The team all around the hotel are a credit and no doubt contribute to the overall laid back feel of the hotel  which keeps standards high.There was food and drinks available all day and a very wide selection so there should be something for everybody. We enjoyed the themed dinner evenings in the buffet restaurant (american, indian, chinese)Great fun around the pool from scheduled activities to the water slides which were very good. A lot of people stay in this hotel but it never felt TOO crowded - always enough sun loungers for example. The free hourly shuttle to Albufiera (old town) was great and organised well, requiring a ticket from an electronic station.",Aug,2025,Aug 2025,2025-08-01,2025,4
Tivoli Carvoeiro Algarve Resort,Getaway18519,23,Getaway18519wrote a review Aug 2019,What an absolutely beautiful setting . Stunning cocktails . So lovely . Very attentive staff and nothing was too much trouble . This is a must visit again . Thanks to Andre the lovely waiter as you were a pleasure . Memory for life x,Aug,2019,Aug 2019,2019-08-01,2019,5
Quinta Mirabela,HMDunne,35,HMDunnewrote a review Apr 2022,"We travelled as a family group with 3 rooms. We were booked into superior rooms overlooking the pool, but these could not be provided due to C19. However, Victor was so accommodating explaining the situation and the hotel offered to cover our drinks with our DB&B package as compensation.  This more than made up for the switch and our rooms, 301,302 and 302 had stunning views over the terrace to the open sea.  It has to be said Quinta Mirabela must have some of the best views on the Island. The restaurant menu is impressive offering local dishes, lots of fish, and a pasta menu. The restaurant team make your dining experiences so special, with their attention to detail, such friendly manner and can't do enough for you attitude. Marco, Daniel and Nuno are as much an \"entertainment team\" as they are restaurant team. We laughed with them all week and they made all of our family feel fully included and special. I can highly recommend the mussels and for something different the scabbard fish with banana!Breakfast is buffet style with hot freshly cooked options, including pancakes and omelettes.The location of the hotel is perfect to watch the daily passing of the traditional basket rides,  the hotel shuttle bus takes you into town and a trip up in the cable car is so worth it.  Our rooms, were well equipped, except for a tea tray but the available from the bar. All were cleaned daily with toiletries and soft towels and dressing gowns.Town is lovely to wander around with lots of outdoor dinning options, wander the lanes through the old town and admire the door artwork. The market is also worth a visit.We asked Sara and Tanya the reception team to help us with various queries and telephone calls and again this this did with a smile and lovely manner.It just leaves me to say that we would all highly recommend Quinta Mirabela and only wish we had longer!! We will be back - thank you all x",Apr,2022,Apr 2022,2022-04-01,2022,4
Hotel Madeira,Teamkarma,94,Teamkarmawrote a review Oct 2016,"This is a very clean hotel located in a very clean city centre location with everything close by.Staff are very helpful and they explain utilising the various lifts available.Our standard room was spacious, the bathroom was also roomy with a great shower, the C/H was very quiet.The breakfast room was well presented with a choice of hot and cold foods, tea / coffee.There is a rooftop sun lounge area with a bar, loungers, and access to a mid size pool, bar open till 11pm alcohol, tea, coffee snacks etc.Excellent hotel for the price.",Oct,2016,Oct 2016,2016-10-01,2016,5
Jupiter Albufeira Hotel - Family & Fun,tgorri527886,0,tgorri527886wrote a review Oct 2023,"Would highly recommend Jupiter. As family of four this hotel provided a great experience and facilities. Food was exceptional, food, drinks and ice cream which kids loved 😊.This was my second year in a row going for October school break and will definitely be back.",Oct,2023,Oct 2023,2023-10-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,naismithgeorge,0,naismithgeorgewrote a review Jun 2023,Let down badly by poor cleanliness in our room. Shower tray was not touched in the 10days we stayed plus mirror wasn’t clean and balcony never touched either.Apart from that though everything was great about the hotel and is a great base for a family holiday with nice staff and food. Both a La carte restaurants were exceptional,Jun,2023,Jun 2023,2023-06-01,2023,2
PortoBay Serra Golf,CherryClift,150,CherryCliftwrote a review Mar 2014,"We had booked a superior room but were upgraded to the suite which was lovely. The bed in the main bedroom was huge and comfortable.Direct access to the gardens and a walk to pool.I enjoyed my swim under the glass covered roof in the rain and the sauna was relaxing.The night we stayed was stormy, windy, rainy, thunder and lightening.  If this is not a very rare occurrence it would be a good idea to fix the windows to stop them rattling.  The noise from this and the rain on the shutters, was loud and our sleep was poor. ( We live in an much older farmhouse and manage to stop the rattles). I mentioned this to the front desk who said they would inform management.Also as suite is under the kitchen or dining room (I'm not sure which) clearing up footsteps go on until about 11.00pm and breakfast preparation starts sometime after 7.00am which spoils the privacy of a luxury suite.Even so we loved our stay, but the superior room might have been better for us.",Mar,2014,Mar 2014,2014-03-01,2014,4
