hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,Sara V,0,Sara Vwrote a review Sep 2023,"I loved the views that our apartment had, and the breakfast waiters were all very friendly and helpful, but the cleanliness of the facilities was not correct, the check out at 10:00 was too early, and the beds were not very comfortable.I give a 10 to the views and location of the hotel.",Sep,2023,Sep 2023,2023-09-01,2023,3
Saccharum,Sonofmyparents,100,Sonofmyparentswrote a review Aug 2016,"It was our first trip to Madeira and thanks to Saccharum we have already started to miss it. The hotel is situated in a peaceful hamlet of Cahleta boasting with a private beach . The beach is a bit gray and stony but still safe to bathe thanks to the breakwaters . The lifeguard was very keen to save our lives but we gave him no chance. After a swim you can refresh yourself at the beach bar where  a poncha drink and a tasty nibble is available .The hotel room was very spacious and clean and all the bathroom facilities were of high standard. There was also a fridge, safe and a stove so if you were not happy with hotel meals you could cook something by yourself. We had a room in the furthest building on the 7th floor with very good sea view and far away from hotel noise. As an advantage two floors above us there was an indoor swimming pool which we used frequently. From the ninth floor terrace one could take a small stroll to the main sun bathing complex with outdoor swimming pool with a beautiful view of Atlantic Ocean and Cahleta marina.The pool bar served variety of good quality food.The main restaurants were situated on the second floor in the main building. One could have a meal on the nice terrace and enjoy  excellent views including Madeira sunset. So there was something good for your body and soul.The hotel staff was amazing; very polite and helpful- ready to sort out any problem you had.It is a pity that our stay was so short but we hope to be back in the future.",Aug,2016,Aug 2016,2016-08-01,2016,4
Tivoli Carvoeiro Algarve Resort,Josemdias2024,0,Josemdias2024wrote a review Mar 2024,"Good location and ideal conditions for resting and taking good walks.The friendliness and professionalism of the staff who work at the hotel, as well as the proximity to the sea make the stay a pleasant one.",Mar,2024,Mar 2024,2024-03-01,2024,4
Vila Gale Collection Braga,Little_Lew,57,Little_Lewwrote a review Nov 2018,"I just stayed last night at this wonderful place,The rooms were large and gorgeous (I was in room 105), the staff was pleasant and helpful beyond belief and my breakfast was superb. My intuition is when they develop a larger reputation and following they will switch to buffet style; as it is currently the breakfast is ordered but the choices are extensive and there is no hesitation in giving more food, even urging food on you.Because of the building style, like a 15th century monastery the corridors are wide and long and not particularly well heated but the enclosed rooms, restaurant, bar, etc are quite comfortable.It is elegant placed in the center of the old Braga.There are only a couple of nits that could be fixed for it to be as close to perfect as ny commercial hotel can be.To be ecologically aware, they don't have a book about the hotel in the room with telephone numbers, etc and the phone has no markings. All this information is potentially available on the television. However my television had Cyrillic text and it took a technician to correct that and he could never find the hotel information with internal telephone numbers for room service or reception. The one time I did need something, I had to dress and walk down to the reception to get any response (which was quick.).The second issue was that I was parked in the secured back parking lot, inside a gate that was opened when I called the front desk on arrival.When I was leaving, there was no obvious way to open the gate on my own, no button on a stalk I could reach from my car, no pressure pad under the driveway and I had to call the front desk again. It was raining very, very hard and I wasn't about to get out and look around.The third and last was that, the room electricity is controlled by putting one's key  in a slot inside the door.So, when I was leaving the lights went out immediately and I had to fumble around in the total dark for both my suitcase and the door handle. (The corridor door is in an anteroom and there is no ambient light coming from windows.) Surely there could be a 10 second delay before the lights go out.All that being said, this is a wonderful place that I would recommend to anyone for the general quality, the decor, the excellence of staff and food and the location.",Nov,2018,Nov 2018,2018-11-01,2018,4
Tivoli Carvoeiro Algarve Resort,JUANMA-TERESA,0,JUANMA-TERESAwrote a review Mar 2024,"The location of the hotel is literally fantastic, the views towards the cliff are spectacular, being able to have breakfast or dinner with these views is wonderful, all the hotel staff have been super attentive and friendly during our stay, it is a totally recommendable hotel, we will return for sure , the breakfast is magnificent and the lunches-dinners too. A note, if when making the reservation you do not have the option to choose a room with cliff views available, you will have views towards the hotel entrance, which are not particularly beautiful.",Mar,2024,Mar 2024,2024-03-01,2024,4
Belmar Spa & Beach Resort,NY2016,63,NY2016wrote a review Feb 2017,This was a very nice hotel in a great location.  The indoor pool was great and nice size.  There were a number of outdoor pools spread around the property.  The beach is in walking distance and it is beautiful.  We had 3 rooms and a full kitchen.  Both the restaurants on the beach were very good.  The town was beautiful and there were great reataurants and shopping and they offer tours of the caves which was awesome.,Feb,2017,Feb 2017,2017-02-01,2017,5
Jupiter Albufeira Hotel - Family & Fun,iroche2024,0,iroche2024wrote a review Sep 2024,"We have just returned from 10 fantastic days in Jupiter Family Fun. From the youngest to the oldest,  we throughly enjoyed every minute.  The staff are amazing through out the hotel. Looking forward to next year...",Sep,2024,Sep 2024,2024-09-01,2024,5
Belmar Spa & Beach Resort,Cass106,12,Cass106wrote a review Jan 2016,"Took my boyfriend for his birthday and it really did go above my expectations. Food nice, Staff nice, Location great ! Only downfall is it is over 2 hours away from the airport but the  hotel made up for that, I would add photos but my phone is currently broken.",Jan,2016,Jan 2016,2016-01-01,2016,4
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Sarah K,0,Sarah Kwrote a review Apr 2025,Wonderful hotel with comfortable beds in the most lovely neighborhood. I loved the view from the windows to that scenic wide boulevard. The restaurant was excellent and the staff super nice. The in room coffee maker was broken however and after I complained it was still not working.,Apr,2025,Apr 2025,2025-04-01,2025,4
Lisbon Destination Hostel,535lawrence,0,535lawrencewrote a review Sep 2015,"Nicely designed hostel - period features as well as being to modern - would appeal to young people as  it has a communial area to meet people, play table tennis etc. Also liked the help yourself fridge where you pay by putting money in an honesty box. Staff where very accommodating.",Sep,2015,Sep 2015,2015-09-01,2015,4
Valverde Lisboa Hotel & Garden - Relais & Châteaux,877denise,0,877denisewrote a review May 2024,William was a perfect host while at the bar.  He was friendly and chatty.   The restaurant in the hotel was amazing and very romantic.  The wine list was fabulous and the food outstanding. The outdoor garden area was beautiful.  We enjoyed our 5 nights and will be returning again.  Thank all the staff for their attentiveness.,May,2024,May 2024,2024-05-01,2024,5
"Pine Cliffs Ocean Suites, A Luxury Collection Resort & Spa",Lise_Messier,46,Lise_Messierwrote a review Oct 2017,Was lucky enough to experience this resort for my milestone birthday and I wanted to stay longer. This resort has it for everyone. It’s a big resort with different styles of accommodations. They have I think 11 restaurants to choose from. Never have I been disappointed with the food or service. The beach is easy access and you can walk for miles and miles. The service is top notch. The little town of Albufeira is 10 min by taxi for approx 15 euros. Thank you team Pine Cliffs. We will be back. So relaxing. Obrigada!!!,Oct,2017,Oct 2017,2017-10-01,2017,5
Quinta do Mel,Pieter H,5,Pieter Hwrote a review May 2012,"Quinta do Mel is an extraordinary place for ultimate relaxation. The owners and people in the restaurant were very friendly and helpful. Even on our last day we were able to keep our room till the evening- not having to worry about check out time.Every other day we had dinner here, superfresh fish or perfectly cooked meat with some lovely wines and for a good price. A couple of times we had some sangria; both the white and the red sangria were the best I ever had! Enjoying it outsideThe tea (made using the herbs from the garden- I recommend the rosemary tea :)) and cookies that they provide daily in your room in the evening (on the house) was a nice extra to look forward to.The beach Falesia was about a 20min walk away - past orange and olive trees near the hotel- and was very nice, and the beach was very empty (mid May) which was a pleasant surprise.If youre planning to go to the Algarve, this is a good option if youre not looking to get away from the buzz of the city and away from mass tourism.",May,2012,May 2012,2012-05-01,2012,5
Grand Muthu Forte Do Vale,avo63,20,avo63wrote a review Apr 2017,Have recently returned from a 4 night break at the Forte do Vale hotel . When we arrived we were infomed that we would be staying in a members suite (very nice). The staff were all very helpfull and polite and the room spotless.We were on a BB basis and the first morning the breakfast was excellant as it was cooked fresh due to so few guests.But as the wk end approached it became buffet style and the food was luke warm and only fair.Another tip take your own pool towel as the charge is 10 euros per towel which with only a couple of days use i thought expensive Also the tourist train stops just across the road (very handy).Overall i would recommend to a friend.,Apr,2017,Apr 2017,2017-04-01,2017,3
Dona Filipa Hotel Vale Do Lobo,Mangle,34,Manglewrote a review Jul 2016,Use this hotel every year as our base for our golf trip to the area and they never fail to exceed expectations.Rooms are spacious and spotlessly clean everyday and a well stocked and reasonably priced mini bar.Breakfast is superb with a great choice of healthy options and also full cooked breakfasts including made to order omelettes (highly recommended)Bar is great with fabulous staff and look forward to seeing them next year,Jul,2016,Jul 2016,2016-07-01,2016,5
Lisbon Destination Hostel,MattForan,0,MattForanwrote a review Mar 2015,"I've been lucky enough to be able to say I've travelled to many places in the world with the likes of London, New York and Barcelona to name a few and I can honestly say that Lisbon Desitnation Hotel is the best place I've stayed in. Right in the centre of what's happening in Lisbon the staff are friendly and welcoming and the rooms and hostel itself are modern and stylish. I couldn't recommend this place high enough.",Mar,2015,Mar 2015,2015-03-01,2015,3
Hyatt Regency Lisbon,Ox Pete,1,Ox Petewrote a review Mar 2023,Good hotel with an excellent room that even had a balcony to sit outside. Breakfast was generally good but had a queue to get coffee- there are only 2 machine and one was out of action both days. There is a charge to use the swimming pool (15 euro) which is a disgrace and you need a swim hat as well. Can do better!,Mar,2023,Mar 2023,2023-03-01,2023,4
Luna Clube Oceano,MrsH1980,60,MrsH1980wrote a review Sep 2013,"We recently stayed at this hotel on a family holiday.Location is fantastic. It is around 5-10 mins to the beach. And is exactly half-way between the old town and the 'strip' with about a 15-20 walk to each (downhill walk to old town, uphill walk to strip).The hotel itself is very clean. Our room was a 1 bedroom apartment on the fourth floor. Pool view and you could see the sea as well. Rooms were very big with a bedroom, bathroom (bath & shower), kitchen, and living room/dining room. Kitchen was well equipped with cooker, hob, fridge, microwave & toaster. As other reviews have said, no electric kettle so you have to use the hob. One of the sockets in our kitchen didn't work so we had to move the toaster to the living room and couldn't use the microwave. This was too much of a big deal for us, but could have posed a problem for others.Huge balcony saw the sun for most of the day but the rooms still didn't get too hot. There is air-conditioning if you need it.Other reviews have criticised the pool bar for removing towels but we didn't experience this at all, perhaps it was because it was quieter when we were there. The guy who served us at the pool bar was pleasant and the food was pretty good.Both swimming pools (main pool and kids pool) were cold but were ok once you got in. Previous guests had left inflatable toys and rubber rings which our daughter loved. Showers at the pool weren't great.There was a few bars right next door to the hotel but most nights we would head to the beautiful old town. You can walk (downhill) in around 20 mins but it is a bit of a trek on the way home as its quite a steep hill. There is a tourist train that will bring you to/from the old town although it can take about 35/40 mins at night.Overall, a great location. Would suit couples, young families (due to lack of entertainment in the evening for older kids), and friends (willing to walk to the strip).",Sep,2013,Sep 2013,2013-09-01,2013,4
Algarve Surf Hostel - Lagos,phantomben,5,phantombenwrote a review Sep 2013,"Absolutely recommendable. Be it only to stay a few nights when on the journey through or for 1-2 week surf course, this is the place to go! The staff is friendly, competent and definitely fun to be around.",Sep,2013,Sep 2013,2013-09-01,2013,5
