hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Herdade Da Matinha,cupjackson,57,cupjacksonwrote a review Jun 2018,"I found Herdade da Matinha on a cute Portuguese travel website. The photos were amazing and it looked perfect. So we booked. If you do book here, make sure you contact the nana gent before your stay. GPS/google will lead you VERY astray down many dirt roads... we almost got stuck in our rental car ( and we are well travelled and have done many back country drives but an Opal compact didn’t quite meet these roads standards). My comment to the hotel is to please send your directions to your guests more than day of. If we had received and email the say before while in our previous hotel we would have had directions.  As we didn’t have WiFi driving from Algarve the email sent to us same day/ while on the road was not at helpful.We finally made it without getting stuck. The reception is hard to find from the outside. The woman helping us was cold and seemed to not want to help us. She gave us a quick tour and gave us a room. Not at all like the website by the way. Room is dark and small and musty. The floor by door super bubbly and water damaged. The bathroom mildewed. The AC/fan unit was broken so it was warm at night and airless if you opened the door ( no windows in the room) all bugs  flew in because it’s the country. I’ve lived in the country. Yes there are bugs. But there are screens in windows in many places in the world as well. So a window would have been nice. Or a screen. Or a working fan.The room had a coffee maker and fridge with honesty bar but though a beer would have been nice ( or cooling the water we had) the fridge did not work.Bathroom musty. Hot water worked only sporadically. The solar powered hot water we had in an Eco lodge in Belize worked better.The website and hotels.com both said there was WiFi in the hotel and in the rooms. Not any in room. Barely working in hotel. We weren’t there to surf the web but as tourists without a phone we kind of needed the internet to look up beaches, road maps etc. It’s a good thing to know ahead of time if you need internet to plan... I had to spend a lot of time in common areas just to get directions or check our next booking etc, things I’d normally like to do in bed.All of these things would have been fine if I had known that’s what I was paying for. But as this was one of the more expensive hotels we booked and the web site so beautiful I expected more.The common areas were cute, thank goodness since our room was terrible. Nothing amazing but still cute.Breakfast was a high point. Lots of good standards and fresh bread. Plentiful coffee and teas. Pancakes and eggs to order. The chef was really sweet.Dinner was good but way overpriced. For €28 euro a person plus wine costs I would have expected more quality, creativity, and quantity. A small crudités, chicken and rice. We ate far better everywhere else in Portugal for far less, even fancy-ish places in Lisbon were less.High points: the countryside it’s in is beautiful! It’s an amazing local with paths and trees and flowers and goats. Super quaint and lovely. Common areas nice, cute dog running around, 2 of the concierge people were very sweet.I think if we’d had a nice room ( I figured ordering a king room it would be nice?) or that the website didn’t over exaggerate its niceness ( looks 4 star online) or that I was with a few children and there as a local country escape or something it’d be fine. Definitely not a romantic 4 star country escape. More of a family place, just above hostel quality, not worth what we paid.",Jun,2018,Jun 2018,2018-06-01,2018,2
Villas Barrocal,AlexJoan,50,AlexJoanwrote a review May 2015,"Accommodation are spacious and well equipped . Cleaning of apartments and the changing of towels are sporadic . Change of towels twice a week in my opinion is not enough .Good sized pool area and pool bar with snacks. Pera is a quiet sleepy village and only has 1 restaurant opened at night. Car is essential as beach and other eating establishment are at least 1/2 hour walk away. Nearest being Alcantarilha which has 3 restaurants close to each other beside the main church square .Taxi to Alcanatrilha 6 euros, Guia or Armacao de pera approx 9 euros. If you are looking for a quiet relaxing holiday this is the place for you .Wifi very poor although not everyone needs it. Looking forward to a return visit.",May,2015,May 2015,2015-05-01,2015,3
Belmar Spa & Beach Resort,Beachparker,0,Beachparkerwrote a review Jul 2018,"We completed our four night stay on July 9. The hotel and amenities are nice and the location and views are great.  Short walk to the beach and 10 minute drive to town. This was a family trip and our first time to Portugal. Unfortunately as several have said the guy at check-in was not welcoming by any means and he had major attitude.  I didn't get the man's name but we arrived at least 3 hours prior to the 4p.m. check-in.  He didn't want to store our bags while we waited for the rooms, didn't want to assist us with getting information on how to get to a tour that we booked the following day and basic questions about towels and the washing machine were answered with complete annoyance.  That being said, we later encountered Hugo at the front desk and he was fantastic.  He called taxi's for us, suggested restaurants, booked reservations and was very friendly and more than willing to look information up for us and give advice and suggestions. Miguel was also helpful.  If we hadn't encountered Hugo, our stay would not have been pleasant.  The staff at both restaurants near the beach were extremely rude.  We traveled with another family and there were 8 of us.  We tried for an early dinner around 5:30 at Antonio's and we were told that they couldn't accommodate us because they were expecting a large crowd to watch the World Cup game at around 9p.m., even though the restaurant was practically empty.  A server at the restaurant closest to the hotel was rude as well and practically laughed at us when we told her we didn't have reservations and said we can't help you. On the other hand, the staff at the hotel restaurant was great and the food was good. I would stick with the hotel restaurant if you don't have time to go in to town for lunch or dinner.  If you are going out to eat especially for dinner it's best to make reservations. If you are taking a taxi from the hotel give at least 15 minutes for the taxi to arrive plus time to get to your destination.  Apparently there are only about 30 taxis in the area and they are very busy so they don't always come right away.  If you have a reservation make sure to build in that time.  We didn't use Uber so I don't know what their timing is like.We didn't use the spa, the pools were quiet, and you should definitely do the hiking trail on the cliffs by the beach to see the beautiful views.  Walk down the beach to see the different rock formations up close. If you are used to washcloths for showers you will have to bring your own.",Jul,2018,Jul 2018,2018-07-01,2018,4
Jupiter Albufeira Hotel - Family & Fun,myview64,0,myview64wrote a review May 2023,"Feels like a 5 star hotel. Brilliant for families. Evening entertainment not the best but they are great for the kids. Pools are amazing for children and adults. Rooms beautiful. Food, something for everyone. Plenty for the kids. 13 of us and we lived it.",May,2023,May 2023,2023-05-01,2023,5
Belmar Spa & Beach Resort,Alan W,91,Alan Wwrote a review May 2016,"We drove south from Porto and felt great driving in. The rooms were new, well designed and nice kitchen for breakfast. Beach access is close, the pools quiet and perfect for a swim. The staff, particularly Mario were funny, attentive and informative. We relaxed instantly, wish we had an extra day. Access to Lagos is an asset",May,2016,May 2016,2016-05-01,2016,5
Vila Gale Porto Ribeira,dag0x,8,dag0xwrote a review Nov 2018,"Located just a short walk from the attractions of the city center, this hotel was a great find for us. Very nice rooms, maintained in subdued colors, gave us a good rest after a day of sightseeing in the city. The cleaning staff keep the hotel spotless. The front desk staff were very helpful. Breakfasts tasty, everyone will find something for themselves. A historic tram passes in front of the hotel door itself, which adds to the hotel's charm. Next to the hotel there are bars and a restaurant of quite good quality. For those seeking a rest from the hustle and bustle of the city - an almost perfect place. Of course, as each place definitely has its drawbacks, we did not find them during our stay. Our stay was very successful. If I return to Porto again I will consider staying at this hotel.",Nov,2018,Nov 2018,2018-11-01,2018,4
Jupiter Albufeira Hotel - Family & Fun,vikkithompson86,0,vikkithompson86wrote a review Sep 2024,"Hotel spotlessly clean, all staff very friendly and helpful. Plenty to offer for children and families. Animation team were always great at getting children and adults involved in activities.Pools were cold to get in initially but once in they were actually lovely. Kids were in and out without any complaints!Food was always fresh and hot and nice, theme nights however limited in what they offered but we always found something. The main restaurant has an Italian area where you can have fresh pasta made to order and pizza on demand!They had a section for children with chicken nuggets, fish fingers etc and pancakes for breakfast!We didn’t try any of the bookable restaurants but others said they were lovely.Evening entertainment was poor and very repetitive but the kids enjoyed the mini disco and the inflatables at night.Overall we would definitely return and had no major faults with the hotel or resort.",Sep,2024,Sep 2024,2024-09-01,2024,3
Tivoli Carvoeiro Algarve Resort,Keran L,0,Keran Lwrote a review Aug 2025,Had a great dinner at sky bar around the sunset and malfada was amazing :) she was so attentive and the dinner was very good,Aug,2025,Aug 2025,2025-08-01,2025,5
Vila Gale Collection Braga,bigvol,36,bigvolwrote a review Apr 2023,"ProsLocation.Nice historic areas at front of the property.Check in staff was very nice.ConsHousekeeping never replaced the waters or coffee pods.  We had 2 people on the booking and they left 1 regular coffee pod and one decaf.  Really?Breakfast buffet was a zoo.Loud construction next door, don't plan to sleep in.Loud noise from meeting/party rooms below our room.  Bring earplugs or be ready with some white noise.Poor maintenance in the bathroom as the faucet shot a stream of water onto the counter and the toilet ran every 20 min or so.We tried to get an after drink on a friday night around 9:30 pm. The bar was \"open\"  with one patron in yhe corner and no visible staff.  We gave up and left after 5-10 minutes.  No surprise it was empty on a Friday night with that level of service.",Apr,2023,Apr 2023,2023-04-01,2023,2
PortoBay Serra Golf,Paul_et_Family,6,Paul_et_Familywrote a review Jun 2024,"One of the nice places we stayed.The building has a charm (origin is early 1920s I believe) and is updated.Rooms are clean, beds are good...Pool is good (as long as other guests don't close the window-doors) .Staff is helpful and friendly.Enough carparkBreakfast is good. They had a problem with the machine for coffee and tea (hot water) but that should be fixed :)Restaurant is good (limited menu but for a couple of days you have good choice).Quiet !!Recommended as a base to visit the area.",Jun,2024,Jun 2024,2024-06-01,2024,4
1908 Lisboa Hotel,Harish P,60,Harish Pwrote a review Dec 2019,"There are good hotels, and there are great hotels. 1908 Lisboa is well on its way to become one of the great ones.Located just a 10 minute walk from the Rossio station, it is just far enough to offer you a deserved calm after a long day, yet being just close enough to afford you easy access on foot to the city center. It is also very convenient from the Aerobus  stop for those arriving from the airport. Metro station, just a 5 minute walk away. Felt very safe. So super location - checkNow for the hotel itself. Rarely do all things come together to deliver a superior hospitality experience, but at the 1908 Lisboa, they just do. Tastefully and luxuriously appointed rooms, super amenities, complemented by by the highest grade of customer service, and just that extra something special make the hotel one of the best I have stayed at. Nuno, and Sara at the front desk were excellent. Friendly, courteous and really on top of their games. Apologies for not recollecting his name, but  kudos too to this other staff member, who was great in helping me get set for my day trip to Sintra.The adjacent Infame restaurant, where the 1908 Lisboa has its breakfast service is just the cherry on the  top of the sundae. A very well thought out made to order breakfast menu is accompanied by a selection of  delicious breakfast breads, fresh juices, champagne and prepared to order espresso drinks. Shout out to Sara here, who took care of me really well on all 3 breakfast meals I had at the restaurantLisbon is s magical city. Staying at the 1908 really made the exploring it, a very comfortable and enjoyable experience.",Dec,2019,Dec 2019,2019-12-01,2019,5
A Casa Formosa,Claudia M,47,Claudia Mwrote a review Sep 2012,"Nice place, very easy to reach from the airport with the direction sent from Joao.We spent only one night; our room was very cleand, confortable and spacious. There are two bathrooms shared with other rooms but that was ok and both of them were cleaned. Breakfast is self made so you just select what you want from the kitchen. That is probabily the only uncomfortable aspect especially if all people arrive at the same time.From Casa Formosa you can easly reach the rest of the city with a nice and easy walk. There are also typical and not touristic restaurants nearby. Just ask the owner from some suggestions.",Sep,2012,Sep 2012,2012-09-01,2012,4
