hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Clemo242,15,Clemo242wrote a review Aug 2023,"We just got back from a week here with a 14 year old daughter and 11 year old son.We had a very positive stay, not without negatives as with most things but a very well ran lovely hotel.There were no issues getting sunbeds, I’d even bought some lightweight travel ones in anticipation but it was not an issue. The flumes were great, enough even for our adrenaline loving teen. There were plenty of daytime activities, a shame our 14 and 11 year old couldn’t join in the stuff we did like darts etc as was minimum age 15 and they were not interested in a teens club. But there was lots to do and whilst there were rep exercises and routine, there wasn’t that annoying repeated theme song of the holiday type thing pounding multiple times per day that you get in some places.The staff were fab. Hard working, constant removing used cups and plates in restaurant and bar etc. there was never a long wait at any of the bars and decent brand drinks.The food was fine. Not as plentiful in choice as appears as there are duplicates stations. But plenty of salads and desserts and them themes each night for mains. Sometimes some was like warm especially eggs and beans at breakfast, which is strange as was so busy they must have been constantly replenishing. We could even get Prosecco/cava at breakfast! As we were there a week we got 2 free vouchers for the other restaurants. We left it too late so onlyManaged to get in the Brazilian on our last night but wow it was worth it. Intimate, lovely decor and good service and loads of meat for our carnivorous family!The entertainment was not for us. In a kind of marquee and way too cheesy for us and our older kids, definitely aimed at younger. The main bar was reallyJust a lounge/lobby near reception which was fine but could have done with some atmosphere. Why there was the odd live performer in a tiny tent round the back of the pool where no one knew there was seating, I don’t know. It’s very windy at night and you wouldn’t want to sit outside. Would’ve been lovely to have had that kind of entertainment or light ambience in the lobby lounge.Family room was disappointing. It was a normal room with a sofa bed. Noisy and cramped and I’d say not appropriate for 2 adults and 14 and 11 year old girl and boy.  That is my only real criticism.I used the gym and it’s well equipped although no air con and one treadmill only worked. The lifts were useful so I don’t know why people are reviewing that badly. Put in your floor and it tells you which lift to get. Saves people stopping on every single floor, we were on the top floor, number 10 of 10 so were grateful for this!Overall a great hotel, lovely weather, nos mosquitoes which was such a relief when myself and the kids get eaten alive usually, and a great location away from the tacky strip and walkingDistance if you’re up for it, to the town and beach but a free shuttle if not. We would go back although would get 2 rooms I think.",Aug,2023,Aug 2023,2023-08-01,2023,4
Hotel Madeira,Danielhe,39,Danielhewrote a review Oct 2006,"Closest hotel to the centre of Funchal - everything is within walking distance (most hotels are set miles to the West of Funchal). Moden, very clean but above all one of the most helpful hotels I have ever stayed in. No request was too much trouble and the staff all genuinely care about the guests enjoyment - there's plenty of 5* hotels that could learn from this hidden gemDanielLondon",Oct,2006,Oct 2006,2006-10-01,2006,5
Jupiter Albufeira Hotel - Family & Fun,Lisa nesti,0,Lisa nestiwrote a review Jul 2023,Fantastic hotel  very clean  food was great plenty of choice for such a big hotel . Travelled alone with my son the manager always asked if I was ok as my son has autism and adhd cleaners were so helpful always there if needed anything can now see why my son goes every year with his dad as he says can’t wait to go back in October great holiday thanks so much Jupiter would return again,Jul,2023,Jul 2023,2023-07-01,2023,5
Maria Mar - Surf & Guest House,Yildau,0,Yildauwrote a review Sep 2015,"This hostel felt like home from the first moment. The guest house is cozy, there is a big garden (fruittrees! swing! hammock!) and there are many places to sit down and enjoy the silence, the atmosphere and the view on the fields. It's highly recommended to visit this place by car, so you can easily discover the area and go to the beach.Best thing about this place though, more then the hostel itself, are the people. A warm family, friendly, open, and always willing to make your visit as good as possible. Maria Mar is absolutely worth a visit!",Sep,2015,Sep 2015,2015-09-01,2015,5
Jupiter Albufeira Hotel - Family & Fun,Hello,4,Hellowrote a review Aug 2020,"Gorgeous rooms and hotel in general, so clean throughout! The food and restaurant was lovely. The staff were very friendly. Pool was fab, drinks were great and we can’t wait to return, we could of stayed for much much longer 🤩🤩",Aug,2020,Aug 2020,2020-08-01,2020,5
Vila Gale Collection Braga,World Traveller,316,World Travellerwrote a review Mar 2022,"Rude and arrogant staff at check-in (the two guys are sitting, but they are not offering seats to guests at check-in. It's more like checking in to a prison), rooms are extremely dark, insufficient lights, small windows (and stupidly with dark interiors). Atmosphere at breakfast like a canteen, staff not really friendly. Quality of food at breakfast is okay, but very very limited choice. Definitely not to recommend.THE HOTEL HAS A SEVERE HYGIENE ISSUE:The slippers in the room are not changed (I went to the reception when I saw the used slippers in my room and they confirmed: yes, they are reused without getting cleaned, meaning you are wearing slippers other people used before. That's a disgrace, disgusting and unhygienic.My shower was dirty, covered by black mold everywhere. I went to the reception to let them know, luckily at least they tried to clean afterwards (unfortunately not successfully, because the mould obviously has been there for ages already).And imagine: even the amenities in my room have also been already used.When I went to the reception to complain about the problems in my room the guy showed me by his face expression that he doesn't care at all. There was no reaction from his side, just ignorance. I had to talk with someone from the management to get my room finally cleaned.I would never go there again. It's probably the most expensive hotel in Braga, but it's simply a tourist trap.",Mar,2022,Mar 2022,2022-03-01,2022,1
Jupiter Albufeira Hotel - Family & Fun,KerrieAnne K,22,KerrieAnne Kwrote a review Apr 2025,"Having just returned from a stay I would say that we were disappointed with the hotel. This hot has many positives however it has negatives to go along with it.Positives. Hotel was absolutely spotlessly clean and all the communal and pool areas were very well maintained. Staff were all extremely welcoming and nothing too much trouble. It was serviced daily and maintained to a good standard. It's only a 5 minute walk to the start of the strip, which was quite convenient if you wanted to escape the hotel.Negatives. Having read many positive reviews about the food I must say I was very underwhelmed!Food was often lukewarm and like previous reviews mentioned, required the use of microwaves to get it hot. Maybe a contributing issue is that the main restaurant was open from breakfast till very late at night and a lot of the produce like meats and fish seemed to be cooked and then left stacked under hot lights for long periods of time. The pool snack bar opens 11am-6pm but only offers cold food like sandwiches and salads. The hot food snack bar next to the main buffet restaurant doesn’t open until 3.30pm but even when it did open none of the food was hot! This is so disappointing from a 5 star hotel! Due to this we decided to eat out for our meals most of our holiday! I was surprised to see the absence of any fresh cooked station, like an omelette station in a morning or BBQ in the evening, which I would expect to see in 5* accommodationI can't comment on the 2 onsite restaurants as we unfortunately didn’t use these!The entertainment tent is a silly set up, set up like a school assembly hall.The kids club kids over 3 aren’t allowed a parent to wait meaning my little girl didn’t want to stay on her own. There was no arcade or anything for the kids either. The indoor pool is part of the spa meaning you have to pay to use. This meant on the days the weather wasn’t great there was nothing to do apart from venture outside the hotel.The rooms were very clean but we felt they were a tad on the small side especially for families.This hotel has put me off staying 5 star again!",Apr,2025,Apr 2025,2025-04-01,2025,2
Saccharum,Raikeswood,55,Raikeswoodwrote a review Nov 2016,"The transfer from Funchal Airport to the Savoy Saccharum takes an hour.  The hotel is situated beside the ocean on the edge of the seaside resort of Calheta. High cliffs rise opposite the hotel which has been cleverly designed to provide ocean views from the balconies of all of the rooms that naturally face towards the cliffs.The local supermarket and a small number of shops are just a pleasant five minute walk away along the harbour front, which itself is worth visiting - at least four different businesses offer food and drink in the harbour complex. At their rear there are two other restaurants immediately beneath the cliffs and Calheta's second hotel is at the other side of the harbour facing the supermarket and shops.If you want a hotel out of the city, but which has nearly every modern facility then the Savoy Saccharum is well worth a visit. The entrance is roomy, kept beautifully clean and sits proudly facing towards the ocean. Inside the hotel is again spacious, cool and clean. Reception staff have a great range of languages and are smart, efficient and hospitable - couldn't fault them.Our room was on the sixth floor. As soon as we opened the door we loved the character of the room and the fact that it had a classy, modern appearance with a toilet and bidet, separate shower area and a sink/dressing area which opened into the bedroom. Our lovely balcony with table and two chairs was behind the glass patio doors that formed the room's exterior.The only disappointment was the terrible television reception. Although approx. 80 channels are theoretically available, frequently the signal failed and the picture froze - quite often for up to a minute or more. This makes it very hard to follow anything of interest be it the news, a film etc.A kettle, small fridge, plenty of wardrobe and drawer space, as well as a desk area, an easy chair, a hardback chair and a double bench were also available for our use. The room was spotlessly clean and remained so throughout, with the only disappointing service evident on the day our regular very kind female cleaner was replaced by a male (who forgot to leave soap, toilet rolls etc).Every effort is made in the main dining area to provide a variety of meals, both at breakfast and at night. A full range of continental offerings was provided every day, as was a choice of fried, scrambled, boiled eggs, with small sausages, bacon, tomato, mushrooms and beans. The bread offered by the hotel was always beautifully fresh - and very moorish!A lovely lady cooks omelettes and crepes to order every day - she works non stop, yet remains very graceful - you could say swan like. I never heard anyone complain about her crepes or omelettes and many of the same people came back day after day.In the evenings there are always at least two types of fish and two types of meat dishes - quite often three of each - to choose from. A chef is on station in the side (crepes) area at night cooking quick meals and always has chips on offer as well. Again a full array of cold meats, salads etc is also available and the sweets served each night are far too tempting and taste wonderful. The only downside of the evening meal was the fact that neither tea nor coffee is routinely dispensed.Generally the table service is very good. A number of members of staff are of a very high standard and could clearly get work at any good hotel they chose to apply for. Others struggle a little, but a good to high standard is maintained by the hotel's duty maitre d's who not only meet and greet guests, but also keep a wary eye on staff.For those wanting to eat a la carte and who are already paying for half board they can, providing they give at least 24 hours notice, opt to eat in the hotel's other restaurant where an allowance of 13 Euros will be given per guest towards the cost of their evening meal. I seem to recall that typically a main meal in this restaurant would be around 14 Euros, but you should check first.The hotel offers a number of bars, a choice of swimming pools and a gymnasium.Car hire can be arranged from the hotel or a few hundred yards along at the harbour. If you hire at the hotel you are able to park the hire vehicle in the hotel's crowded outdoor car park (6.50 Euros/night) or in the comfort of the underground garage (7.50 Euros/night). You can park out on the main road for nothing - dependent on times and parking restrictions, but our understanding was that only cars hired via the hotel would be allowed to park on the premises.There are probably cheaper car hire deals to be had in Funchal, but we liked the convenience of dealing with the Savoy's excellent reception staff and the lady from the Why Not car hire company who brought our vehicle to us.Madeira is a mountainous island with a number of challenging roads and tunnels. In some places the roads are narrow and hug cliff edges - those with a nervous disposition may be better considering a short break in Lincolnshire or the Vale of York!We were pleased that we had chosen the Savoy Saccharum, that we had travelled with Jet 2 (good outgoing and return flight times) and had spent a week on a very beautiful and fertile island.Once again we found the Portuguese people to be the most welcoming of hosts.",Nov,2016,Nov 2016,2016-11-01,2016,4
Grand Muthu Forte Do Vale,BigNeil2013,80,BigNeil2013wrote a review Sep 2015,"What a nice hotel this is. Our flat was great with 50\" tellies in every room, a fully equipped kitchen with a dishwasher and a washing machine. Everywhere was spotlessly clean, and the staff were most pleasant. I read the reviews of a few people who ate at the hotel, but we did not do this, preferring to wander around the town and strip, sampling various foods available at a myriad of restaurants. The pool is pristine, complete with a bar, so you don't have to walk far for refreshments.",Sep,2015,Sep 2015,2015-09-01,2015,5
Dona Filipa Hotel Vale Do Lobo,Maxima5,62,Maxima5wrote a review Nov 2017,"Best Hotel I have stayed in anywhere. Staff delightful from start to finish. Decor understated and classy. Fabulous breakfast buffet. No musak. Just a wonderful, memorable 3 day stay at a superb location. Thank you to the Manager and his quality team.",Nov,2017,Nov 2017,2017-11-01,2017,5
