hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Nicola R,0,Nicola Rwrote a review Oct 2019,"Everything about this hotel was fantastic, the rooms are lovely and clean, the waterpark is brilliant, there was a good selection of food available, the only thing was the queues at meal times that let it down.",Oct,2019,Oct 2019,2019-10-01,2019,4
Jupiter Albufeira Hotel - Family & Fun,Michelle J,1,Michelle Jwrote a review May 2022,Great hotel for good family fun. Entertainment was spot on for 7 and 10 year olds from round the pool activities to the evening shows. Good food with a great choice and excellent fuss free service. Pools and water slides all very good,May,2022,May 2022,2022-05-01,2022,5
Tivoli Carvoeiro Algarve Resort,Carol W,3,Carol Wwrote a review Apr 2025,This is a lovely hotel to use as a base for a relaxing holiday!The room clean and airy with a beautiful view.The breakfast is truly wonderful!The staff are friendly and helpful.,Apr,2025,Apr 2025,2025-04-01,2025,5
Belmar Spa & Beach Resort,blueberlin04,5,blueberlin04wrote a review Aug 2018,"We stayed for a week with teenagers and had a great time. The apartment was spotless and just by one of the 4 pools. We had a massive terrace with table, chairs and an airer and only had to go down some steps to reach the pool, which was amazing for the kids. The restaurant was nice as well - they do themed nights at £24 per adult and £12 per child, including drinks. Fantastic value (we went to the Fado Night and had 2 bottles of wine!) It's really close to Praia da Porto de Mos, although we did not venture there until the evenings. All in all a great and relaxing break, definitely recommended.",Aug,2018,Aug 2018,2018-08-01,2018,4
Jupiter Albufeira Hotel - Family & Fun,fionacook60,0,fionacook60wrote a review Aug 2022,"Great holiday. Food and drink plentiful, with something for everybody. Pools and water slides for kids were brilliant. Entertainment staff worked very hard. As did all the staff. Would I come back to this hotel? Absolutely.",Aug,2022,Aug 2022,2022-08-01,2022,5
Tivoli Carvoeiro Algarve Resort,Frarling1981,7,Frarling1981wrote a review Aug 2021,"The good: amazing location, lovely interiors, great rooftop bar, friendly staff, clean, lovely room, delicious food and wine.The bad: the waiting for the food was too long on many occasions (and the food is very expensive), the kids club was left unsupervised and no activities were organised for children (it's more for toddlers than for older children), generally a bit disorganised really, and just a bit off the description on their website. The room above ours had building work being carried out, lots of drilling during the day. Not a 5 star hotel, more like a 4 star.Not the hotel's fault, just FYI but the beach & sea was full of algae during the day so we couldn't go there. We made the most of the pool though, and had a great time. There is another beach 10 mins walk which is fantastic.",Aug,2021,Aug 2021,2021-08-01,2021,4
Artbeat Rooms,Magdalena M,2,Magdalena Mwrote a review May 2010,"It's an awesome place, great value for money, loads of character, safe, clean and ideally located. Totally relaxed atmosphere, rooms with balconies, helpful and friendly staff. We had an amazing time in Lisbon and a big part of this great experience was this hostel. Thank you! :)",May,2010,May 2010,2010-05-01,2010,5
Belmar Spa & Beach Resort,Kristina B,83,Kristina Bwrote a review Aug 2023,"The hotel is beautiful, has 3 similar outdoor pools and one additional outdoor for adults only. One indoor pool (kids allowed) and saunas for adults only. The water in the pools is ice cold, very unpleasant to swim, even kids couldn’t stay longer than a minute in the pool and that is in the month of August.The room we had was spacious and with a beautiful view. It was quite a disappointment that there were not toiletteries except for shower gel and towels are changed only twice a week. Also for pool towels you cant change them during the day, which is annoying if you went to the beach in the morning. The cleaning of the room was not great, the traces of hairmask from the first day were never removed in the bath until the last day.The beach is 2 min walk from the hotel and is wonderful.The breakfast is sober but good enough.There is free parking. Wifi is pretty good.It’s only 9 min drive till centre of lagos and 5 min drive till Lidl supermarket. Its 30 min drive till nice aqua-parks.The pool bar is not impressive, the smoothy which you expect to be fresh was made out of pre-packed mix.All in all it was a pleasant but way to overpriced stay with some disappointments.",Aug,2023,Aug 2023,2023-08-01,2023,3
1e Carvoeiro,marysteven,67,marystevenwrote a review Jul 2017,"Stayed here at the end of June with our CLC points. Was given a two storey apartment by the main pool.  It was an excellent property.  However we had to wait until 5:45 pm to gain access to it as it hadn't been cleaned. 4 pm is the advertised time to gain access to your room so we were almost 2 hours late getting in having arrived at 2:00The back led out down a path to the pool area. Apart from four young German guys who spent most of their time drinking and talking extremely loudly around the pool during the day, it was very pleasant by the pool.  However the bar by the pool is excellent and nice to sit outside on their poolside tables.The shop by the reception had closed down so it was awkward to carry any provisions up the steep climb from the town.There are plenty eating places on site but we chose to eat in the town so can't comment.One word of warning, if you have a late flight, the showers by the pool in the toilets don't have hot water.  The hot taps have been removed.",Jul,2017,Jul 2017,2017-07-01,2017,3
Grand Muthu Forte Do Vale,Prime85,38,Prime85wrote a review Jun 2019,"I recently stopped here with some friends for our annual break.Let me start by saying this is a very nice hotel, buts it’s not a 5 star hotel - it’s more 3 and a half to 4 star, nonetheless it’s nice.The hotel rooms are very big. We had 4 rooms between us and some of the rooms were better than the other - it’s clear they are renovating some of the rooms, some of them didn’t have TVs in the bedroom for example, and our room didn’t have an air conditioning remote.The staff are nice and friendly - always willing to help.The pool area is nice, however the sun beds need replacing and more of them, as there aren’t enough for everyone! Be prepared when jumping into the pool - it’s very very cold!Pool bar and main bar are nice - you can get a beer for 2 euros in the happy hour! Although the pool bar closes early, so you’ll have to then go to the main bar.The Location is great - 15 minute walk to Old Town and to 10 minute walk to New Town.  The hotel has its own taxi service so that’s a plus.There is a supermarket and a few restaurants near by - all very cheap and within a 2 minute walk.All in all - a decent hotel, one to which I would return, buts its definitely not 5 star.",Jun,2019,Jun 2019,2019-06-01,2019,3
