hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,jonspeyer,89,jonspeyerwrote a review Jul 2014,Other than the hydro pool being as cold as a mother in laws smile we found the whole experience damn good indeed. The rooms were very well presented and the equipment was in fine order. The finish everywhere was very good and to walk out to the garden area and then the pool was particularly appreciated by my daughter who thought that was great fun.Breakfast was tip top even though after maybe a week you would get a bit tired of the sameness of it.Watch out for the massages as they are expensive in my opinion so negotiate a price before you lay on the couch.The position of the hotel is first rate and there are two v good restaurants at the beach which is close by.Overall the Belmar was enjoyed....shame about the hydro pool so watch out if you go early May !!,Jul,2014,Jul 2014,2014-07-01,2014,3
Hotel Madeira,pammiejean2,45,pammiejean2wrote a review Sep 2011,My husband and I and another couple stayed here for a week in August. The hotel was very good. all staff friendly and helpful and the rooms lovely and clean. It is located over the road from the Municipal Gardens. We even had a parking space reserved at a nearby carpark. The only negative has been mentioned before - breakfasts were the same every morning but as far as I was concerned these were more than adequate. if I were to return to Madeira I would have no hesitation in staying at this hotel again.,Sep,2011,Sep 2011,2011-09-01,2011,4
Villas Barrocal,annamarie_7,62,annamarie_7wrote a review Jun 2017,"We have just spent a fab week here. We had a 3 bedroomed house and a 2 bedroomed apartment.I have stayed in lots of villas and hotels in the algarve have to say this is one of the best . Everyone very friendly and helpful. Cleaned to a very high standard.Pool excellent always sunbeds. I would go back but you must have a car to get around, wonderful beach at Gale.",Jun,2017,Jun 2017,2017-06-01,2017,5
Tivoli Carvoeiro Algarve Resort,Jake Newman,0,Jake Newmanwrote a review Sep 2025,"Had such an awesome stay here! We really loved the whole property - the views and restaurants were incredible as well as the service. Big thanks to Karina at reception was so helpful in booking reservations and helping us navigate our trip. Also shout out to Mafalda at sky bar - she was amazing and made the whole experience even better. We have already been recommending this to others, thanks again!",Sep,2025,Sep 2025,2025-09-01,2025,5
Vila Gale Nep Kids,Carina T,0,Carina Twrote a review Aug 2024,"The space of the rooms is super positive - the animation too, however would extend the schedules in order to make possible a greater access to the pedals, carousel, etc. Joana Banana and Zeca are super hosts and the effort of all staff equally",Aug,2024,Aug 2024,2024-08-01,2024,4
Belmar Spa & Beach Resort,Ksenia V,75,Ksenia Vwrote a review Oct 2012,"The hotel is situated in a wonderful place not really close to the city center but it's really a plus cause you have a nice clean and not over crowded beach near by with 2 places to have a drink in the afternoon. The check in was so perfect (thanks to the guy on the reseption) that the stay used to be really nice. But what you will face here if decide to stay...- \"dnd\" table on the door will not stop housekeeping to ring the door and then to come in with out any urgent reasons for that or to come in the room few days later without any rings or knoking;- food in the restaurant will be nice, but guys there leave you to serve wine by yourself or may ask you to move to the bar as they start to clean restaurant before close time;- you will not find matches all over the hotel;- you'll be given shampoo only once upon arrival and even for extra pay you won't get the extra bottle;- some lights, bidet in the room or some other trifle will surely not work;- reseption guy on the request to make a booking in the restaurant will ask you to call the restaurant by yourself from the room;- and in spa most of the devices will not work.So this is Belmar as it is... Unfortunatly.",Oct,2012,Oct 2012,2012-10-01,2012,3
Montebelo Viseu Congress Hotel & Spa,DrKeith D,24,DrKeith Dwrote a review Feb 2012,"The Montebelo is a clean, comfortable and spacious hotel with a good spa and swinmming pool. Food and restaurant were very good with a wide selection and the staff were very helpful and polite. The value was excellent for the standard of hotel and the view from the dining room is excellent across to the wooded hillsides around the old medieval hill town of Vieso. My room was 329 which had three balconies to catch the sun as it moved round.",Feb,2012,Feb 2012,2012-02-01,2012,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Mike T,270,Mike Twrote a review May 2017,"We stayed here for 3 nights in the past week while on a city break in Lisbon and thoroughly enjoyed the Valverde.The location of the hotel is great - right on the Avenida da Liberdade which means that you can easily walk to all the central locations but it's also opposite the metro stop which you can then combine with Lisbon's very easy public transport network of metros, buses and trams to get you anywhere in the city.Reception was great - Miguel was there to greet us and it all worked very well despite us arriving late due to a plane delay.We had a classic room so facing away from the avenue and we really liked it - very well appointed, all the facilities you'd require and a really good bathroom there too. It was nice and quiet and made for a good night's sleep.We had booked dinner in the restaurant but our delay meant that we'd arrived very late but the staff were great and we got some food sitting out in the courtyard area so, while we never had full dinner at the hotel the service and food (and wine) that we did have was excellent.We also ate breakfast in the hotel - again, excellent service with a good buffet and then a selection of fresh egg dishes. A very nice place to sit and have breakfast.We left after a great short stay and the hotel helped us again in making an early start and getting over to the train station.I'd thoroughly recommend the Valverde to anyone looking for this type of hotel in Lisbon and I'd happily stay there again in the future - it's a lovely place to stay and the staff especially do a great job of making it special.",May,2017,May 2017,2017-05-01,2017,5
1908 Lisboa Hotel,glaikit_wean,0,glaikit_weanwrote a review Jun 2022,"What a great Hotel. Even at this busy time (it was the Festival of St. Anthony – sardines everywhere) the busy staff still went out of their way to help.Andre, Caterina and Joanna elevated this hotel.We arrived early so we left our luggage – Caterina moved it to our rooms when they became available. What great service! The included breakfast (served by Joana) was healthy and abundant.Andre helped with directions and helped us manage Portugal during a two-day festival (he suggested we visit LX Factory – glad we did not miss it)Many of the hotels we stayed in on our trip to Portugal, suffered from form over function - they would look modern  and sleek but there would be nowhere to hang your towel nor a shelf for the soap – little, but practical things. Happily, this hotel 1908 Lisboa had been both well designed and thought out – it looks good, and everything works….The smallish but functional rooms were modern and decorative with all the functionality you need, a shower that wets you, somewhere for toiletries and enough plugs for any modern charge-aholic.Couple this with the attentive, friendly, and fun staff and you have hotel we recommend",Jun,2022,Jun 2022,2022-06-01,2022,5
Estalagem Da Ponta Do Sol,ShezzaH,27,ShezzaHwrote a review Oct 2023,"This is a 5 star because of the building which is full of serene crafted spaces. If you like the architecture of Mies Van der Rohe or Alvaro Siza you will enjoy this hotel. Built in the late 90s it’s a wonderful integration of a modern building with two existing old buildings on a dramatic cliff above Ponta Do Sol. Yes, I could say our room was not 5 star and needed some refurbishment but you cannot escape the mood the building creates with its spartan modern interiors facing the horizon. Absolutely wonderful. Will go back a third time.",Oct,2023,Oct 2023,2023-10-01,2023,5
