hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Vila Gale Collection Braga,C H,113,C Hwrote a review Jun 2019,"This is a wonderful place to stay. The hotel has two sections, a 500 year old converted hospital, which has been converted aesthetically and authentically and a modern block behind with high quality rooms. There is parking and a spa.The rooms are well apportioned, modern and comfortable and the old part of the hotel contains a bar and restaurant.The breakfast buffet will set you up for the day, omelette station, fresh pastries, fruit, etc.....Staff friendly and kind.Really enjoyed our stay",Jun,2019,Jun 2019,2019-06-01,2019,5
Penedo da Saudade Suites & Hostel,Anfrist,433,Anfristwrote a review Oct 2019,"This is located in a quaint area with villas, up the hill. The building is nice and the rooms are even nicer. Being on the side kf the building meant an irregular room with balcony all around and classical system of blindfolding. The views are fantastic from the long balcony. Everything in the room is carefully selected. For the price it was a really great experience. The room on the rooftop where the breakfast is served is very beautiful, breakfast selection is decent.On the cons, I had to wait for the check in for 25 minutes as it was very slow for 1 person and 1 group ahead. This was frustrating because the check-in hours are limited, 3 to 5 ,and we skipped some attractions to be there before 5, which proved pointless. Also, it has a dormitory for hostel underground and due to poor isolation we were awaken at 5 in the morning on a Thursday by energetic guests returning from the city and loudly chatting and laughing on ground floor. Noise from the street is small problem as there is little traffic, but again phonic isolation issues.",Oct,2019,Oct 2019,2019-10-01,2019,3
Villas Barrocal,Manuel L,0,Manuel Lwrote a review Aug 2023,"Everything went well. This is the second time we have spent our holidays at Villas Barrocal. However, future guests should be informed to bring mosquito repellents. I was heavily bitten by mosquitoes on my arms and legs during my stay.",Aug,2023,Aug 2023,2023-08-01,2023,4
Belmar Spa & Beach Resort,LondonLucyA,60,LondonLucyAwrote a review Jun 2012,"We stayed at the Belmar for 5 nights in one of the studios. The resort itself is spotless and the apartments are very well equipped but the hotel was a bit too lacking personality for us. We wanted a quiet few days after driving down from Lisbon and quiet it was! We never saw any one in the bar ( inside near reception, apparently there is a pool bar but it is not open yet) or restaurant, it was lacking a buzz . We had a hire car and I have to say if we didn't I would have felt really trapped as there are only 2 restaurants near by on the beach and the Belmar appears to be in a residential backwater with Lagos town centre is quite a trek away.  Again I can not fault the standard of apartment but feel they are really missing a trick and this could be a fantastic place to stay.  Would not return purely due to location and lack of any kind of buzz",Jun,2012,Jun 2012,2012-06-01,2012,2
Tivoli Carvoeiro Algarve Resort,000lisag,45,000lisagwrote a review Jan 2024,"If you happen to be in Carvoeiro definitely stay in this hotel. The rooms are amazing, the views spectacular. Staff were fabulous as was the dining and breakfast. Spent 1 month in Spain/Portugal and this hotel/location was by far my favourite. Cannot say enough good things about it.",Jan,2024,Jan 2024,2024-01-01,2024,5
Jupiter Albufeira Hotel - Family & Fun,FarAway59005199955,1,FarAway59005199955wrote a review Oct 2019,Hotel is amazing staff are all very helpfull & nothing is a bother .Ala carte resturant meals are out of this world .Looking at booking for next year .This hotel is the best we have been at in Albufera.,Oct,2019,Oct 2019,2019-10-01,2019,5
Tivoli Carvoeiro Algarve Resort,Nigel and Philippa Payne,77,Nigel and Philippa Paynewrote a review Aug 2021,This hotel was quite good so let me say that first of all. The view is stunning and the staff are very good.But it suffered from several things that many hotels do when on holiday.- there were not enough sun beds by some way- beds get reserved and that is never policed- the rooms are quite small- car parking is difficult with the car park often full- some of the walls and skirting boards were quite dirtyOverall this was a reasonable stay. But it is more 3 or maybe 4 star.,Aug,2021,Aug 2021,2021-08-01,2021,3
Vila Gale Porto Ribeira,mediterraneovero,42,mediterraneoverowrote a review Jul 2018,"I stayed two nights in the Vila Galé which opened only 8 months ago. The personnel is very kind, breakfast is excellent. It is very well furnished and decorated. It is located by the river close from the center (watch out you may need to climb a bit if you choose to walk to the higher part of the city).",Jul,2018,Jul 2018,2018-07-01,2018,5
Hotel Madeira,Karen G,65,Karen Gwrote a review Sep 2017,"Just returned from 2 weeks at the Hotel Madeira. It is a lovely small hotel in an ideal location - on the flat, quite unusual in Funchal. The staff were always friendly and helpful. Many of the guests there had been many times to the same hotel, which says more than my words can say.The hotel has a small pool and snack bar on the roof and our only issue was that they allow non-residents to use the bar and most days there were several teenagers taking up the tables in this small area, drinking one small coffee each over several hours. This appears to be something new this year and hopefully management will reverse this decision, leaving sufficient room for residents to eat meals or have their drinks in peace. Although this was an inconvenience it won't stop us booking again for next year.",Sep,2017,Sep 2017,2017-09-01,2017,2
Estalagem Da Ponta Do Sol,PeterPatriciaF,12,PeterPatriciaFwrote a review May 2025,"We stayed in this hotel before that in the north for 4 nights after that for 5 nights. The hotel lives on the location, that was pretty much all.It has come of age, everything old, beds, furniture and bathrooms. Bed linen had holes, even the bath towel, that doesn't work. Drinking water was never replenished. In heavy rain, the water ran into the room. Breakfast ok, also the dinner was good, but the room has absolutely no atmosphere, but views.We are dog owners, yet at reception no dog has anything to do. Not everyone likes dogs, or has an allergy. For the employees certainly great if you can bring your dogs to work, but then place them outside the reception.Why is the interior lighting of the lifts in red? Who had probably chosen the fragrance freshener in the lift....Again, location mega, forget the rest. The hotel has real potential, but a lot would have to be done.",May,2025,May 2025,2025-05-01,2025,2
Hotel Cristal Porto,AJohnsonUk,75,AJohnsonUkwrote a review Jul 2024,"Booked two rooms for a four night stay.The first room was an upgraded(€25 per night) larger room with a queen bed, relatively modern and nice bathroom with toiletries.  The second a single room but this had a nice outside balcony.We found the reception staff, in fact all staff very friendly and helpful.Breakfast was a mix of some warm dishes  i.e quiche, bacon, beans and cold offerings  like cheeses, pastries etc, all were regularly replenished and of good quality.The location is slightly out of the hustle and bustle but a 20min walk downhill and a little longer back, the hotel is also on a bus route and taxis were around.   A few good restaurants and shops were close by the area felt pretty safe and quiet.The hotel has a nice outdoor area to just sit out and chill after a long day.We had a late return flight and reception were more than happy to look after our cases once we checked out so we could enjoy the day.Overall for the cost we thought the hotel was excellent,  the nice breakfast and friendly helpful staff added to the experience and we will definitely stay here again.",Jul,2024,Jul 2024,2024-07-01,2024,4
