hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Tivoli Carvoeiro Algarve Resort,Ryan L,3,Ryan Lwrote a review Aug 2025,"Stayed at this resort for 5 days with family - the views, pool, room and staff were first class - such a great property and close to everything in Carvoierio - couldnt recommend more",Aug,2025,Aug 2025,2025-08-01,2025,2
Hotel Madeira,PrincessJ75,65,PrincessJ75wrote a review Sep 2016,"parents came here for their 22nd visit and my partner and I joined them in their second week.  our 3rd visit to this hotel.. wonderful vacation..  Great hotel, very welcoming and friendly staff, staff on reception, in the bar, maids and breakfast room.. everyone so very pleasant. rooms very clean and maid in daily, breakfast had good choice. the weather was fantastic and the roof top pool and terrace was great to chill out in. good selection of snacks and drinks reasonable. we cant wait to come back here next year. if we hadnt already booked to go to tenerife in October, we would be booking here for sure. Excellent hotel and excellent holiday!!",Sep,2016,Sep 2016,2016-09-01,2016,5
Belmar Spa & Beach Resort,Ken Leach,0,Ken Leachwrote a review Sep 2024,"The Belmar has exceptional quality and services. Their staff were excellent.While it was only a walk away from a stunning beach, sitting poolside was a real pleasure as well.",Sep,2024,Sep 2024,2024-09-01,2024,5
Tivoli Carvoeiro Algarve Resort,Karina,12,Karinawrote a review Oct 2023,"We had a great time. An exceptional view from our room. Amazing service from all the staff and they speak multiple languages. The food is excellentand the small village of Carvoeiro is ready if you want to go out for a walk or go to a restaurant. If I had to say one small negative comment, it was very hot in our room... the air conditioning did not manage to reach a comfortable temperature even though we left our curtains closed all day.It’s just a small detail because our stay was fantastic!",Oct,2023,Oct 2023,2023-10-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,Gary M,2,Gary Mwrote a review Oct 2019,"Staying here right now room 1049 can not speak highly enough of standard of room, food ,staff . Faultless. 10th floor views amazing absolutely will be coming again . It's only our second day and can say without a doubt that I will be recommending this hotel to my friends in fact I already have .",Oct,2019,Oct 2019,2019-10-01,2019,5
Vila Gale Nep Kids,Ana Patricia O,0,Ana Patricia Owrote a review May 2025,"Excellent space, happy kids, staff 5 stars.It was relaxing and at the same time a lot of fun and new friendships.Very worth it and surrounded by nature.Joining the hotel the horse and charrete activity was of the best moments with Mr. Jorge in command with a huge heart and immense way with children.Will stay in memory",May,2025,May 2025,2025-05-01,2025,5
Saccharum,Chilli-Cymru,195,Chilli-Cymruwrote a review Sep 2015,"There are many things to say about this hotel which are very positive, but also some very important more negative comments which people should be aware of, in my opinion. I will start with the rooms. The rooms are tastefully decorated and spacious and the bed was probably the most comfortable we have ever slept in at a hotel. It is easily a super king or possibly emperor size and the mattress is firm, but not too firm. Our sleep quality was also helped by the excellent sound installation, meaning that you did not hear anything from neighbouring rooms or corridors. On the downside, or at least in my opinion, the ensuite bathroom is actually incorporated into the bedroom, rather than being in a separate room with a door. The shower is a transparent glass cubicle which is a generous size but completely unshielded from the bedroom. Although this means you can watch TV whilst you shower, you are also in full view of any other occupants in the room – which is not for everybody! The toilet is protected by a sliding glass door but there is no sound installation or really enough privacy for most people's tastes. The overall decor and look of the hotel is quite stylish and luxurious and, of course, the structure is new meaning there is very little wear and tear. That said, we were surprised that a number of things had already been broken or had stopped working and the ongoing maintenance appeared to be lacking. (Examples: the electronic darts for the darts board had been broken and not replaced during our two week stay. The shower cubicles in the spa had broken handles on the showers and the towel hooks on the wall in the changing room had snapped off, the bases around the parasols by the pool had been broken in high winds etc. There were plenty of sunbeds available on the eighth floor and on the second floor, although not all of them get the sun at all times of the day. One point that irritated me and is worth mentioning, is that you are given a pool towel each at the beginning of your stay and then informed that you will be charged one euro per towel for each time that you attempt to change it for a fresh one. Whilst I appreciate this as an eco-measure and they're trying to limit the unnecessary washing of multiple towels, I felt that making a charge to change your pool towel during the two weeks day was ridiculous. Equally, a €12 per week charge to utilise the safe felt like a penny pinching measure in a luxury hotel. Please also note that there is also a €6 per day charge to use the hotel carpark – something you may need to know if you have a hire car. That said, there is limited free street parking nearby. My husband was also disconcerted to note that there was no ironing ironing board available for guests and any ironing needs to be sent out to the hotel's laundry service - naturally at a charge. Similarly, you should be aware that the spa entry is €20 per person per day (although we had free spa access as part of our hotel package and this is therefore sometimes available depending on how and where you book). The spa treatments themselves were also a little pricey (€80 for a 50 minute massage), but the massage (with Keila) was fantastic and possibly the best I have ever had in a hotel spa. We were half-board, meaning that we had breakfast and evening meal every day, although we did exchange our evening meal for a lunch on one occasion. We did not feel that the quality of food in Madeira as a whole was particularly good and therefore, in the light of that, I would say that the hotel food was actually quite reasonable. That said, there was limited choice at the buffet and only one station from which to serve yourself, meaning that queues sometimes built up. It is also worth noting that the buffet staff were quite slow at replenishing dishes and often of the three or four options available only one or two was still available at any one time. The organisation in the restaurant as a whole was quite chaotic and it was difficult, particularly in the morning for breakfast service, to find a table. There was also only one chef ever cooking eggs, omelettes and pancakes, meaning that you could easily wait 20 to 25 minutes for an egg dish.There were insufficient staff throughout the hotel, including in the restaurant, so many tables were full of dirty dishes that hadn't been cleared and nobody helped you find somewhere to sit. This was the same every day for two weeks and it was also difficult to find somebody to serve drinks. There was often very little information about what food was being served, with inadequate or missing descriptive cards. On the positive side, there was at least one dish every meal which was tasty and the atmosphere in the restaurant was appealing. As regards the à la cart restaurant where we had lunch on the one occasion, we waited over an hour before we were served (again because of inadequate staffing). The only alternative to the à la carte restaurant for a lunchtime service was the pool or beach bar which had a very limited menu indeed. My reflections overall are that this is a nice hotel which could be very good indeed, but the impression given by the staff is that they are overworked as a result of being too few in number, meaning that they are sometimes less than friendly and very slow (I waited an hour for an extra towel for example). This is also the first four star hotel where glasses left out by people from the restaurant the night before are still around the pool at midday, or even the following evening.   If the staffing issues could be resolved, then I feel the hotel would be greatly improved. I made this point during our stay, but there was no sign that anything had changed whilst we were there and judging by the comments in the guest book on reception, this has been a problem since opening. I can only hope that it is an issue which is addressed in the future as this could be a lovely place to stay.",Sep,2015,Sep 2015,2015-09-01,2015,3
Tivoli Carvoeiro Algarve Resort,S223,66,S223wrote a review Jul 2019,"Just returned home from this hotel after two weeks. Its very good - I'd return. Not perfect, though.Good points :Great beds, excellent sleepGood breakfast (although last few days moved on to horrible thick pancakes, after a week of delicious waffles and thin pancakes)Exellent showerRoom serviced twice a dayWonderful viewsHandy for townGood air conditioningFriendly staffPlenty of sunbedsBad:Food in evening really could be better - best meals we had were eating out. 3 star here at best. And this is a major part of a holiday.Check in takes ages - I've no idea why.Turn down service (much appreciated) tends to happen about 1900 - we're still getting ready for dinner.Not sure about the glass bathroom wall!Overall, I'd return, but maybe just b and b.",Jul,2019,Jul 2019,2019-07-01,2019,3
Estalagem Da Ponta Do Sol,Rose456,40,Rose456wrote a review Apr 2009,"Nice building and layout.  Quite a secluded location.  Limited activities without a hire car if you don't want to sunbathe all day.  The hotel restaurant was very disappointing, we only ate there once and there was not much choice of places to eat within walking distance.  If I went to Madeira again I would definitely stay closer to Funchal as there is much more to do.  The room was clean but basic - fraying fabric covers over uncomfortable plastic chairs, faded synthetic blanket on the bed. There was free wifi on the beach but not in the hotel.",Apr,2009,Apr 2009,2009-04-01,2009,3
Hotel Cristal Porto,ehogan76,0,ehogan76wrote a review Apr 2022,"Yes, it is a little off from the \"city center\". but in a great way. If you are comfortable at all with public transportation you are only a few stops away. Otherwise, it's not an expensive cab ride.  I loved that it was quiet. The rooms were lovely (the bed was super comfortable). I really enjoyed the outdoor garden to have drinks and smoke. The staff was so incredible, especially Angela at the front desk, who gave me great recommendations for local restaurants, tours, etc. I highly recommend.",Apr,2022,Apr 2022,2022-04-01,2022,4
