hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Tivoli Carvoeiro Algarve Resort,aquatiki,235,aquatikiwrote a review Nov 2023,"We discovered this hotel in 2020 while walking on the beach. It seemed to us to be of quality. It's much better still. Flawless welcome, just don't arrive before 3 p.m. to get the room. Comfortable room with sea view It's perfect. Breakfast of very high quality, whether it's the service or the catering. In short, a perfect agreement",Nov,2023,Nov 2023,2023-11-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,He D,0,He Dwrote a review Jun 2024,"A lovely hotel with everything needed for a great family holiday. The staff are friendly and work extremely hard,they are a credit to this hotel in everyway. I Would of loved another week here. My boys loved it especially the soccer games. They loved the freedom of getting their own drinks,icecream etc.Pools were great, cold but once in it was grand and im sure in the weeks ahead when the real hot weather hits the temperature will be perfect. I thought the food was great especially for my younger son who's so fussy, his diet was way better out here than back home, ate loads of fish, rice ,fruit etc, to be honest I couldn't get over all the food so much of it and always something available to eat every hour of the day. Loved the coffee machine thought the cappuccinos tasted so good and boys loved getting the hot chocolate out of them. Would definitely come back here again, maybe next year.",Jun,2024,Jun 2024,2024-06-01,2024,5
Jupiter Albufeira Hotel - Family & Fun,newirishuser,3,newirishuserwrote a review Sep 2023,"Just back from a week staying in this hotel. Family of 4, children aged 12&10. We had a great time, hotel was clean, great selection of food, albeit it was a bit cold, but salads, dessert and fruits where great.Snack bar by pool was great, found the food to be fresh despite other reviews. Swim up bar was great for the kids to get drinks, especially the strawberry slushie👍🏻. Kids entertainment was good during the day, kids enjoyed playing footie in the astro beside the pool. teens room with pool table etc was great to entertain older kids in the evening. Pity Friday is packed with entertainment at pool, would be good if it could be spread out over the week, due to our arrival and departure time we missed the foam party, which only happens on a Friday afternoon.Alcreim al a carte restaurant was great, kids both got steaks at no additional charge. Other al a carte restaurant was not to our liking, but if you are a real meat lover it’s for you.Great shuttle service to old town, but download the Uber app as bus can get full and Uber will arrive in a couple of mins and is cheap.Room was noisy at night from the bar across the road, who played music in speakers outside.Overall a very enjoyable stay",Sep,2023,Sep 2023,2023-09-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,Gillian E,6,Gillian Ewrote a review May 2024,"Travelled solo with 12 year old and 10 year oldExcellent food really fresh, lots of choice for picky eatersstaff excellent service and lots to do for kids.Hotel resort felt really safe confident in letting kids go to the different areas within the complex themselves",May,2024,May 2024,2024-05-01,2024,5
Jupiter Albufeira Hotel - Family & Fun,kari522023,0,kari522023wrote a review Jun 2023,"Not a hotel we Can recommend, and will never return!Too much noise, kids running around everywhere, screaming throwing toys in every room of the hotel!Silent pool is not even a place to relax, and no staff is doing anything about the rule breaking from the kids and people yelling and hearing loud music.If you want to relax, just stay home.",Jun,2023,Jun 2023,2023-06-01,2023,1
Tivoli Carvoeiro Algarve Resort,Jackson9305,212,Jackson9305wrote a review Nov 2020,"We were thoroughly pleased with our stay here. On the advice of a TA report, when we checked in, I asked for a room on a higher floor. As they were not booked out, we got one on the fifth floor and facing east, which afforded a perfect view of the beautiful cliff and tiny beach.Don’t even think about saving money by reserving a less expensive room; this place is all about the location – splurge on a sea view room. Even just waking up to the ocean view is worth the higher rate.I can’t understand the negative ratings from the summer; all was working well in September, having gotten set up with the Covid-19 regulations. All of the staff we encountered was friendly and helpful. The few minor problems we had in the room were taken care of very quickly using the request form on the hotel app. Special mention to Riccardo who was always upbeat; he helped us with our luggage and gave us some travel tips to boot.The hotel address was not on our rental car GPS, and it’s a bit tricky to find if you’re unfamiliar with the area. Coming from the highway, head down to Carvoeiro Beach, and at the end of the street by the beach, make the u-turn back up, then take the first right. The hotel is about a kilometer uphill from the beach. There is plenty of free parking on the premises.We had half board with meals in the buffet restaurant. The food was of good quality, although it was strenuous and took usually a while as you had to stand in a queue for your food (wearing a mask) because the staff served the portions. Coffee and tea is available in the room and replaced daily; there are minibar items to purchase. Our superior room was nicely decorated in white and grey, with good lighting. The fitness room has several endurance machines, a Smith machine, and a selection of dumbbells. There is a small indoor heated pool; the mail pool outside is not heated. The Sky Bar is not to be missed. Evidently the hotel is very popular with British guests.There are a lot of restaurants along the street down to the beach so if you don’t get half board, and are willing to walk a bit, you will find plenty of places to eat at.Report within report of The One restaurant at the hotel:Since we had half board and found out that we could get credit towards a meal at their The One restaurant, we were glad to have a chance for a proper sit-down meal after several days of standing in line and wearing a face mask at the buffet. They deducted €25 per person from the tab (well actually they forgot, but corrected this at checkout when I pointed it out). The service that night was relatively slow even though not all the tables were taken when we arrived.All of our dishes were presented quite beautifully. However most of them somehow lacked pizazz, meaning the flavors were more on the ordinary side, and the portions were not particularly large. In general we were not overly impressed, and in combination with the higher prices, would not necessarily recommend it as the ultimate dining experience.",Nov,2020,Nov 2020,2020-11-01,2020,4
Tivoli Carvoeiro Algarve Resort,Wendy R,57,Wendy Rwrote a review Sep 2021,"We stayed at the Tivoli from September 4th for 2 weeks and once again we absolutely LOVED it - From the time we walked into the Reception and were met by Katerina, Marie, Juliet, Rui and Marcus and Helen it was like coming home !! They  were all so very helpful and helped me with the mountain of paperwork needed for passage both in and out of Portugal.The Breakfast buffet was lovely and we always had a lovely table overlooking the sea thanks to Maria, Danielle and Carina. We ate out at night but there was a really good choice of tavernas and restaurants within a 5 minute walk from the hotel and if we wanted to go into Carvoeira a taxi was with us within minutes.Everything about this hotel was perfect for us, the pool was lovely, no problem getting sunloungers and our coffees and beers served on our loungers made it ideal !!!The Staff cannot do enough for you and all I can say is roll on July 2022 when we will be there again.Wendy and Brian Robinson",Sep,2021,Sep 2021,2021-09-01,2021,5
Hotel Madeira,Nixynic,99,Nixynicwrote a review Sep 2025,"Me & my Husband had our Honeymoon in Funchal and we stayed at Hotel Madeira, upon arrival at approx 9pm on a Friday night we were greeted by 2 very friendly guys on reception, they were very welcoming and explained everything to us and checking us in quickly.  The hotel is located very central so you have easy access to all parts of Funchal.  We found our room to be a bit on the small side but for us 2 it was fine (we would of liked a bigger balcony - only downside), the room was very clean and it was cleaned everyday, unless we advised the maids otherwise.  Breakfast was very nice, continental but they also had a small variety of hot food.  The roof terrace pool was very clean.  Service was also spot on.  There is some building work going on nearby so you could hear the noise, but to be fair that didnt bother me.  All in all the hotel was very well kept.  I do have to say a special shout out to the 2 young men who did check us in on arrival, they did answer all of our questions, we wanted to get a taxi for a local fishing village and they advised us the best way to do this and also the cheapest, they are an asset to the hotel.  We will definitely return to Funchal and we will also stay at Hotel Madeira.",Sep,2025,Sep 2025,2025-09-01,2025,4
Dona Filipa Hotel Vale Do Lobo,John W,62,John Wwrote a review Sep 2018,Had a nice stay. Rooms need upgrade as a little dated.We were in a twin and although a sizable room the beds were glued together and hard to separate. Breakfast was fine.Good location near beach and bars etc. would stay again if in area.,Sep,2018,Sep 2018,2018-09-01,2018,3
Grand Muthu Forte Do Vale,The Reviewer,26,The Reviewerwrote a review May 2022,"What a lovely hotel.Stay was for 5 days in May 2022, myself and daughter.We were given a beautiful apartment on the ground floor over looking the pool and sunset.The majority of the rooms are actually apartments which are huge! Seriously the bedroom is 30m² and the lounge must be 35m².The interior of the hotel has a slight Moroccan feel to it. Very luxurious.The breakfast was a higher quality than standard.Great location, 10 mins to the Strip and 15mins walk to the main town. Bus stop right outside the back entrance and a play park for the kids opposite.Can't fault this hotel, will defo come back here in the future.",May,2022,May 2022,2022-05-01,2022,5
