hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,kernezirkone0z,0,kernezirkone0zwrote a review Aug 2024,Wasn’t that nice. Bad for money. You can get for the value. Good was very bad and simple. Not even my son was happy,Aug,2024,Aug 2024,2024-08-01,2024,2
Jupiter Albufeira Hotel - Family & Fun,KQ03,2,KQ03wrote a review Oct 2019,"Stayed here with my wife and son...Beautiful place to stay, staff was amazing the room was 5 star. We did email previously to let them know we just got married..  they  left roses petals  on he bed and gave us a bottle of champagne, nice start to married life..We must say kids club.. 5 star!!  Our son didn’t want to leave, very friendly very active all smiles , family hotel for sure..Entertainment at night... greatThanks guys !!!!!",Oct,2019,Oct 2019,2019-10-01,2019,5
Jupiter Albufeira Hotel - Family & Fun,Jennifer G,2,Jennifer Gwrote a review Apr 2023,"Stayed here from 29th march till April 7th.Like others have said the Pool is very cold literally freezing. As the days got warmer though it was easier to get in so I'd say in summer months it's perfect.There is lots of loungers and never struggled to get a space at the pool.Hotel gives pool towels which is so handy you can change these daily.Rooms are spotless and big. Beds and really comfy room cleaned daily and fresh towels provided.The food wasn't great. very little variety compared to a 3 star all inclusive we visited last year. I found the food in the 3 star hotel (club mac alcudia) much nicer than jupiter hotel. Food was often cold. We were even served cold chips in the Portuguese restaurant but they were changed for hot ones once I mentioned it to staff.I'm the buffet restaurant Plates were too hot. they are kept under the hot food counter with heat turned up.my son burned his hand on them which he received 1st aid for in the hotel. even for me they were too hot to hold the restaurant manager came to speak to me about what happened to my son I explained plates were too hot 2 other restaurant workers did agree with me they were too hot you literally couldn't hold as they were really hot. The managers reply was English people like hot plates which I thought was extremely rude!the ques for food were also long so you couldn't leave in search of a cold plate as you would loose your place. I made sure to take plates from cold buffet section to avoid using the hot plates.I feel there should be a wider variety of food especially for kids. Also more variety of hot food.Also staff take away food while you are still eating this is very annoying it happened to us alot. fizzy drinks machines often turned off in the outside part of restaurant. For guests sitting outside with young kids it's quite frustrating as you need to go inside to get drinks you come back and your food has been taken away by staff so you need to go back in and que again for food. As a single parent this was very frustrating for me. We were often sat outside as the restaurant was full and I had to make multiple journeys in and out to get food and drinks.The pizza at the snack bar was really nice kids really enjoyed that and mostly ate that for dinner and lunch.The entertainment at night is in the tent outside mini disco followed by a show. they need to put more seating in as not enough tables and chairs for the amout of guests.One of the shows the movie dance one was amazing the rest were OK. Kids loved the bouncy castle which is 6 euro per child.My kids only used kids club once for an hour so no real feed back on that, but the animation team were really good with kids at mini disco and around the pool during the day playing games.The lifts were really busy always full we were on the 4th floor so mostly walked the stairs.I loved albuferia. Zoomarine is a great day out we did 2 days there also spent a day at the old town another day at the beach and another at krazy world.A tip is to download uber for taxis  it's much cheaper. The hotel wanted to charge me 36 euro for a taxi which was 11 euro on uber!the hotel is really good just the food is a bit of a let down if I returned to albuferia I'm not sure I'd stay here again as we always do all inclusive and the hotel is amazing in every other way apart from the food. If the food was to improve I'd definitely return.",Apr,2023,Apr 2023,2023-04-01,2023,3
Jupiter Albufeira Hotel - Family & Fun,Peter A,2,Peter Awrote a review Oct 2019,"lovely hotel in a quiet location. it has really good staff, friendly and good at their jobs, helpful. the rooms are spacious and well kept, perhaps a stocked mini bar would be nice? food is plentiful and breakfast is excellent although queues for dinner can be long, perhaps there should be a timed entry? rooftop bar is nice so try it, have a cocktail. lots of children but not a problem to us 2. the area towards the beach is a bit run down but you can always take a taxi to it , 6 euros, if you dont want to try to get on the hotels free bus which can be a nightmare.. the manager in the a la carte needs to get some manners and allow guests to sit where they like !!!a fab hotel overall and lovely staff xxx",Oct,2019,Oct 2019,2019-10-01,2019,4
Tivoli Carvoeiro Algarve Resort,PamelaTR,138,PamelaTRwrote a review Sep 2021,"When we first walked in, the hotel felt light and bright. Reception moved quickly and we were assigned a room on level 4, one level down from the front desk. At first, we were disappointed that we were given two double beds traveling as a couple but the bellman was quick to guarantee that it would be fixed and he was right it was. The views from the rooms are stunning. The breakfast buffet is plentiful and has something for everyone. The hotel is just a few minute walk from the town center. All in all, we loved our stay.",Sep,2021,Sep 2021,2021-09-01,2021,5
Saccharum,Annemie S,1,Annemie Swrote a review Feb 2016,value for money.bathroom offers limited privacy.breakfast and dinner offer is limited but oke.drinks are well priced.multiple choice with regard pools.correctly price and good hotel shuttle to Funchal.indeed level 5.,Feb,2016,Feb 2016,2016-02-01,2016,4
Villas Barrocal,Manuel L,0,Manuel Lwrote a review Aug 2024,Everything went well! However they have to repair the backgrounds of the drawers that are loose and the air conditioning of one of the 1st floor rooms does not work.This is the review of apartment 212.The service was always impeccable and the restaurant also worked well.,Aug,2024,Aug 2024,2024-08-01,2024,3
Villas Barrocal,Abe A,0,Abe Awrote a review Aug 2023,"Pera is a fantastic little village in the heart of the Central Algarve. During our stay we were able to travel to the beaches, mountains, Vilamoura and Portimao all within 30 minutes or so by car. There are numerous fantastic beaches just a short drive away.The villa was great too, very well equipped and had almost everything we needed for a fantastic stay. The reception staff were always helpful and friendly.The pool and poolside cafe were both excellent too. The pool is very clean and the cafe welcoming.The cleaners came every few days and cleaned our villa for us. A really nice and unexpected treat.Being really picky, the only things we would like to have seen done differently are:WiFi was very slow and sometimes totally unusable. Not a major problem as the 4G was manageable but if you're planning to watch Netflix or do a spot of work then this might be an issue.Maps, it would have been nice to have a map of the site in our guest book so we knew where the amenities were. We were briefly shown a map during check-in but it would have been nice to have one on hand. Also a map of the local village showing the eateries and shops would have been great too. We didn't discover the Pera village market and other little shops until the day we left which is a shame for the local businesses that might have benefitted.Beds - in our villa the beds were VERY firm, the bedsheets too small and the headboards were loose on the wall so they rattled at the slightest movement. It took us 3 or 4 nights to adjust to the firmness. The headboards were fixed by wedging a t-shirt behind the headboard and moving the bed away from the wall slightly. The bedsheets on the double bed kept coming loose and we got tangled in the sheets during the night. Fitted sheets would have been nicer.With all that said, would we stay again? Absolutely - YES! It was a fantastic location, great atmosphere, clean and well run. Thank you to the whole team at Villas Barrocal!",Aug,2023,Aug 2023,2023-08-01,2023,4
1908 Lisboa Hotel,Sniff1988,13,Sniff1988wrote a review Apr 2019,"We stayed at the hotel for 4 nights and were amazed at how good it was. Although a review we had read previously had commented on the area, we felt safe walking around it in the day and at night. The hotel couldn’t have been more convenient for the underground - which is cheap and easy to use- so we could get around, plus Tram 28 goes right outside the hotel! The reception staff were so helpful, taking the time to go through the map and pointing out things to see (they also gave us some helpful tips!) The welcome drink and pastries and port to our room were an added bonus and the breakfast was delicious! We don’t tend to go back to the same places but I think if we went back to Lisbon we would stay here again (there was some building work going on in the square, whilst we were staying so we think this area is up and coming!) Although next to a main road, we had no problems with noise.The actual room itself was perfect for what we needed with a balcony from the bedroom and bathroom. It has been decorated to a high standard. An ideal room to relax in after a day sight seeing and walking up some steep hills!",Apr,2019,Apr 2019,2019-04-01,2019,4
The Boliqueime Inn Hotel,maureen s,12,maureen swrote a review Jul 2014,"5 days  in a chilled  atmosphere were enjoyed here, excellent value, helpful  people, would stay again. this INN ticks the right boxes , the car park is a little narrow in places, and  noise from front of building may possible disrupt your sleep.",Jul,2014,Jul 2014,2014-07-01,2014,5
