hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Vila Gale Nep Kids,Culture17524367894,0,Culture17524367894wrote a review Apr 2024,"The Hotel is for kids, designed for kids, and with kids in their mind… taking this into consideration, it was a very cool and funny experience for my 2 daughters, aged 8 and 6. They had a blast.Special thanks for @TioBolinha, @TioZeca and @TiaAriel, among the remaining team, they made the experience outstanding for the kids.",Apr,2024,Apr 2024,2024-04-01,2024,5
Villas Barrocal,CaptainRed_11,7,CaptainRed_11wrote a review Nov 2012,"We really enjoyed our stay here, excellent value for money. A spacious, clean, fully equipped apartment. Nice pool area, friendly and helpful staff. Nice location in a small, tranquil village, although a car would be advisable. However there is a nice restaurant within walking distance.",Nov,2012,Nov 2012,2012-11-01,2012,4
Jupiter Albufeira Hotel - Family & Fun,Paul E,9,Paul Ewrote a review Oct 2019,"Just got back after a lovely relaxing week at the Jupiter.  Staff great, food great, rooms great, entertainment good and drinks good.  And the but?  Well the dinning hall (Its not a Resturant) is a problem albeit the food as i said is great.  When you arrive at the dinning Hall your room key is scanned and then your are on your own!  First job is to try and find a table, then one of you stays with the table whilst the other one gets their meal; swap places and hopefully you will be eating a warm meal together!  Then you take turns getting the next course in case the table gets cleared and someone jumps in and claims the table... bit stressy to be honest and something that should be fixed both easily and quickly.  Great coffee from the bars but the coffee from the machines in the dinning room, when they work, is a bit meh.The Hotel has a very minimal/contemporary/sharp interior and that is also reflected in the furniture and lack of any art work; we really quite liked the look.  Overall, I would say that this Hotel is a must for families but if you are a couple be reminded that kids are kids so be prepared.  On the positive there is plenty of room around the Adult Pool, good quality beds and immaculately clean; bit chilly (22Degrees) at this time of year though!",Oct,2019,Oct 2019,2019-10-01,2019,3
Belmar Spa & Beach Resort,PhilC49,1,PhilC49wrote a review Jun 2015,"Stayed in a two bedroom apartment in Block B. The standard of this spacious accommodation was excellent – kitchen looked brand new and bathrooms (2) were extremely clean and well appointed.  Twice weekly changing of towels and cleaning by a team of cleaning staff was swift and unobtrusive. The location of the hotel/apartments is excellent being only a 5 minute walk to the nearby lovely beach of Praia de Porto de Mós. Alternatively there are numerous other beaches in the area only a short drive away. Breakfast selection was sufficient though expensive at €52 for a family of 4 – reverted after day 1 to self-catering – visiting each morning the small local supermarket SuperEureka for freshly made croissants and breads. Hotel Bar area was a little sterile – it would have been nice to able to sip cocktails overlooking the beach and sunset rather than the hotel reception area. Didn’t eat in the hotel restaurant, instead visited O António’s on the local beach, O Camilo overlooking Praia do Camilo plus Lagos restaurants. A taxi into Lagos centre at night costs approx. €7 each way. Our taxis were ordered from reception very efficiently and arrived within 5 mins.",Jun,2015,Jun 2015,2015-06-01,2015,4
Belmar Spa & Beach Resort,ColinSmith2,40,ColinSmith2wrote a review Sep 2012,"Stayed for a couple nights on our way along the Algarve, great hotel, very clean and modern. Good location close to the beach, though a five minute drive to town. Make sure you walk along the cliffs between the hotel and town.",Sep,2012,Sep 2012,2012-09-01,2012,4
Jupiter Albufeira Hotel - Family & Fun,Tinkerbell1987,107,Tinkerbell1987wrote a review Jun 2023,"Just back from a recent 2 week family holiday in May and I was honestly so sad to leave this place. It’s honestly amazing for young families. The hotel complex has so much to offer in terms of activities and things to do. The entertainment staff are incredible and so hard working. I cannot fault them, they were excellent with my young 4 year old son.The hotel is clean and spacious and the restaurants are lovely with great selection of food.The hotel is about 35/40 min walk from the old town so my tip for anyone going is to download the Uber app as they arrive so quickly and it’s really cheap compared to the UK fare prices.If I had to be really pernickety and pick faults with the hotel the only negatives I could comment on would be the lifts and the pool temperature. The lifts are very busy at certain times of the day and maybe not enough of them to accommodate the size of the hotel and the guests staying.The pools are lovely and clean but are definitely on the cold side, they could do with being turned up even just a few degrees as I think personally it was too cold for really young children and babies.Having said that it wouldn’t put me off staying here again and I hope to visit again in the future.",Jun,2023,Jun 2023,2023-06-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,am4193,0,am4193wrote a review Apr 2023,"We loved every moment of our visit to the Jupiter Hotel. The staff and Portuguese people we met were all very helpful and friendly and could not do enough for us. We had 7 days of sunshine and the temperatures were around 22-25 degrees during the day which allowed many hours of fun for our children on the water slides and pools. The water slides are great feature and we all had great fun on them. Our boys also loved the football pitch and played football during the day and in to the evenings. The pool areas are great for adults and kids and have splash areas and slides for younger kids as well as the main water slides. The main pool has a swim up bar which is great, there is also a snack bar which is self service and you can pour your own drinks. You could always find sun loungers available at any time of the day which was great as we believe the hotel was 90% occupied at the time. The hotel also has a separate quiet pool which is fantastic if you want to chill out, we found this a lovely area and there was always sun loungers available at any time of the day.The food and service throughout our stay was fantastic and we always had a good meal with plenty of choice at the buffet. The AI bar and the rooftop bars were also very good and we loved going up to the rooftop bar to watch the sun setting. We never really encountered any ques at the bar and even if there was a few people in front of you, normally you were served within a couple of minutes as the hotel had plenty of staff at each bar. The entertainment at night was good as well, normally having discos etc... for younger children. They have a kids club during the day as well and there is always things happening for the children at the pools.This was a fantastic family holiday and we cant wait to come back!",Apr,2023,Apr 2023,2023-04-01,2023,5
Vila Gale Nep Kids,Tour58232432273,0,Tour58232432273wrote a review Aug 2025,"I really liked the animators and entertainments.The hotel is fantastic, but I would like the hotel to give for people over 12.",Aug,2025,Aug 2025,2025-08-01,2025,4
Lisbon Destination Hostel,richards_jenna,1,richards_jennawrote a review Sep 2015,The most welcoming Hostel that feels like a home. They provide so many fantastic day trips&local experiences such as traditional Fado nights&meals prepared by a Portuguese chef. Would recommend to anyone,Sep,2015,Sep 2015,2015-09-01,2015,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Cathy,0,Cathywrote a review May 2023,"The garden is absolutely stunning and once inside you literally feel like u are inside an oasis , tranquility with a touch of luxury!  The staff are discreet and professional. The hotel is filled with treasures. Special thanks for the manager Christelle Penven for her attention to details and politeness.",May,2023,May 2023,2023-05-01,2023,5
