hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,SarahWilsher,3,SarahWilsherwrote a review Oct 2020,"We stayed here for a week starting 3rd October 2020 and we had a lovely holiday! We agree with other reviews that there is a few things missing that make this hotel 5* but we still enjoyed our stay. We feel it was worth the money we paid. The major downside was the cold pools, our baby loves the water but he just screamed every time we tried to put him in. Also the roof top bar was shut for maintenance which was disappointing. The tea and coffee isn’t replaced in the room room which disappointed us. Also just a little thing but I love a dressing gown and slippers in a hotel room which was also a bit disappointing! However we loved everything else! The food was nice, staff friendly, free shuttle bus which was full so they came back for us which was so kind! I think this hotel is amazing for older children there’s so much going on to keep them entertained. The a la carte restaurant was our favourite part, the food was gorgeous! Overall we would stay here again!",Oct,2020,Oct 2020,2020-10-01,2020,4
Hotel Madeira,Gina R,5,Gina Rwrote a review Apr 2015,"excellent clean hotel lovely staff very well presented all helpful ,great roof top terrace with cheap good food and drink well impressed .Location perfect right in centre no need for taxis as you can walk everywhereD RUDGE",Apr,2015,Apr 2015,2015-04-01,2015,5
Jupiter Albufeira Hotel - Family & Fun,Denzel,0,Denzelwrote a review Oct 3,"Excellent hotel for young families looking for good food, entertainment, location, safety and friendliness. The staff here are a credit to the hotel, forever helpful, friendly and polite.",Oct,2025,Oct 2025,2025-10-01,2025,5
Saccharum,Nabiha N,45,Nabiha Nwrote a review Feb 2017,"This hotel has a lot to offer that includes a game room, infinity pool/multiple rooms and spa. We were a little surprised with the open walk-in shower. Just check the room before you book it.  We didn't like the  buffet dinner. The food was below average and there weren't a lot of meat dishes only had duck when we were dining. Dessert counter was acceptable standard. We felt like we got more out of €39 in other places.",Feb,2017,Feb 2017,2017-02-01,2017,4
Jupiter Albufeira Hotel - Family & Fun,triciarank,1,triciarankwrote a review Aug 2023,"me,my husband and my 2 boys ages 6 and 12 are just home yesterday we had an amzaing 9 day holiday i honestly cant fault anything at all there was something for eveyone to do we definitely will be  back",Aug,2023,Aug 2023,2023-08-01,2023,1
Jupiter Albufeira Hotel - Family & Fun,ann s,0,ann swrote a review May 2025,"The hotel is close to evrything . Verry clean rooms , good view . The food is delicious and lost of choice . Staff is so friendly and helpfull . We will for sure Come back ! It is for sure worth his 5 stars. Also clean Pools a lot of activities, Child friendly",May,2025,May 2025,2025-05-01,2025,5
Hotel Madeira,Julie B,2,Julie Bwrote a review Feb 2017,Great central friendly hotel - within walking distance to harbour & restaurants. The hotel is very clean with a great rooftop bar with lovely views. Lots of comments regarding the breakfast - we had no problems there was a good range of both cooked & continental. Our only small disappointment was there was no tea/ coffee making facilities in the room - but that said we would definitely stay again! Big thank you to the staff for being so welcoming!,Feb,2017,Feb 2017,2017-02-01,2017,4
Jupiter Albufeira Hotel - Family & Fun,Michelle n,6,Michelle nwrote a review Jun 2025,"Spotless hotel, food good and selection good. Kid clubs great, Staff lovely but have to rate 3 star due to undersupported reception. On average took 10-20 mins to speak with someone on reception about a query or to book restaurant. Waited one day for 35 minutes. Staff trying their best but it gets annoying after a day or two. No one answers phone. They should have a dedicated person for queries or taxi bookings as hold up seemed to happen when people were checking in.",Jun,2025,Jun 2025,2025-06-01,2025,3
Quinta Mirabela,shererazade,7,shererazadewrote a review Apr 2013,"wonderful location halfway up Monte, great to watch the men in baskets running down the hill! The hotel has regular buses in to Funchal which is great. Wonderful design hotel. My husband and I are probably younger than most visitors to Madeira so looking for an up to date hotel was not easy in the slightest. This hotel ticked all the boxes for us. It was a boutique hotel, the staff were so helpful and utterly charming they could not do enough for you. Wonderful. The food was good, decent selection at breakfast. It was the rooms which was the clincher for us. After staying in hotels that really needed a spruce up, this was such a delight. Wonderfully modern and well designed rooms. We felt right at home. Our room overlooked the bay of Funchal and the sparkling pool, we had a terrace which was lovely to have a drink and watch the boats come in. Absolutely wonderful and we will be back very soon.",Apr,2013,Apr 2013,2013-04-01,2013,5
The Boliqueime Inn Hotel,Sindy7,184,Sindy7wrote a review Sep 2017,"Staying in a villa locally & the owners had rcommended this place for lunch. Portuguese feel to,it tho many of the staff appear to be English. Pre,lunch drinks in a big and airy bar area. The restaurant itself was a disappointment, we were sat at a table butting up to a peeling column of wall, with no feeling of space or view at all. Why do restaurants even have table like that?So, although the food & service were good - lovely prawn & avocado starter, good roast lamb dinner, with all the trimmings & nice puddings, for me the whole experience was spoilt by the poor table.There's a good,chance we will be repeat visitors to this area but not sure if we'll be repeat visitors to this restaurant if the dining room isn't improved.",Sep,2017,Sep 2017,2017-09-01,2017,2
