hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Mayer Apartments,cindy s,1,cindy swrote a review Jul 2012,"we have just stayed here in a two bed apartment for a week and are now planning a return visit. Jan,Adrain and Laura were very friendly and helpful nothing was too much trouble for them. The apartment was spacious,clean and well equipped with views out over the beach and sea. They are right next to the beach,cafe's and bars. There is also a lovely pool area which is perfect for everyone. we would highly recommend these apartments and we are looking forward to staying there again very soon.",Jul,2012,Jul 2012,2012-07-01,2012,5
Hotel Madeira,Ian D,5,Ian Dwrote a review Dec 2015,"Wonderful hotel location, staff, clean rooms, roof top bar and pool with great views over Funchal all made for a great stay We stayed in July the weather was wonderful our room was on the top floor with a balcony facing the park no noise for us we closed the balcony doors and put on the air con great nights sleep the whole two weeks.",Dec,2015,Dec 2015,2015-12-01,2015,5
Jupiter Albufeira Hotel - Family & Fun,mcallistermark,1,mcallistermarkwrote a review Jul 2023,We arrived with a young child (14 months) and had a great 5 night stay. The place is so clean and the service from the staff is fantastic.The all inclusive buffet option was great for the kids however it wouldn’t be restaurant quality but it’s definitely eatable.Great atmosphere about the hotel so would definitely return.,Jul,2023,Jul 2023,2023-07-01,2023,3
Villas Barrocal,GrandTour49546180347,0,GrandTour49546180347wrote a review Aug 2023,"For giving a grade I give it an 8.Cleaning needs to be improved, hair all over the house. The house itself is very comfortable.We stayed for two days, we must bear in mind that they do not change towels or make beds.",Aug,2023,Aug 2023,2023-08-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,marycM748II,1,marycM748IIwrote a review Oct 2019,"Had a brilliant holiday. Extremely large, comfortable room kept spotless by a hardworking cleaner. Food good and plentiful (not very hot though at times). Lots of space and loungers at the poolside. Amazing rooftop terrace bar, on the 10th floor so view was spectacular. Staff friendly and helpful.",Oct,2019,Oct 2019,2019-10-01,2019,5
Jupiter Albufeira Hotel - Family & Fun,Gh28,1,Gh28wrote a review Oct 2024,"Cant fault the hotel of staff, all as expected, rooms were very spacious and cleaned daily, mini bar stocked every day only if you book direct with hotel, would have thought this was for all guests as 5* hotel. Food was good, the Brazilian restaurant tarbena was excellent, pools were a tad cold but once in it was fine.",Oct,2024,Oct 2024,2024-10-01,2024,3
Belmar Spa & Beach Resort,dazpark8265,0,dazpark8265wrote a review May 2023,"Great resort, very close to the beach. We have stayed here many times and keep coming back for a reason.  Very quiet, spacious rooms.  The only thing that needs to be improved is the spa area. Without fail, nothing seems to work properly when we have been there.  Jacuzzi not very warm, jets are not working, dry sauna was out for half our stay. The towel situation needs to be resolved. They only give you one towel per person for the stay. These don't even fully cover a lounge chair and they will not give you another. On checkout, you had better make sure you brought your towels back to the spa to get your towel cards back or you will be charged. Not sure why the towels get treated like they are made out of gold.  We travel around the world and have never had a nice resort do similar. Other than that, everything was great and we will be back.",May,2023,May 2023,2023-05-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,Perret Jeremy,0,Perret Jeremywrote a review Aug 2025,"I currently reside at Jupiter Albufeira Hotel - Family & Fun and am extremely disappointed. The hotel is overcrowded, crowded everywhere, making the stay stressful instead of pleasant.Even with the “Plus” formula, which is very expensive, not all drinks are included and some are still extra, which is really abusive.The common areas are in an unacceptable state: extremely dirty and poorly maintained. The staff is unpleasant and the organization is catastrophic: we had booked a restaurant the day before, but the reservation was not even recorded, and we were simply told the same day that there was no reservation. As for the rooms, they are not made when we leave around 11am, and you have to call around 5pm to claim the cleaning, which is totally unacceptable for a so-called 5-star hotel.In short, I am in the middle of my stay and I already regret my choice: exorbitant price, questionable cleanliness, non-existent organization, unkind staff and services very far from promises. This hotel has 5 stars, but it definitely does not deserve them.",Aug,2025,Aug 2025,2025-08-01,2025,2
Holiday Inn Express Lisbon - Oeiras By IHG,ignatius_sc,115,ignatius_scwrote a review Dec 2023,"Very good hotel on the outskirts of Lisbon. It has supermarkets and a shopping center next door. Cozy, modern and very clean rooms. Correct breakfast. Very good machine coffee. Free parking. I don't know if there will be public transportation nearby, not the metro. Better to move by car.",Dec,2023,Dec 2023,2023-12-01,2023,4
1908 Lisboa Hotel,Arnold L,115,Arnold Lwrote a review Sep 2017,"This Hotel is situation about 15 minutes from the airport by cab, a 15 Euro ride and is located on the edge of the old Red Light district. Its about a 15 minute walk from here to the main harbour area and 20 minute walk to the bus station for all of the main tour busses. In our view quite central. You do have to walk through the China District to get into downtown but we were happy to do that. Staff are wonderful, helpful, happy to assist in any way possible. The rooms look out on either the avenue or the small piazza as the hotel is on a corner. we had a third floor room, quite small but quiet, away from the lift and not at all noisy. The view of the Avenue was really nothing to look at but this was a walking weekend to see the city and we found the room and hotel location to be fine. The hotel provides air conditioned rooms with coffee making facilities, lovely showers and super bedding and beds so we were very comfortable. We booked through Secret Escapes and were happy with the price which included breakfast and was about 120 pounds per night for the room and breakfast. Included is free wi fi and a smart phone with apps to get you around the city and 30 minutes free calling time on it. A really useful bit of equipment with google maps etc etc. so in my view a perfect get away hotel and we will definitely be back to stay. One other tip if you are staying longer than 3/4 days I think it would be worth paying for a larger room and give a bit more space as there is not a lot of hanging area in the smaller rooms. we loved it.",Sep,2017,Sep 2017,2017-09-01,2017,4
