hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Ricardo Maia,10,Ricardo Maiawrote a review Sep 2023,"Hotel unit with plenty of variety in terms of entertainment and meals.Very helpful and attentive staff.Good location, just a few minutes from several beaches (although there is also a hotel shuttle).",Sep,2023,Sep 2023,2023-09-01,2023,4
Jupiter Albufeira Hotel - Family & Fun,dzap2022,0,dzap2022wrote a review Oct 2022,This was our first trip to both Portugal and this hotel. We couldn’t fault anything from start to finish. We only wished we had now booked for longer. The selection of different foods each night was a nice thing to have. Trying new foods most nights. The snack bar was a lovely touch with it being help yourself with a nice selection of things inside.,Oct,2022,Oct 2022,2022-10-01,2022,5
Belmar Spa & Beach Resort,Agnieszka K,13,Agnieszka Kwrote a review Jul 2015,"Its already second time for me and my family spending beautiful holidays in Belmar hotel. Big apartaments, 2 bedroom, 2 bathrooms, perfect kitchen. Very good breakfast. Hotel restaurant is also light and delicious. Good place for people who doesnt like crowd.Free parking under the hotel makes life very easy. I would recommend to rent a car to go and see best beaches or to make shopping in Lidl or Intermarche.",Jul,2015,Jul 2015,2015-07-01,2015,5
Belmar Spa & Beach Resort,grahamscurtis,7,grahamscurtiswrote a review Jan 2012,We very rarely write reports on our holidays but have to recommend the Belmar resort.this was a quiet time of the year in January and we were very lucky with the weather.The entire staff were very helpful from the front desk to the restaurant and reservations and they did everything to make us feel special for the week.Thanks to Paula and her staff.....We will be back and have already recommended it to friends,Jan,2012,Jan 2012,2012-01-01,2012,5
Herdade Da Matinha,Crazy for nature,31,Crazy for naturewrote a review Jun 2020,"Great place with amazing people. Under the current pandemia this place made me forget about the world for a couple of days. Alentejo and coast at its best. Even more extraordinary because of the people that work there, 5 stars. The food amazing, the nature amazing, the peace over the top ...... magical",Jun,2020,Jun 2020,2020-06-01,2020,5
Jupiter Albufeira Hotel - Family & Fun,Steven D,5,Steven Dwrote a review Aug 2023,"This family (2+1) trip was amazing thanks to care and dedication of the hotel team.  Always helping with a smile.Our excellent room was available on our arrival at 11am which was a great bonus, allowing us to start our holiday straight away.The food in the main restaurant was always fresh and there was an excellent selection, we also had a night in the a la carte restaurant - which was very good.There is a bus shuttle service provided with a regular schedule to Albufeira old town - we didn't get a chance to try as our son was more than happy to stay in the pool and water slides.Would we recommend - a big yes and we will look to stay here again if we visit Albufeira in future.Thanks again to the hotel team",Aug,2023,Aug 2023,2023-08-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,Aimee F,2,Aimee Fwrote a review Aug 2023,"If you have kids this place is awesome!My critique is that I barely got to spend time with my child as she begged for kids club, they treat the children like royalty.There was a jet 2 rep on site who couldn’t do more for us.I’m always wary about using taxis abroad and the hotel have a company they use, you pay reception and they organise meaning we had peace of mind for car seats etc.Shuttles to zoomarine were timely and well organised.Everywhere was spotless, there was always staff cleaning.Food was a decent selection, I have a very fussy child and the pasta/pizza bar were more than happy to make sure to whip her up something she could eat.You will not go hungry, poolside burgers every day in between meals! Drink selection also good, had plenty of cocktails.We are thinking on returning next year as our daughter just loved the entertainment squad. After each show they come down to let the children take pictures and they were all so kind and enthusiastic to each and every one.",Aug,2023,Aug 2023,2023-08-01,2023,5
Tivoli Carvoeiro Algarve Resort,Edouardbotton,0,Edouardbottonwrote a review May 2024,Very pleasant stay at the Tivoli Carvoeiro hotel. The breakfast is sumptuous and the staff very kind. I highly recommend for an exceptional vacation in the Algarve.,May,2024,May 2024,2024-05-01,2024,5
Belmar Spa & Beach Resort,Boris G,45,Boris Gwrote a review Oct 2014,"We chose Belmar because of the good rating at Tripadvisor and we did not get disappointed. Moreover we were really surprised about the very good facilities and the good service. There three swimming pools (2 outside, 1 inside), one steam bath and one sauna. The water temperature of the swimming pools is perfect! The apartments are well equipped with a good kitchen. WiFi and parking space is for free. Only the breakfast was rather standard and not that spectacular.",Oct,2014,Oct 2014,2014-10-01,2014,4
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Mario G,40,Mario Gwrote a review Jul 2024,"Great hotel, great location, just not prepared for people with difficulty climbing / descending stairs! Breakfast (breakfast) excellent, very good restaurant. Airy rooms, clear, clean. Friendly and collaborative staff.",Jul,2024,Jul 2024,2024-07-01,2024,5
The Boliqueime Inn Hotel,algarveman,9,algarvemanwrote a review Jan 2017,"Went here for Sunday Lunch could not fault the service or the Lunch was great was 5 of us so we booked for 1 oclock the food is great no faults at all, and the service excellent as well and for €8 for main is brill will be going again.",Jan,2017,Jan 2017,2017-01-01,2017,5
Lisbon Destination Hostel,ImEmmanuel_M,0,ImEmmanuel_Mwrote a review Nov 2016,"Amazing Hostel with great people and processes to help travelers get the best experience. The Sintra Tour was the best because Ana, our guide was so knowledgeable and a great person to be around. She drove us to Sintra and gave an initial explanation of the town. We were then taken to a wine, meat and cheese tasting all from the local area. Ana then gave us options of the best places to visit because of the time constraints and My group chose the Palace, which was amazing.  We were then given lunch and dropped off with an hour and a half to explore our perspective area. After we were picked up and taken to the most western point of Europe to watch the most amazing sunset and scenery. Finally as we traveled back we were further enlightened about where we were and taken to the beach which was truly extraordinary.- Thank you Ana and thank you Destination Hostels!",Nov,2016,Nov 2016,2016-11-01,2016,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,J H,25,J Hwrote a review Dec 2016,"The hotel is small, but with an attentive staff ready to address any needs or concerns.  The room was spacious and comfortable.  Breakfast was a delight.  A full menu with excellent staff in a very comfortable spot.  The location was also excellent.  On Avenida da Liberdade it is within easy walking distance of the historic downtown.",Dec,2016,Dec 2016,2016-12-01,2016,4
Casas do Porto - Ribeira Apartments,Scottt2052014,33,Scottt2052014wrote a review Feb 2017,"Stayed in a studio apartment...it was cozy, clean and had everything I needed. Rui & Olivia were quick to answer any of the questions I had before my arrival. Barbara was there to meet me and shared lots of information to get me acquainted with the apartment and the city. She popped in a few times during my stay just to make sure I everything was good. Couldn't have asked for a better location -- everything I wanted to do and see was in easy walking distance, and there are great restaurants all around the neighborhood.My departing flight left too early for me to use the metro, so Barbara set up a taxi to pick me up at the hotel and deliver me to the airport. The taxi arrived on time and got me to the airport quickly. The driver was professional and the taxi was clean. No fuss, no muss...well worth the 25 euro.Can't wait to return to Porto and will definitely try to book a stay at Casas du Porto!",Feb,2017,Feb 2017,2017-02-01,2017,5
Grand Muthu Forte Do Vale,Darren H,1,Darren Hwrote a review Apr 2025,"Great hotel.....great food, drinks and service.  Leo on the pool bar was absolutely amazing and deserves all of the credit for the service out there......and so happy as well.  Credit to MGM and the whole company.  When holidaying in Albufeira we always come back to this hotel, as it is perfect location  for Old Town, The Strip and a gorgeous beach.....recommended",Apr,2025,Apr 2025,2025-04-01,2025,5
Dixo's Oporto Hostel,Grayden_Bartlett,1,Grayden_Bartlettwrote a review Apr 2013,"I used to live in Europe and have travelled to nearly every country staying in hostels, this one is the best! You have proper beds, great location and amazing staff! Such a 'homely feel' with Pedro and Joana really looking after you with tours, pub crawls and even great hostel family dinners.One day my mate was sick and asked where he could get to a doctor, instead of giving directions, Pedro and Joana's father picked him up and took him to their family doctor where he skipped waiting around for an appointment and was treated. Not only are the facilities great, more importantly the people are too!",Apr,2013,Apr 2013,2013-04-01,2013,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Joy M,47,Joy Mwrote a review Oct 2018,"From the moment we arrived we were treated like a special guest. Excellent dinner recommendations, helped up plan out time, purchasing train tickets for our next leg. Breakfast and bar area beautiful.",Oct,2018,Oct 2018,2018-10-01,2018,5
Sol da Vila,cristianafjc,0,cristianafjcwrote a review Oct 2023,"My boyfriend and I slept here for 2 nights and we loved it. The receptionist was very friendly and helpful.As for the site itself, very good. It has several patios where you can enjoy the view, all of which are very pleasant. There is also a place outside where you can hang clothes. There are several options, from rooms to apartments of various types.Our room was very cozy, bed comfortable. All the best.On our next visit to Vila Nova de Milfontes, this is where we will stay.",Oct,2023,Oct 2023,2023-10-01,2023,5
Independente Principe Real,Luisella P,94,Luisella Pwrote a review Jan 2016,"Not to be recommendedIt is supposed to be vintage, it only succeeds in being shabbyFurniture is old and scruffy, armchairs dirtyIncredibly noisy as it does not have double glazing and is on a very busy, cobbled streetAnd expensive for what it is: a little less than 100 euros for a double room including breakfast",Jan,2016,Jan 2016,2016-01-01,2016,2
"Reid's Palace, A Belmond Hotel, Madeira",Sue B,0,Sue Bwrote a review Apr 2025,"Outstanding Hotel! Beautiful setting and amazing interior, gardens and facilities. Family friendly and the staff are amazing from the Spa to the pool to Reception and so much more. The pool restaurant was a firm favourite with my family.",Apr,2025,Apr 2025,2025-04-01,2025,5
Vila Galé Albacora,P-K1999,56,P-K1999wrote a review Oct 2012,"We stayed here about 4 years ago, have never returned to anywhere ever before, but in need of a total chill out holiday due to a recent family bereavement we decided we would go back. It proved to be an excellent decision, as we were familiar with the area and the hotel so didn't feel the need to do any local exploring. The hotel was much the same as previously, ideal for a relaxing couples holiday, our favourite cocktails barman was still there and still offered a fantastic service. We could see the change in the service industry in Portugal since we last visited, in that the rooms were cleaned throughout the day rather than first thing which seemed to bother some people but really as long as it's cleaned each day does it matter when. It is remote to the point of there being NO bars, shops, restuarants, cafes within the immediate vicinity but that for us is its huge attraction, it is so peaceful. Unlike some reviewers we didn't feel the need for a car, the hotel bus takes you into town & back for free and if the returns are not late enough a taxi is cheap enough but the fact that you are in a nature resort there is so much to see walking near the wetlands and directly behind the hotel is a fabulous small beach again ideal for a relaxing walk. There is also a boat (small extra charge) that takes you to the adjacent island where there are many beach bars and restaurants. The rooms are a little dated in decor but we feel that is part of the hotel's charm rather than that being a negative point and they are cleaned to a high standard which is surely the important factor. Breakfasts are varied in choice (our first morning was a Sunday - don't be put off by the weekends as the hotel attracts many locals on short stay so it can be rather frantic) we ate many lunches from the bar, reasonable choice and price and we had dinner 3 nights choosing the buffet one evening which was ok, not fantastic but plenty of choice and decent quality, and a la carte a couple of times which was good quality food with classy presentaton for the same cost as you would expect to pay in the UK. Having returned a second time and not been disappointed we will not leave it 4 years before we visit again.",Oct,2012,Oct 2012,2012-10-01,2012,4
Quinta do Furão,Corneliathegoat,8,Corneliathegoatwrote a review Feb 2018,"Very helpful staff, nice room with balcony and a huge bath with masses of instant hot water, beautiful views, good breakfast and plenty of facilities.  My only gripes were that I couldn't find the wifi code in my room, and fried tomatoes to go with the bacon would have been a bonus.",Feb,2018,Feb 2018,2018-02-01,2018,4
Pensao Residencial Setubalense,philr1911,75,philr1911wrote a review Jul 2015,"We spent 7 nights at this hotel while visiting Lisbon for NOS Alive festival.  The hotel is located on the main street in Belem, within five minutes walk of all the attractions of Belem whilst well located for tram and train into town.The rooms are basic, clean and comfortable and for somewhere located in the hub of a major tourist area, our room was incredibly quiet.The staff are friendly and welcoming too.",Jul,2015,Jul 2015,2015-07-01,2015,5
PortoBay Liberdade,Emma C,14,Emma Cwrote a review Aug 2015,"Porto Bay lead the way in the hotel business as far as we are concerned. Their attention to detail is superb in all areas.The Lisbon hotel is no different to the others we have stayed in. From the moment Adrianne checked us in, we were made to feel very welcome. She pointed out places to go and things to do around the city and offered us a personal tour of the hotel.Our room had a wonderfully comfortable bed and the best hotel hairdryer we have ever found; not one of those pathetic small ones in the bathroom but a proper one! The shower provided great pressure from the huge waterfall head.Other reception staff were equally helpful in the recommendation of restaurants and were persistent in their attempts to book what we wanted, making numerous phone calls on our behalf.The bar offers a huge range of drinks but what made it stand out from others was the willingness of one staff member to explain to us and another couple about the gin and tonic combinations available. Who knew that there were so many flavour options and which would compliment each gin!We had breakfast each morning on the terrace and there was a decent selection of hot and cold options. Coffee was a little slow in being delivered to the table each morning but it was freshly brewed and there were various juices to fill the gap.We will definitely stay there again.",Aug,2015,Aug 2015,2015-08-01,2015,4
Casa Pinto,João B,0,João Bwrote a review Sep 2015,"Casa Pinto is beautifully decorated. Each of the five rooms has a theme based on old Portuguese colonies. It's a tiny, adorable place, right in the heart of Monsaraz. The staff was friendly and helpful. The bed was very comfortable. The ideal location for couples. The only downside was the WiFi signal, which was very weak, but that is caused by the thick stone walls. Absolutely recommend it.",Sep,2015,Sep 2015,2015-09-01,2015,4
Tivoli Carvoeiro Algarve Resort,babybolinder,9,babybolinderwrote a review Sep 2016,"Rooms are tired, but clean and comfortable. The staff are all very helpful friendly and efficient.  We would recommend this hotel and location to friends and would come again. All in all a very enjoyable holiday.",Sep,2016,Sep 2016,2016-09-01,2016,4
"Reid's Palace, A Belmond Hotel, Madeira",Edward P,42,Edward Pwrote a review Aug 2016,"Reids is a difficult one to assess. Some bits are excellent others are very disappointing but, over all, I would say our experience was three star. The worst thing for my wife and I was that we went for a quiet break due to having read reviews on Tripadvisor about the hotel having an older client demographic with not many kids as guests. However, do not be mislead! Reids are now actively encouraging families by offering large discounts for children. As a consequence there are now many loud children particularly in the pool areas. The best thing was the food and (generally) service. I will review the individual pros and cons below:Pros.1. Service - the reception, house keeping and, particularly, staff in the Williams restaurant and the Villa Cipriani are fantastic (but see other comments on concierge desk below). Also it was my birthday whilst we were there and I was brought a little cake at the Villa Cipriani and, on our return to our room, we were treated to a bottle of fizz and some lovely flowers - all uninstigated - a very nice touch thank you.2. Food - the Williams restaurant and the Villa Cipriani restaurant are absolutely fantastic with great views and lovely friendly and helpful staff - absolutely five stars in this respect.3. Situation - if you get the right room the views are fantastic and it is only a short walk into the centre of Funchal.4. Grounds - not as extensive as portrayed on the website but beautiful and certainly worth taking the exceptionally well guided tour (free) by the resident botanist.5. Wifi - excellent and reliable - even picked up wifi on a boat as we sailed past the hotel!Cons.1. Kids - if you are a family then fantastic for you. If you are a couple seeking a quiet break then forget it! One of the two upper level pools is over run with screaming kids and unless you get a sun lounger in another part of the grounds away from the pool you will get no peace (failing that take some earphones!).2. Pool area - there is another small salt water pool at sea level but with not many sun loungers if you wish to get away from the kids a bit. However, there is a problem with people reserving loungers with towels something that I have an inkling the pool staff may be taking tips to do! Consequently it can be difficult if arriving later in the day to get a lounger away from the screaming kids. The main pool on the upper level is lovely but salt water whereas the smaller pool on the same level is fresh water but over run by kids and their inflatable toys! There is a no running and diving policy but this was not enforced and the kids and some adults were diving in and running round the pools playing ball games and using a plethora of inflatable toys. Please Reids try to enforce the rules and ban inflatables - it is so Butlins!3. Gym - woefully inadequate for a five star hotel of this size. We visited the Cliff Bay nearby and the gym was much better. At Reids there are no free weights bar a set of dumb bells that only go up to 10 kg. The upper body weights machines are very limited (three in total as I remember) and there are only about four cardiovascular machines. Changing rooms are nice but do not seem air conditioned like the gym so you tend to be sweating again by the time you have showered!4. Rooms and hotel structure. We had booked the top level of room with a sea view. The only rooms better than these are suites. We were actually upgraded to a suite on arrival but, whilst the room was definitely five star, the view was terrible looking out at the cliff opposite, the Villa Cipriani terrace (wave to the diners!), the car park and a busy road frequented by early morning revellers only about 20 metres away. Oh - we did get a bit of sea in terms of the cove next to the hotel. However, this is not what we paid for in terms of view so I insisted that we be moved. The staff were initially not optmistic stating that the hotel was near capacity. However, after a phone call to our rep, we were, the next evening, moved to a room with fantastic views and a deluxe room which is what we had ordered. However, I have to say that the room itself (remember this is the highest standard of room bar the suites) was at best four star. In fact the bathroom was distinctly three star with only an over bath shower and no extractor except for a pole with which you opened a tiny turret-style window high up in the bathroom. The balcony was also tiny (put it this way, I had one twice the size on a Queen Elizabeth cruise last year). So a little disappointing here. Worse still was the proximity of the room to the pool and facilities. It was a 5-10 min walk for two fit individuals via a combination of stairways, lifts, and extensive corridors to get to the pool - frankly ridiculous and probably impossible for the less able bodied. In addition most of the corridors were not air conditioned and in considerable need of re-carpeting and re-decorating.5. Concierge desk - probably the only major let down in terms of service. We struggled to extract information about the courtesy bus into Funchal being told initially that there was no such bus. Some of this may have been due to a language barrier but, for goodness sake Reids, you have a lot of English-speaking guests, put someone with better command of the language on the concierge desk. The staff also failed to turn up on time to help us down when leaving with our luggage - I ended up carrying two heavy suitcases down a flight of stairs and into a tiny lift (perhaps this is why so few weights are needed in the gym?).6. Dogs in rooms - I am not sure whether this is regular hotel policy but we definitely heard two or more dogs barking in one of the level 8 rooms. Not really a five star expectation!",Aug,2016,Aug 2016,2016-08-01,2016,3
Hotel Imperio do Norte,carmoafonso,22,carmoafonsowrote a review May 2024,"Hotel well located, central, in the village of Ponte de Lima.I loved the view from the room, it was wonderful for me! The cleaning of the room and all areas was impeccable, with panache.Complete breakfast with quality products.It is worth mentioning the friendliness and professionalism of all employees.We tried the Hotel's restaurant, Tasca Caribe, I recommend the monkfish rice, delicious.I recommend it to anyone looking for a simple, clean, comfortable hotel with friendly service.",May,2024,May 2024,2024-05-01,2024,5
Dream Chiado,Ken T,1,Ken Twrote a review Nov 2017,"Quaint Apt well equipped in the heart of everything.  A tremendous value...can't say enough positive things.  Personable hosts...historic outside modern, bright inside. Stay here, don't look elsewhere.  Don't let the somewhat drab outside deter you.  This is the place to say.  Seldom write a review but this place was perfect.  Walking distance to just about everything as apartments were in one of the best districts in the city",Nov,2017,Nov 2017,2017-11-01,2017,5
"Reid's Palace, A Belmond Hotel, Madeira",Natalie G,3,Natalie Gwrote a review Jul 2022,"Visited for afternoon tea. You’re paying for the view & history. Service ok, not pretentious, but lacked attention to detail. Really catering for volume of people vs culinary expertise.Quality of food disappointing & lacked finesse. If you’re a foodie, would not recommend. Sandwiches were soft, fillings tasted the same. Pastries were dry & nothing to write home about. Conclusion, great view, average afternoon tea.",Jul,2022,Jul 2022,2022-07-01,2022,2
Torel Palace Porto,gabriel m,0,gabriel mwrote a review May 2024,"This hotel is like an oasis of hospitality on Portuguese soil, where every detail is carefully woven to create a memorable experience. From the warm welcome to the comfortable rooms with stunning views, it is clear that care and attention to detail are at the heart of this establishment. With its enchanting fusion of tradition and modernity, this hotel not only offers luxurious accommodation but also a true dive into rich culture. A stay here is more than just a trip, it's a journey",May,2024,May 2024,2024-05-01,2024,5
Tivoli Carvoeiro Algarve Resort,Alan G,1,Alan Gwrote a review May 2016,"Very comfortable and enjoyable stay. Staff very efficient and friendly. Good choice at breakfast. Great bar terrace for a drink and to take in the view. Good location to walk into town and access the bars and restaurants. The Outsiders worth seeing at Brady's bar. Great ice cream parlour near the small sandy beach. Good restaurants include Onze, Ele & Ela and Jota Lita.",May,2016,May 2016,2016-05-01,2016,5
Royal Savoy Hotel,Andy 10,36,Andy 10wrote a review Oct 2012,"Very nice place to stay in. The rooms are good. The pools are good and the view is amazing! Most of the staff are friendly, although they are currently very stretched! The hotel is working on a skeleton crew (we were told that they have got rid of quite a lot of staff)! We did not have any problems checking into our rooms (hence the high rating) but overheard people complaining that their rooms were not ready yet (at 4.15pm). Food and drinks are not cheap especially when there are plenty of nice pub and restaurants around. WiFi is not very reliable too. BUT ignoring all these, its definitely worth going!!",Oct,2012,Oct 2012,2012-10-01,2012,4
Dream Chiado,pueppy_anna,1,pueppy_annawrote a review Aug 2018,"The Apartment was very well equiped with a little kitchen, enough space and a little balcony with a nice view on lisbon. Big bathroom with a big shower. Cleaning service every day, also very good coffee and tea for free. Air condition worked very well and silent. We felt very welcomed and comfortable. The staff is very friendly and even waited for us for check in after 10 pm! Perfect! Thank you.",Aug,2018,Aug 2018,2018-08-01,2018,5
Crowne Plaza Vilamoura,SnowdonIasep15,2,SnowdonIasep15wrote a review Jun 2016,"Hotel was welll set out lots of room although the golfers seem to be prominent.  The room was spacious and clean lines. Shock on arrival as bathroom is glass however discovered that there is a blind, panic over! Reception were helpful, bar staff and restaurant staff too.  We ate in buffet twice which was good Portuguese food. My only slight issues were that before 9.30 am the pool beds next to pool were taken, towels laid out etc. also on last day if you want a shower when room is handed over you must pay to use shower in spa 5 euro unless you want to use the pool side which I found stifling hot and uncomfortable. To note the beach facilities at O Retiro has showers 1 euro for 4 minutes. Overall a lovely stay and would return .",Jun,2016,Jun 2016,2016-06-01,2016,3
Hotel Gat Rossio,PierreBeLg,30,PierreBeLgwrote a review Sep 2012,"Great Design Hotel at a cheap price.Breakfast...Huge possibilitiés, and Wifi are included in the price!Location: 2 minutes from Metro, 3 minutres from bus, 4 minutes from Train...gret to visit all that Lisbon can offer.Single rooms are really single and tiny, but very functional.",Sep,2012,Sep 2012,2012-09-01,2012,5
Muthu Clube Praia Da Oura,Kamel H,3,Kamel Hwrote a review Jul 2023,Great Reception and customer care service. had issues with room AC and it was quickly fixed and we were given another room. Cynthia from Customer care has been a great help as well as the other reception staff. Housekeeping service is also great and staff are very friendly. Jack's restaurant breakfast is great and diversified. if you are not happy with other restaurants then you can find what you need at Jack's,Jul,2023,Jul 2023,2023-07-01,2023,5
Chalet Relogio,Roam311071,1,Roam311071wrote a review Nov 2018,"Booked primarily from good reviews on trip advisor, unfortunately not accurate.  Facility isolated, walk of 1.5 miles to town up steep one way road. Pervasive musty smell in facility, if you have asthma this is a deal breaker.  Very dark (really, very few lights).  Room was in attic  up one flight of wide stairs, then one very narrow set of stairs.  One outlet for charging devices behind dresser. Heat went out the night we were there, fixed in 2-3 hours.To be fair, breakfast good.",Nov,2018,Nov 2018,2018-11-01,2018,2
