hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Steven,3,Stevenwrote a review Aug 2024,"Great staff here and good for family holidays. There is a kids pool a main pool with a bar inside, and a quiet pool no floats allowed in there. There a 5 amazing slides, very good for kids the all inclusive food is quite good if you like to try different stuff breakfast has full English, very tasty. No need to learn Portuguese as the staff know English, Overall a great experience 5 stars. Would recommend.😃",Aug,2024,Aug 2024,2024-08-01,2024,5
Jupiter Albufeira Hotel - Family & Fun,michellehatton82,1,michellehatton82wrote a review May 2023,"We booked our stay at Jupiter directly with them, from our initial contact they were great.Upon arrival they gave us access to a dressing room to change, as our room wasn’t quiet ready - we did arrive around 11am but we did feel welcome.The hotel was fantastic for both couples and families. The rooms are beautifully decorated and comfortable. We paid extra for the mini bar (€25) which a one off fee but was topped up every day with the things we had used.The main pool/slides area is perfect for families and provides plenty of activities for children of all ages (inc adults). The entertainment staff are very helpful and will keep the children entertained.We spent most of our time at the quieter pool and this was very nice.The restaurants and bars were great and the staff were very helpful/friendly.We would definitely return to this resort and would also recommend to anyone who wants a hotel in this area.",May,2023,May 2023,2023-05-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,Laura A,0,Laura Awrote a review Jul 2024,"I cannot recommend this hotel enough. We have just returned from a truly amazing holiday. From the second we arrived the staff were amazing, the hotel is immaculate, food amazing, rooms big with lovely touches such as tent in the family rooms. Our children were ill on the first night (nothing to do with the hotel) and housekeeping couldn't do enough to help. We were given spare bedding and water without asking. The pools and flumes were more than enough to keep us entertained for a week. Tip for anyone travelling with dietary requirements - if you want dairy free ice cream or cheese/pizza go to the Pizzeria and ask for it. It took us a while to find out where to get it from. The food for the main buffet doesn't have food labels for each dish but if you ask at the restaurant reception they are more than willing to help.We had an amazing holiday and will be returning!",Jul,2024,Jul 2024,2024-07-01,2024,2
Herdade Da Matinha,JoaoConde666,0,JoaoConde666wrote a review Apr 2021,"A hidden location, beautiful gardens and common spaces. Excellent dinner. Staff is young, friendly and efficient. The bar is a great meeting point. Nearby, the fantastic coast of Alentejo, with towering cliffs and dense flora and fauna.",Apr,2021,Apr 2021,2021-04-01,2021,5
Jupiter Albufeira Hotel - Family & Fun,stirlingjenny,0,stirlingjennywrote a review Oct 2022,"Great hotel for a family, kids had a ball there is plenty to do during the day for kids, the entertainment team are excellent!Didn’t feel like we had much in the vicinity of the hotel for walking too so would have to have trips booked unless you where happy spending your trip within the hotel!Staff are very attentive and food is good!",Oct,2022,Oct 2022,2022-10-01,2022,5
Hotel Madeira,Sunscreen30,29,Sunscreen30wrote a review Jul 2017,"This was my first time in Madeira. I would stay in an AirBnB the next time I come.Positives:-Close to the marina, shops and the promenade.-Comfortable room and a walkable hotel-close to shops and a grocery store (bottom floor of La Vie)-Quiet-Cute patio and great views. Their bottle of rose is cheap at their bar.Negatives:-You have to pay to use the in room safe-The breakfast and coffee is nothing to be desired. I went to get coffee afterwards. They also have a sign that says you can't take food out of the breakfast room or else you'll be charged.-The concierge didn't know about the bus system and couldn't answer touristy questions.",Jul,2017,Jul 2017,2017-07-01,2017,2
Saccharum,Thepossy2,1,Thepossy2wrote a review Jul 2016,"We had a very pleasant stay at this hotel the staff were helpful with a good explanation of the hotel facility's and how to access them. our room was a junior suite located on the front corner of the hotel. this had an amazing view from the bed as well as the balcony, the room it self was a great size with a huge bath that was sited so you could look out over the sea whilst relaxing in it.The breakfast and evening meal buffet was plentiful.",Jul,2016,Jul 2016,2016-07-01,2016,4
Tivoli Carvoeiro Algarve Resort,Maudie Fish,1,Maudie Fishwrote a review Sep 2024,"Amazing in every way!Every member of staff was polite, courteous and super helpful.We will definitely be returning.",Sep,2024,Sep 2024,2024-09-01,2024,5
Hotel Madeira,aacm87,47,aacm87wrote a review Sep 2022,"Can't fault this hotel for its location and staff both excellent. I would like to give special credit to the reception staff who were very kind, genuine people, and went the extra mile. There was a mix up with the room (a genuine mistake) which was quickly rectified and the lady on the reception couldn't have been more apologetic. The room was nice and spacious and air con worked well. Breakfast was fairly basic but understandable as they have limited space so a bigger spread wouldn't be practical. Overall a very good stay, in the heart of Funchal. Location couldn't be better. Finally a massive thank you to all the staff, you do a great job.",Sep,2022,Sep 2022,2022-09-01,2022,5
Quinta Nova Winery House - Relais & Châteaux,Samcath,58,Samcathwrote a review Apr 2017,"I stayed two nights in the Quinta in April and also had dinner there two consecutive nights.The Quinta is one located on top of a hill, roughly 25 minutes drive away from Pinhao. Given its location, you actually have no real choice for dinner but to have it at the Quinta (unless you feel like driving at night on narrow mountain winding  roads!) but this is okay because the restaurant is really nice and food is very tasty. Menu is a bit pricy (42 euros) but it is worth it. Wines are obviously Quinta's wines and very affordable. Waitress at the restaurant for dinner was very nice and extremely professional. Breakfast was good, fantastic juice, coffee not great but there is also a coffee machine, waiter was nice but a bit stressed and nervous when too many people arrived at the same time and had to re-fill the buffet but okay. Fresh products at breakfast, variety was okay but not so impressive. Bedroom was nice, bed mattresses and pillows are amazingly comfy, bathroom was good, there is air conditioning in the bedroom too. TV signal was not great but you don't go there to watch tv for hours. Wifi only in the common area, but that's okay.The property is quite big and there are walking trails too to visit vineyard. We had a tour and a tasting session with a guide who was really nice and very professional.One regret that I have however is on the consistency of the service and communication: this stay in the Douro was supposed to be the highlight of our trip across Portugal but when we arrived we were a bit disappointed as they're building a wine museum and there is a crane in the middle of the property and works going on that are quite noisy as you can imagine. I was told these works will be finished for this summer. The pool was also closed as they were refurbishing the pavement, which was also a pity since it was quite hot when we were there and we would have loved to use it, especially since it is a really nice pool overlooking the Douro. No big deal but I really regret not being informed upfront about these works and the inconvenience caused. How difficult was it to send an email to customers informing them about this? It costs nothing to do this. Are they afraid people will cancel? For a \"luxury\" establishment and given the price, it is really a fault in my opinion. Finally, all the staff we met were very friendly and professional in general. Staff at reception could have been more friendly and less cold...I even had to show the email they had sent to me to claim our tour and wine tasting as the man at reception wanted to charge us for this while the offer said it was included ! All quintas now charged tours and wine tasting, which I find a pity but charging your hotel guests for this is not the right thing to do in my opinion. We had our tour and tasting session organized as planned eventually...I hope the owners will take in consideration the above remarks if they want to maintain and improve their so-called \"luxury\" status as this is the kind of details that make your stay memorable or not. This is why I give it this average mark. If i had been informed about the works and if I did not have to claim what was included in the offer, I would have probably given a much better mark.",Apr,2017,Apr 2017,2017-04-01,2017,3
Hotel Madeira,AnnaGwen,129,AnnaGwenwrote a review Aug 2021,"We made a last minute booking for a fortnight in the Hotel Madeira and it was definitely a great choice. The hotel is in an excellent, central location - close to lots of good restaurants, the waterfront, lots of attractions like Blandy’s, the cable car and boat trips. Also 5 mins walk to bus stops taking you anywhere on the island and a taxi rank.The staff are friendly, especially Pedro, Miguel and Sonia. The breakfast is basic but fine, though coffee could be improved. The rooftop terrace is lovely, with a pool and bar. The bar re-opened on our second day there, but only in the afternoons which was a shame as the roof is a lovely place to enjoy an evening drink.The room was well equipped and very clean. Unusually for 3*, the shower was good and WiFi excellent. My only quibble was the balcony which was tiny with barely room for the two chairs and very enclosed by slatted windows, only one of which opened. Perhaps it’s a health & safety thing, but…. Luckily as we were on the 4th floor, it was only a few steps to the roof terrace.We normally stay in self-catering so it was new to spend so long in a hotel, but we didn’t regret it and would happily stay here again.",Aug,2021,Aug 2021,2021-08-01,2021,3
