hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,brinleepaigexo,0,brinleepaigexowrote a review Jun 2023,"Returned home yesterday after a weeks stay here, was a little apprehensive after some of the reviews I saw on here before we arrived but we had the best time! Hotel was very clean, staff were lovely, food choice was always of huge variety everyday. Only downfall was the evening entertainment, kids mini disco was okay but the adults entertainment afterwards was very repetitive and boring. Would 100% return to this hotel",Jun,2023,Jun 2023,2023-06-01,2023,3
Tivoli Carvoeiro Algarve Resort,MadZim,51,MadZimwrote a review May 2022,"This facility has the potential to be THE ROYAL GEM of The Algarve!! The view from any room in the hotel including every dining area is outstanding!! So Picturesque!!! Seriously a breathtaking view! And the staff very accommodating, English-speaking (mostly), and cordial.However, with all the potential in the world, the quality of the food would drive guests to any OTHER location. Unfortunately, we ate 3 meals a day there for two days before we discovered there’s a downtown area only five blocks away with far better dining options!!The scrambled eggs and the bacon on the breakfast buffet were barely cooked; I know there are different preferences on the degree of “cooked” but were almost raw! We seriously had to ask the omelet station to recook our bacon from the buffet in the midst of making omelets for everyone who couldn’t handle the thought of eating the scrambled eggs! They did, however, have a huge variety of options with the breads, pastries, fruits, cereals and deli meats/cheeses.There are several additional dining options, with one being a higher end (called The One, which I will review separately), had excellent food; there’s a poolside option, and a limited menu in the Azur Bar with lovely inside and outside dining. However, the food was really bad at both of those!! One item on the menu is Shrimp Tempura…..sounds good, but is basically “shrimp on a stick”….it’s breaded in breadcrumbs rather than a tempura batter, and has a large toothpick running thru each prawn……. but it’s still actually one of the better options due to the camouflaging chili sauce that accompanies it!The prices are not consistent throughout; you will pay a different price for the exact same item and maybe a different price each day in the same place for things as simple as a coke;  kind of feels like it’s up to the individual server!Food service is also INCREDIBLY slow; one day (with only 1 hour for lunch due to a conference we were attending) we waited FORTY FIVE minutes for a club sandwich, at which time we told them to just cancel the order. We did raise the issue with the very nice hospitality manager, who apologized and the (also very nice) server brought our club sandwich to the lobby packed in a to-go box…..but there was no longer any time to enjoy it – and the accompanying fries were ice cold. While talking to the hospitality manager, we mentioned the overall poor quality of food, citing the Shrimp Tempura as an example, but she had no idea they even offered Shrimp Tempura on their menus!!I don’t want to sound snobbish about the food; part of the problem is that my husband is an excellent cook (chef quality!) which kind of raises the expectations for food you’re paying for outside of your home!While on the topic of food service, I have to address the game many of the conference attendees were playing while staying there. It’s called “Will I get MY food or someone else’s”? Meal after meal we watched servers carry our order to other tables, or deliver someone else’s’ food to our table. It actually became more entertaining than frustrating I’m thinking they are not familiar with the concept of either knowing table numbers from memory (that they associate with each order) or at the very least, having numbers stuck to the tables to help direct orders.In their defense, I do understand that in locations like this, the work and the staff are seasonal. Hotels and restaurants MIGHT get a handful of employees who worked there last year at this time, BUT they might also get an equal number of brand new (and untrained) employees. Covid probably only made that worse! There was one server who absolutely didn’t have a clue……he was nice enough, but wasn’t capable of much more than bringing silverware, salt and pepper. We were there mid-April, which is probably just after their high season (and ramp up of staffing) occurred; I have to hope they get their act together. I keep telling myself it was just poor timing on our part.We were there for eight nights, most of which was very windy and rainy, making the walk to other restaurants less likely. So we felt kind of stuck, which is not how you want to feel in a NH Hotel Chain. Yes, the Tivoli is part of NH Hotels, which up until now has been one of our favorites in Europe!  On our second day there we noticed two women walking the property with clipboards and making notes …..what one would typically assume are “evaluators from Corporate”….a great concept IF they are there to see that the poolside restaurant is never open when it states it will be open, or IF they welcome feedback from hotel guests rather than relying on their own observations.Now that I’ve probably told you more about the food service than you really want to know, and I have to hope that it’s improved since we left a week ago……I’m going to move on to the room. It was a lovely suite with plenty of space, lots of closets, a huge bathroom and a huge balcony. The Housekeeping staff for this suite was INCREDIBLE. The room was cleaned in the morning, and then cleaned again (with a second set of fresh towels and bed turndown) every evening. She was incredible!!!The Spa and staff were also exceptional!On the evening of our last night there, my husband made a quick trip to the room and noticed the power was out, which he reported to the front desk. At 10:30 PM when we attempted to turn in, the power was back on, but water was running down the rope that held the bedside lamp to the ceiling…..literally it was raining at our bedside, and the nightstand (containing meds) had 1” of water in it. No one called or texted to let us know earlier; the front desk staff told us housekeeping had reported the incident and they wanted to see how we wanted to handle it before doing anything further. REALLY!?!? After sending a repairman, and housekeeping to clean up after him, we got back in our room at midnight. We were checking out and heading home the next morning, and were now looking forward to it. There was never any offer of compensation or discount for the inconvenience in this high-priced suite.I know this has not been a favorable review, but it’s an honest one. I would not want to assure others that they have probably rectified all these issues because I’m guessing they probably re-occur annually with the frequent change of personnel. But I also don’t want to suggest that it’s not fixable……my advice would be to stay there, enjoy the breathtaking view, know that your prices will never be consistent, eat as many of your meals as possible at THE ONE (their higher end restaurant) or in town, avoid the breakfast buffet…..or wait until mid-summer to visit so they have time to fine-tune everything that’s not working at the opening of their high season!The only other thing I want to mention is that we had no idea until we checked out (and after leaving cash tips for every server for every meal since we arrived) that they were adding automatic gratuities to every bill. So whether ordering drinks for large groups of conference attendees, private meals, or room service…….be aware that you’re going to be leaving lavish tips when you combine your already generous tip with what they are adding to your bill.Just be aware!Oh. they also have the most remarkable rooftop bar!!! can't forget to mention that.....it's THE PLACE TO BE assuming the weather cooperates!",May,2022,May 2022,2022-05-01,2022,2
Tivoli Carvoeiro Algarve Resort,Yvonne W,14,Yvonne Wwrote a review Oct 2019,"Myself and my husband have just returned from a 5 night stay at the Tivoli, this was our fourth visit to this hotel. The room we were given was on the 6th floor no balcony and view of the car park, not ideal, also the water in your room incurs a fee never had that before so we walked down to the local supermarket and brought our own. We were half board and breakfast was fantastic much improved from previous stays,dinner is buffet style and leaves room for improvement, we only had dinner one night choosing to eat out in the town.On previous visits you could swop dinner for lunch but that's changed now such a shame.As lovely as the hotel is we were so disappointed this time, I feel it does not warrant 5 stars it's very pricey for drinks that depending on weather you were by the pool or in the bar the price varied, we will look at other options when we go back to caverio. On a good note the cleaners keep the hotel to a very high standard.",Oct,2019,Oct 2019,2019-10-01,2019,3
Belmar Spa & Beach Resort,Denise C,0,Denise Cwrote a review Jun 2024,"Stunning resort on the beach with sparkling, spacious rooms and fabulous amenities. It's better than the pictures. And it's great value for what we paid. After three nights we wished we had booked a longer stay. We had a spacious two bedroom apartment with all the services of a hotel, including daily housekeeping and room service. The staff was so genuinely friendly and helpful.",Jun,2024,Jun 2024,2024-06-01,2024,5
Belmar Spa & Beach Resort,roystonwb0065,47,roystonwb0065wrote a review Sep 2016,"We only stayed at this classy place for a couple of nights but found the place to be very welcoming. The Rooms are very slick and designer with plenty of room. We had a one bed apartment and it was extremely well facilitated. The on site facilities are more than adequate; parking, swimming pools and downstairs bar service and the nearby beach is a blessing with only a five minute walk at the max. Highly recommended.",Sep,2016,Sep 2016,2016-09-01,2016,5
Jupiter Albufeira Hotel - Family & Fun,Pistoi,2,Pistoiwrote a review Sep 2025,"It was our first time staying at a family hotel with our little one of 2 years old and we had an amazing experience at this hotel. The food is amazing and there is so much choice, the room is impeccable and the cleaning staff changes the towel twice a day. The pools are really good and fun for kids! A special mention goes to the staff, everybody at the hotel was so nice and accommodating and our little one did enjoy the kids club's activities and in particular George and Lara were so good to her.  All the animation guys were lovely and you can see that they are working very well together.The evening shows are the best ones I've seen so far in a hotel.Overall a very positive exprerience and we will definitely be back!Little room for improvement:The elevators are often full and at times you need to wait a long time to get one freeThe big pool could have slighly warmer waterThe splash pool could have times when the big bucket doesn't work so the small kids can enjoy it freely without fear",Sep,2025,Sep 2025,2025-09-01,2025,4
Saccharum,mjbwn5598,0,mjbwn5598wrote a review Aug 2016,This hotel is situated in a bespoke corner of this quiet resort. It is stylish and well equipped. Our sea view room was simply beautiful with high end fittings and a wonderful sea view balcony.The 8th floor infinity pool was fantastic and the spacious sun terrace areas were never full. The food was really good with lots of variety. My only criticisms are that the breakfast was a little chaotic with a lack of clean glassware and crockery. Also the gym was unattended in the morning from 8 am and it was far too hot with no ability to reduce the air con or get a towel or water.In summary I would definitely go back to this hotel for s relaxing break.,Aug,2016,Aug 2016,2016-08-01,2016,4
Belmar Spa & Beach Resort,Michael M,18,Michael Mwrote a review May 2015,"Before I travelled to the Belmar, I had asked for a specific room as I had visited the hotel before, although I thought it a long shot I was more them pleased to find that I had the room I'd requested, check was slick and smooth and the room was ready even though we arrived before the check in time,  the room ( apartment ) was spotlessly clean, our room been right alongside the infinity pool and yards from the spa, food in the restaurant was superb, The  staff were  very polite and room service etc very good,  my only concerns were the gym was not open till nine in the morningAnd for me it was too late as I like to train first thing and then the days free,  Also the spa pools were treated like a children's play pool with lots of children running in and out etc which when you have time to relax it's not what you want, Although I must say that one pool was closed due to a leak so maybe in there defence that was the reason, all in all I would not hesitate to stay at this hotel again, I'm a regular visitor to Lagos so I'm sure I'll be back,",May,2015,May 2015,2015-05-01,2015,4
Grand Muthu Forte Do Vale,margaret c,2,margaret cwrote a review Jul 2023,"This hotel was very very good, from the start we were treated with the best care and attention as my husband had mobility problems and they gave us a room close to everything. The pool was great, always beds available and the location was great in between the old/new town. Beach is a 10 minute walk with golden sands and water was refreshing. I used the gym every day which was a blessing. The food was very good and waiting staff very friendly especially Bia who was always smiling. It was also good to go to other restaurants in the hotel chain. I recommend the Italian and Indian restaurants. A big thank you to the manager and reception staff who had to accommodate a full football team when we were there, but still had time to attend to the other guests. We would return to this hotel as it was brilliant, quality entertainment and the cakes are amazing. It is a quiet hotel which we really liked.",Jul,2023,Jul 2023,2023-07-01,2023,5
Grand Muthu Forte Do Vale,The_Lictor,34,The_Lictorwrote a review Sep 2017,"We can for a log period of 10 days. The hotel looked very nice when we arrived and the room was ready before 4PM, which was a good sign.However, in our stay we met some poor standards that should never be met in a 5* hotel (and this is NOT a 5* hotel).First, room was dated. One balcony door wouldn't lock, black stains in bath, and not a clean feeling.we arrived on Thursday, on Friday evening someone came to tidy the beds quickly. On Saturday and Sunday no maid came, and no Towels were replaced... So we went down to the reception, they were surprised and promised that someone will come tomorrow. They did, at 17:50, and she said that she is not being paid overtime and her shift is finishing at 18:00, so she just left a bundle of clean towels, and went. We went back to the reception... this time we got a bottle of wine from the manager and a letter inviting us for dinner. Nice, we thought. We went to the reception to ask what is this dinner, and they said that it is the same dinner we already getting, as we are staying Half board... so an empty gesture it was.The next day (5 days after we arrive) someone actually came and cleaned the room for the first time. Hurry!!Also, the restaurant was understaffed on occasions, which meant that it had unoccupied tables that the staff couldn't clean so we had to sit in a cold and not pleasant conference room to have our breakfast.The acoustic is bad, and combining with the shows from the downstairs bar, meaning that you can;t have a quite time in your room until after 22:00, not very convenient when you have small children trying to fall asleep.Food was average, coffee awful, fresh fruit great.Extra charges for the safe in the room...  really??Good things:Very good location to go to the old town, the new town centre and the seaside.Big rooms.Free beer for dinner.very nice pool.",Sep,2017,Sep 2017,2017-09-01,2017,2
