hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Sandra,0,Sandrawrote a review Jul 2025,"We had a wonderful stay in Hotel Jupiter Albufeira.   The staff are a credit to this hotel they work so hard to provide such an excellent service and are so friendly and pleasant.  The hotel inside and out was immaculate.  Food was great couldn't fault it great selection for all meals and was delicious and staff were so efficient and friendly.  Pools and slides great fun and the swim up pool was a big  hit again the staff here never stopped.  Beds so comfortable and rooms nice and spacious we stayed as a family of 4, 2 adults and 2 kids 12 and 9 and we had plenty space.One small thing the lounge area inside the bar was so grey and gloomy the walls were bare, we didnt spend any time there, a few small changes here in the colour and decor would make this space more inviting it just needs a bit of character.Overall an excellent holiday we all thoroughly enjoyed it.  Thank you Jupiter",Jul,2025,Jul 2025,2025-07-01,2025,4
Hotel Madeira,Steve P,11,Steve Pwrote a review Mar 2017,"The central location of this value for money hotel is its best feature.The rooms although not palatial are clean and functional. The walk-in shower is excellent with loads of hot water. The beds are comfy and there is tv and wifi.There is a swimming pool (unheated) and bar area on the roof which is very pleasant when it's sunny.The breakfast is fair for the 3 stars this hotel has.Step out of the front door and everything is to hand, all in all it represents great value.",Mar,2017,Mar 2017,2017-03-01,2017,3
Tivoli Carvoeiro Algarve Resort,Denis o,0,Denis owrote a review Sep 2025,"Arrival a breeze, the staff member checking us in actually came out from behind the desk to show us lifts, breakfast area and to have a conversation regarding the other facilities. Such a simple gesture but so personal. The One is the main restaurant, food beautiful. Everything is spotlessly clean. The views over the cave system, cliffs and sea are glorious. Guests did not arrive at 06.30 with towels to reserve sunbeds, very civilised. There were more than enough beds anyway. Very close to Carvoeiro, you could walk, we drove! Was HOT. Lots of carparking. Above all, the staff were so friendly. Rarely would staff in a hotel deliberately stop to have a chat or share a joke but the Tivoli staff do. Only improvement I can think of is relating to the balcony. Would be nice to have either more comfortable chairs or a lounger along with an umbrella as I found you had to keep moving the chairs to catch the shade from the walls on each side of your outdoor area. Prices do reflect the star rating, a beer that cost €2.50 in Carovoeiro cost €6 in the hotel but you are not going to get the same level of service and comfort in the town so, you know what, I don't mind in the least.",Sep,2025,Sep 2025,2025-09-01,2025,4
Villas Barrocal,Passport32239901739,0,Passport32239901739wrote a review May 2025,"Fantastic place, no doubt to repeat, neither kids want anything else! Great location, helpful staff, great house next to the magnificent pool with a great couple bar! The kindergarten could have more things, but we will definitely repeat!",May,2025,May 2025,2025-05-01,2025,5
Hotel Madeira,richard s,4,richard swrote a review Sep 2016,"We spent a week on Madeira at another hotel however our return flight was cancelled and we needed to overnight until next available flight-we found hotel Madeira and didn't expect much as it was high season and the island was fully booked.  to our great and pleasant surprise we found ourselves in a bright scrupulously clean small and prefectly formed hotel right in the centre of the old town in F.unchal. Naturally after spending the previous 17 hours on the airport floor we went to bed and slept the afternoon away. We awoke to find that Funchal was closing its doors as there were raging forest fires spreading in the high winds into the town. we went up to the rooftop bar to get some food and the chap there carried on and made us food even while he was receiving calls from his family to update him on their situation-he never left his post -other guests had ran out leaving their drinks etc behind as the fire was two streets away.  Emergency services ordered us to be evacuated. Eduardo (manager) & Duarte -we didn't get all of the names of the staff were amazing and helped everyone and ensured all the guests were removed to safety. Sandwiches, snacks and drinks werre provided until the emergency was over. We returned to Hotel Madeira at 3.00am. Breakfast was layed out early as normal but would run until late to allow other guests to catch up on lost sleep. I cannot express just how brilliantly the staff carried out their duties to all the guests-we could never thank them enough. All in all we left wishing that we had spent our week in Hotel Madeira -friendly, chilled, quietly confident and excellent value for money..",Sep,2016,Sep 2016,2016-09-01,2016,2
Jupiter Albufeira Hotel - Family & Fun,Lauren B,0,Lauren Bwrote a review Aug 2025,"Just returned from a 10 night family holiday at this hotel and I had to write a review about how amazing it was! This hotel really has everything you could want/need. Everywhere was so clean and staff were constantly cleaning up any spillages/mess from any guests. The staff are also so friendly and we’re always saying hello and interacting with our children. They went above and beyond to cater for mine and my little boys allergies. They made us fresh dairy free meals including desserts for every meal times and even had dairy free icecream whenever we requested it throughout the day. The day time and the evening entertainment was brilliant and it was a bonus that the children could go on trampolines, a bouncy castle and cars in the evenings too (however this was at an extra cost). The pool set up was great as it’s suitable for all ages with a baby pool, toddler slides, slides for older children/adults and then the bigger pool. There was always enough sunbeds for people which was a bonus too. It’s brilliant that there’s so many activities for children to do in the day if they want a break from the pool such as football, baking, competitions, games room etc. It really was the best family hotel we’ve been to and we will defo be returning!",Aug,2025,Aug 2025,2025-08-01,2025,5
Tivoli Carvoeiro Algarve Resort,annabel m,55,annabel mwrote a review Oct 2021,"This is the first time I have been to the Tivoli and I would come again. The staff were friendly and attentive at all times.The buffet breakfast was superb, I can't comment on the dinner as we ate out every evening.Our room had fantastic views over the sea and swimming pool.There was always space around the pool and was quiet.Even though we were in Covid times the staff still mananged to make the experience almost like pre Covid times which must be difficult as the hotel was nearly full.There are plenty of restaurants to choose from in Carvoeiro",Oct,2021,Oct 2021,2021-10-01,2021,5
Jupiter Albufeira Hotel - Family & Fun,leannekelly10,0,leannekelly10wrote a review Jul 2021,Absolutely something for everybodyQuiet area for adultsPlay areas for childrenCleanliness amazingFood lovely such a varietyWe can't wait to come backAnimation team make so much effort and so welcomingWe loved it thank you so much,Jul,2021,Jul 2021,2021-07-01,2021,5
Belmar Spa & Beach Resort,Christine O,6,Christine Owrote a review Aug 2018,The 2 bedroom apartment was nice and spacious.At check in a male receptionist was quite rude and  unhelpful rushing us through the process. There is no porter to help you with bags to the apartments which are up a hill. Had to carry or pull.I asked for a late check out way in advance but was rudely told off! I was told to be out at 12noon despite my passionate request. We were thrown out and had to carry left overs to eat at restaurant. Restaurant manager refused to warm the food. After begging he agreed but told us to go outside and eat it. Literally on in the car park or street. My family felt racially profiled. After 4 days of a fully paid stay a customer must never be treated as a nobody at check out! UNACCEPTABLE and it’s a shame. Buyer be ware especially if you are a minority as their treatment of us was not equal.,Aug,2018,Aug 2018,2018-08-01,2018,1
Dona Filipa Hotel Vale Do Lobo,David H,16,David Hwrote a review Nov 2017,"Heard that it was a tired golfers hotel, not so.This is a good quality international hotel, updated rooms and service are and is excellent.Facilities cater for all sports, golf, tennis, cycling and anything else you fancy getting up to.If you want to avoid the horrors of Vilamoura, this is the place to be, with easy access to the restaurants and golf courses.San Lorenzo GC, a facility of the hotel is a tough test but beautiful track.Happy to recommend for affluent golfers and good for families too.",Nov,2017,Nov 2017,2017-11-01,2017,4
