hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,Katherine N,3,Katherine Nwrote a review Aug 2022,"Staff are fantastic and helpful.Pools are all great especially for kids.  Few slips but thats water on tiles.  Slides are popular also.Daytime entertainment team are brilliant with the younger kids but my older girls (11ys and 13yrs) werent interested in much they did.Few areas needing massive improvementSome nights the evening meal queues were terrible....worst thing is can see empty tables and were told restaurant was full.Evening entertainment really not good... the daytime team do their absolute best and hats off to them its a long bloody day but to class this hotel as 4 star plus they should have a far better stage/seating area and hire better evening entertainmentNo outdoor seating areas for just a sit and relax. There are 8 tables mainly used by smokers near the restaurant.The hotel corridors are bare and bland and the carpets are badly stained.Good points/Nice TouchesRooms are lovely spacious and cleanFree bottled water provided in rooms and coffeeBottled water provided at meal times waiter service for drinksLots of sunbeds...still some spare most daysSeperate quiet pool big fun pool and baby pool and splash parkFood is a plenty, usual buffet style but always fresh and dining area kept cleanLocation not great but taxis available from hotel and mini bus 8 x per day free to beach and backShame about people who leave a mess behind but staff always trying to ensure keep up with tidyingCan organise trips from the hotel which is handý we did the caves and dolphins boat ride and it was fantastic.Overall we had a good time was just disappointed especially with what it cost.",Aug,2022,Aug 2022,2022-08-01,2022,4
Belmar Spa & Beach Resort,gracie0408,40,gracie0408wrote a review Mar 2025,"Belmar Resort offers spacious rooms that are ideal for family travel. It has a great location and wonderful staff. Although the weather wasn't the best during our stay, our family still enjoyed ourselves a lot. We will definitely come back and visit again!",Mar,2025,Mar 2025,2025-03-01,2025,5
Jupiter Albufeira Hotel - Family & Fun,Matthew K,9,Matthew Kwrote a review Aug 2022,"Currently on holiday here. Would definitely not recommend it unfortunately. The whole place needs a overhaul, from the swimming pool to the rooms. The floor tiles in the pool are coming away. The amount of people in here the place isn't designed for it. Filmed the dinner que last night, was in it 56 minutes in total. This isn't fair on the kids. The place is filthy to be straight, toilets are disgusting, the floors are the same, stair carpet is on another level. The most upsetting thing I personally find is the staff never ever smile, never speak, they just don't want to be here. I can honestly say aswell, ive nevef seen as many kids in the medical centre. If Jet2 have any idea of what's going on in here I'm sure they'd be pulling out. Big shame on the management, I would not recommend at the chance and will certainly not be returning. Will submit pictures on return.",Aug,2022,Aug 2022,2022-08-01,2022,1
Jupiter Albufeira Hotel - Family & Fun,glasperboro,0,glasperborowrote a review Aug 2024,"In the main a great hotel with plenty to do for the kids, the entertainers worked tirelessly and are great. The entertainment for adults is not so good. Great location for popping to old town ( 4/5 euro in taxi)",Aug,2024,Aug 2024,2024-08-01,2024,4
Vila Gale Porto Ribeira,darcy57,23,darcy57wrote a review May 2018,Level walk into the old city with a tram stop 2 mins away for the less inclined! Good choice at breakfast with an excellent egg chef! Friendly helpful staff. Clean well presented rooms. Beware if using taxis as not all are aware of this hotels location & try to take you to the wrong one!,May,2018,May 2018,2018-05-01,2018,5
Villas Barrocal,BRRM,73,BRRMwrote a review Nov 2012,"We stayed at Villas Barrocal for 12 days in mid October and although the weather was poorer than usual at this time it did not dampen our view of these  peacefully situated VillasAs others have said a car is a near essential if you are staying here!Situated in the small village of Pera, not to be confused with the high rise eyesore of Armacao de Pera ,(about a 40 minute walk away)Pera is a quiet village with not much going on ,but it is pleasant to wander the alleys and old streets for an hour or twoBe sure to visit Tasquinho De Joao(apologies for the spelling) a restaurant run by a very pleasant lady, her daughters and a French lady cook, the food is excellent, especially the Suckling Pig on Sundays,  the portions are enormous and its very inexpensive. If you meet Paulo a chatty local at the restaurant ,don`t forget to buy him a beer, he`s a real nice guyThe Villas are spotless ,cleaned every other day with linen changes each time, The beds are large and firm  and the whole apartment is very spacious and comfortableAndrea ,the receptionist and all the other staff are unobtrusive and very efficientThere is a 20 metre long pool ,also spotless, but take goggles !The Villas are a little out of the way but if you want peace this may be ideal for youI`m sure we would be happy to return next time we go to the AlgarveIf you go,to Villas Barrocal the Praia Grande beach is about 3 Km from Pera and has miles and miles of beatiful sand to walk on, oh and  if you google\" save salgados\" you can sign a petition to stop  the beach and the salt flats and bird sanctuary from being developed",Nov,2012,Nov 2012,2012-11-01,2012,4
Villas Barrocal,Florian K,0,Florian Kwrote a review Jun 2023,Everything was perfect.The room and the Pool were very clean. The Check-In and Check-Out very easy and the stuff friendly. We can park our car safely before our room was ready.Thank you for your warm welcome.We will come back soon.,Jun,2023,Jun 2023,2023-06-01,2023,5
Belmar Spa & Beach Resort,Sim C Stack,29,Sim C Stackwrote a review Sep 2018,"Arrived at the Belmar last Wednesday. Marcus at reception was dealing with us. I will start by saying this employee should not be allowed to be in a customer service role. He was clearly annoyed by the previous guests upset due to the taxi strike. The woman was close to tears, he could have easily advised her of the Uber option but clearly his local taxi friends are more important than the guests who stand in front of him upset!. He is extremely arrogant...at one point when looking for a credit card for the security deposit he did not as much as look at us. He is a rude manner said “CARD”!. No please or thank you. He could tell I was appalled!. I asked for the front office managers name, he proceeded to tell me “Carlos” and then in a very threatening manner asked do I want to speak to him!. I declined and then when Carlos did come out to reception he then tried to intimidate me again by asking there he is!. I will not tolerate any such behavior from any employee. This man needs to be removed from the reception team. I can see Carlos has his work cut out for him dealing with this man!. I am in the hotel industry myself, and if any of our employees ever treated a guest like that...I can assure you it would be dealt with. I will be getting onto the Hotel Group to advise of the above as I can see from previous reviews and over hearing other guests that the staff morale is so poor. This does not include the lovely restaurant staff. It’s such a pity for front of house to be so rude as it’s the heart of the hotel and has honestly confirmed I will not be returning here due to this appalling customer service I experienced.",Sep,2018,Sep 2018,2018-09-01,2018,1
Quinta Nova Winery House - Relais & Châteaux,gili1963,154,gili1963wrote a review Oct 2013,"On our way in the Douro valley, I was getting drunk. From the mosaic terraces of vineyards. Purring down from the mountains, that creates deep valleys, ending in the Douro River. that is part of the oldest wine way in the world. I could feel the great heritage of this region, that was crowned as UNESCO site, while passing endless challenging curves in the road.Our aim was getting before sunset to Quinta Nova. The first wine hotel in Portugal. An old 18 century manor house, divided to 11 rural stylish rooms. I didn’t know what to expect as in our way, I saw dozens of Quintas with inviting decorated gates. The narrow corridor to the house was adorned with a fence of pink ivy.Mrs. Paula Sousa, was waiting to make us, a small introduction tour. She is the lady of the manor, that belongs to Amorim family, that is well known in the cork world industry.my room had a part of the breathtaking view, that has a mesmerizing light in sunset. That played hot colors on the slopes of the grapes and the pool, that has an edge, that looks as continuation of the north bank of the river, so blue water merges more blue.I was so excited, from the fact the nature around, revealed many great spots. I was running around with my camera, against time that was shading the skies. In every outdoor detail, I felt the artistic attention.inside the manor, it was like watching a private collection. of best pieces of paintings, furniture, assecories, rare items that could be in a museum. I took my time to spot around, and appreciate what other guests just pass by.The organic garden behind, grows all the supply for the hotel restaurant.I met the smiling chef picking a huge pumpkin, he was preparing as soup for dinner. There are trails going around and also down, to the river. in a total circuit of 17 km, that spread between 5 different routes. Great exercise, and there is also an option for having a guide for a Nordic walk, or hire a bike and challenge your stamina. By the way it's also a bike hotel, so there is a garage to keep them repair and wash if needed.The place has a very modern winery. i bought one of the great wines they produce, sold in the  gourmet shop. It was an elegant one, strong in character and freshness. As all the region, is about wine tourism, so the place offers participating in the harvest, wine tasting, wine making and eco-tourism, that differs in seasons.A baroque chapel, is part of the domain. quite surprising but the place needed in old times, its saint. To pray that she (senhora do carmo) will protect the transporters, while sailing with barrels of wine, in the river below. the vast orchards of the quinta, demonstrate at best, the local tradition and authenticity of the region.I'd love to spend in this quinta, a romantic weekend, with the perfect match, for this perfect place.",Oct,2013,Oct 2013,2013-10-01,2013,4
Dixo's Oporto Hostel,Emily M,2,Emily Mwrote a review Jul 2015,"6-Bedroom female dorm room was lovely with big windows opening out onto a great view of Porto. Respectful other travelers. The check-in desk staffers, particularly Pedro (!) had GREAT recommendations of things to do - places to see. I was picked up at the hostel for both the tour and pub crawl which was very convenient. Rooftop has fantastic view. Have stayed in MANY hostels and this one is at the top for coziness and cleanliness.  The location is also PERFECT - right near bars, restaurants, and the beautiful riverfront.",Jul,2015,Jul 2015,2015-07-01,2015,5
