hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,beckylx,2,beckylxwrote a review Sep 2023,"I cannot write into words the past 10 days we’ve just had what a sensational hotel with amazing staff who go above and beyond for all. My 4 year old son is at an age where he’s constantly on the go and always needs something to do to do keep him occupied. There was so many activities everyday he participated in, we felt at ease and comfortable from the minute we entered the lobby. The reception staff are so helpful and really want to you to have a great stay. But there really aren’t enough words to say or describe our holiday.  We’re heartbroken to be leaving, as we’re leaving with heavy hearts but we will definitely be returning to the Jupiter albufeira hotel, Thank you so much again from the bottom of our hearts from me and my family.",Sep,2023,Sep 2023,2023-09-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,Ebony J,2,Ebony Jwrote a review Jun 2025,"Where do I begin… Staff - LOVELY!! Hotel, 5 Stars in maybe a motel 6 kind of way? This is NOT luxury. It is nice hotel if you like budget friendly vibes, but its not luxury. There is NO decor in the rooms, really felt like a closet with a bed. My AC was out my entire stay. I have 5/6 people in my room trying to figure it out. They did not want to offer compensation even tho it was 85+ degrees during my stay. Room service is not included in the all inclusive. There flies and bugs everywhere in my room. I did not get my money’s worth. The pools close too early - like 6. The bars close early. The breakfast is repetitive and there is NO cook to order options. The “Top Shelf” drinks are very much not top shelf. Yes I upgraded to Inclusive Plus. Just - No. I wish I could have my money back - its not worth it. My towels were stained on multiple occasions. The mini bar is soda and beer. Not the kind of mini bar I am use to at a luxury resort. The pools arent heated. The shuttle ends too early. There is NO HOT TUB on premises. Just. No. Not luxury. False advertisement if you are looking for or use to luxury. Cute for a quick family beach trip but not a luxury vacation. NO.",Jun,2025,Jun 2025,2025-06-01,2025,2
Jupiter Albufeira Hotel - Family & Fun,jennypennyanita54,1,jennypennyanita54wrote a review Jun 2022,"Excellent facilities for families  Rooms , cleanliness faultless although a little out of main area well serviced with courtesy bus and taxis cheap if youre wanting to make the most of the area and Old Town",Jun,2022,Jun 2022,2022-06-01,2022,4
Vila Gale Nep Kids,Catarina Dias,1,Catarina Diaswrote a review Jun 2024,"Hotel aimed at children with plenty of activities and entertainment for them.Staff very committed to the entertainment and fun of the little ones. Children love it.I was on half board and the price was fair for the meals eaten there.Although the children love it, as a hotel it leaves a lot to be desired.As the reception is in the same space as the meals, it becomes very noisy and smells of food. The rooms only had shampoo, shower gel and a cap, which falls short of a hotel that charges a lot per day.I had the notice to clean the room posted on the door since 7:30 in the morning and it was 5pm and no one had arrived yet, which complicates things because everyone has children in that hotel and they need to use the room several times.In the restaurant there is no identification of the food, just an indication at the entrance of the restaurant but we don't know what is what, not to mention that it does not contain information about allergens, it fails in all the restaurants in the Vila Galé chain and so we already suggest changing it. that.For those who have food allergies, like my daughter, I always have to ask what is in it. But all of Vila Galé has this issue…..",Jun,2024,Jun 2024,2024-06-01,2024,3
Belmar Spa & Beach Resort,Chets77,78,Chets77wrote a review May 2012,"We returned last week from a 7 night stay at the Belmar, in one of their 2 bedroom touristic apartments, and I must say we had a fabulous time.Overall the hotel and apartments are excellent, and as the other reviewers have mentioned, the apartments are full kitted out with all mod cons, dishwasher, washing machine, oven/grill, etc. We had a flat screen TV showing all the main english terrestrial channels, with the added bonus of Sky Sports also. The apartments and hotel are all fairly new, hence in very good condition. The only slight negative about the service was that we were told that because we were staying in an apartment, as opposed to the hotel, we were only entitled to maid service once for the entire weeks stay. I think this is ridiculous for a family of 5 including 2 children, however, reception did correct this and was did get maid service upon request.The hotel was fairly quiet and peaceful for most of our stay, and there was usually plenty of room pool side. Like the other reviewer commented the out door jacuzzi was out of order, which was a little frustrating, however, we had full use of the Turkish bath and sauna, as well as the in-door heated pool, which was great for the kids, as the our door pools are still rather chilly at this time of year.We had breakfast included for our stay, and it was lovely, you could order hot items, eggs, sausages, bacon, hash browns, etc, as well as fresh fruit, cereal, tea coffee etc. The delivery of the food could have been slightly better organised as what we found was is that, even though the hotel was very quiet, with very few dinners, on most mornings, it did take a long time to be served our food, a small inconvenience though, and the quality of the overall breakfast made up for this.When we were visiting it was still the off season, so it was fairly quite, a good time to visit.We hired a car for the week, and I would highly recommend this, as firstly, its a nice method of arrival to the hotel form Faro Airport which is about 50km away, and secondly, driving around the Algarve is a great way to take in all the scenery, and visit one of the many beaches. We had young children with us and they also loved the day trips in the car.According to our research, this is one of a few hotels where the beach really is within walking distance, and I must say as far as beaches go the beach at Porto de Mos, is ideal. It has two great places to dine, and was uncrowded.This is a great location for people looking to get away from the crowded tourist locations, such as Albufera, to simply relax and unwind.The hotel staff were all very pleasant, and very helpful in pointing out local amenities, such as supermarkets, restaurants etc. Again having the car really did help.We loved our time in the Algarve and at the Belmar Spa and Beach Resort, and would definitely recommend it to others.",May,2012,May 2012,2012-05-01,2012,4
Hotel Madeira,cascais,84,cascaiswrote a review Jul 2014,"This hotel is ideally located, everything is walking distance, in the city center next to the city garden. Very nice service and nice staff, very helpful. A terrace with a very nice view on Funchal. I would recommend this place definitely.",Jul,2014,Jul 2014,2014-07-01,2014,5
Jupiter Albufeira Hotel - Family & Fun,amandasteele75,6,amandasteele75wrote a review Jun 2022,We travelled to Portugal as a group of 11 and this hotel was perfect for us! The amenities were fabulous and the food was great. Even if you didn’t like the daily choices there was always fresh pasta and pizza! There was a great selection of drinks and the staff were all really helpful! Overall we had a fabulous holiday and would definitely recommend this hotel,Jun,2022,Jun 2022,2022-06-01,2022,5
Jupiter Albufeira Hotel - Family & Fun,deebeemee2022,0,deebeemee2022wrote a review May 2022,"I stayed here with my friends and their kids, it's a family hotel, it's not for young people going on a holiday or for couples. Kids had a great time, they were on the go all day, either with Kids Club or in the pool or on the slide or going for slushies and snacks. Buffet was different every night, the two restaurants were lovely too, can't complain as a single person tagging along on a family holiday!!",May,2022,May 2022,2022-05-01,2022,5
Dona Filipa Hotel Vale Do Lobo,ReallyBadHat,199,ReallyBadHatwrote a review Jul 2015,"A grand, old style quirky hotel that attracts a loyal clientel who return time and time again, being treated more like visiting family rather than guests.  It is understated, appealing to the well known wanting peace and quiet.This is no boxy modern chain clone, it has character. There are ups and downs, accept both or choose a modern boxy alternative.Light switches in unusual spots, as are sockets, finding your way can be confusing and there are a plethora of split levels, I find this endearing.The decor is being upgraded, in a classy traditional Portuguese style, cooling and refined.  There are a wide choice of room configurations, our double was spacious, had a huge bed, lots of storage, a separate wc and bathroom, safe, minibar, coffee making, settee, coffee table, relaxing chairs and a balcony overlooking the internal courtyard, it was due to be refurbished.  The air con is old and noisy, hopefully due for an upgrade.The bar has had a make over and is a very stylish.Breakfast is a highlight, relaxed, extensive, high quality, on a sunny morning taking it outside on the terrace by the pool is a joy.If the pool isn't your choice, there are dedicated beach loungers and towels with food and drinks delivery.Many guests take advantage of the preferential rates / access to the San Lorenzo / Pineros Altos golf courses (reviewed separately)Close to a complex of restaurants, bars and activities for children.Most staff are friendly, enthusiastic and helpful, surprisingly some of the customer service team seem a bit reserved / standoffish, it may be the appearance rather than how they really are.",Jul,2015,Jul 2015,2015-07-01,2015,4
Grand Muthu Forte Do Vale,james b,1,james bwrote a review Jul 2025,"Yoandry,Dayana and ray was absolutely unbelievable had an absolute blast now they part of the group. Couldn’t get any better we played the best the games",Jul,2025,Jul 2025,2025-07-01,2025,5
