hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Tivoli Carvoeiro Algarve Resort,340adri,0,340adriwrote a review Sep 2025,"Excellent hotel to have a good holiday from any point of view, I recommend it to everyone!",Sep,2025,Sep 2025,2025-09-01,2025,5
Belmar Spa & Beach Resort,Greg T,8,Greg Twrote a review Aug 2016,"We booked a spacious apartment with 3 bedrooms and a roof terrace. While it's true that the apartment offers plenty of space, we thought all other facilities would be luxurious as well. Maybe they used to be but we are under the impression that management has let things slip..Cleaning was downright rude when we asked them to come back later (no 09:30 am was not a good time with everybody still undressed sorry).We had a nasty argument with the front desk when our youngest was playing in the lobby. Apparently the things that look like tables that they have positioned between sofas there are in fact not tables but pieces of art.On our evening of arrival (9:30 pm) we wanted a quick bite in the restaurant and quickly put the kids to bed after long journey. The waiter looked as us in disgust and told us it was very difficult to order a la cartel that night (it was buffet night).The restaurant is not what one would expect from a 4 star place in any way. Would not go there if it was for free to be honest.We had a pool boy tell us to pick up our stuff (and leave I guess) at 19:55. The pools close at 20:00? He did not ask or inform us. He told us to gather our stuff.Résumé: as long as you do not expect anything from the staff. The rooms are spacious and sort of cleaned twice a week. The pools are nice and what's more the beach is wonderful and really near (kids can walk to the beach).",Aug,2016,Aug 2016,2016-08-01,2016,4
Jupiter Albufeira Hotel - Family & Fun,Kathleen W,0,Kathleen Wwrote a review May 2025,"Food and staff and cleanliness of hotel great,staff when entering hotel great and very helpful,and dealt with our luggage straight away and took up stairs to our rooms,always smiling,staff for bedrooms where amazing.great when leaving kept an eye on luggage till we had breakfast.",May,2025,May 2025,2025-05-01,2025,5
Jupiter Albufeira Hotel - Family & Fun,gemmylou873,0,gemmylou873wrote a review Aug 2023,"Positives about the hotel …great location. Rooms spotless and quite spacious. We had a sofa bed and travel cot , still plenty of room.Kids had a great time. This is a kid hotel , not for couples without kids ! Unless you really like to hear screaming kids all day ( including mine ). Buffet food was fine , plenty of choice , not terribly hot but always the case. Al a carte restaurants were lovely and made a change from having to queue for the buffet.Slides are ace !! So much fun.Few bits of constructive feedback:Snacks selection , dry baguettes , bright green jelly !Limited ice cream selection not would I would expect of a 5 starNo other snacks , other hotels I have stayed had crepes in the day or giros for example. We found the burger bar on the last day. Not great quality.No bar snacks in the evening ( nuts , olives or crisps to have with a cold beer ) just a few in paper cups would be sufficient. Alternative is to purchase extortionately pricedCrisps from the shop.Lifts !!! What a terrible system , lift E not working. Every guest I spoke to complained about them. Very frustrating as you cannot select a floor from within. It’s a shame as you have clearly paid a lot of money for the system. They need to be bigger for such a large hotel. I’ve never experienced anything like that !No aircon in the gym ! This is completely unacceptable. No windows or aircon. Husband spent 10 mins in there and had to leave.Slow service at the pool barSmelly bins near the pool bar , smelt like vomitBee bins ! I get the idea to recycle but they attract all the bees , many kids getting stung. You need wasp / bee traps around the pool. It also looks an eye sore.AV quality in the entertainment tent ( particularly for the little mermaid ) was terrible. Bass way to high. Team need to do a proper sound check. The storyteller you could not hear.Didn’t like the entertainment tent. It’s an eye sore looks cheap. Shame as the team work hard. It’s the large plastic walls , again not 5 star.Bar in the entertainment tent is terrible , slow and limited choice. It’s the busiest spot in the evening , just put a proper bar there with more staff !These are all minor things I get but to be honest combined makes me think your hotel is not 5 star.",Aug,2023,Aug 2023,2023-08-01,2023,2
Macarico Beach Hotel,João Rodrigues,32,João Rodrigueswrote a review Jul 2017,Really comfortable spot just in front of Mira's beach.Different and innovative design with lovely breakfast and a great spot on rooftop with swimming pool and jacuzzi with the beach as your main view!A nice stop while on travel around for few days.,Jul,2017,Jul 2017,2017-07-01,2017,5
Jupiter Albufeira Hotel - Family & Fun,San C,8,San Cwrote a review Oct 2019,Kids loved it and overall best hotel I've stayed at thus far in Albufeira and I have been there a few times over the years and will definitely return as the pros outweigh the cons by far. Lovely spot.,Oct,2019,Oct 2019,2019-10-01,2019,5
Belmar Spa & Beach Resort,malvar113985,0,malvar113985wrote a review Jun 2024,"Excellent attention, your staff has always been very friendly and with a smile which helps a lot to have a good relationship with the staff as well as good humor 😁. The facilities have always been perfect, everything very clean, tidy and the spa the same. The ease of having a beach nearby and being a perfect distance from the center, I add it as one more advantage of the hotel.",Jun,2024,Jun 2024,2024-06-01,2024,5
Jupiter Albufeira Hotel - Family & Fun,Expedition794871,0,Expedition794871wrote a review Aug 2023,Excellent staff and cleanliness could not have been faulted. Overall excellent experience and would have no hesitation in recommending to anyone else for their Portuguese get away. Food quality very good. Staff always on point with a smile for all.,Aug,2023,Aug 2023,2023-08-01,2023,5
Jupiter Albufeira Hotel - Family & Fun,wouterdepuydt,0,wouterdepuydtwrote a review Jul 2022,"Jupiter Albufeira is a beautiful hotel on the perfect location to discover the Algarve. They have excellent staff: friendly, comprehensive,… The rooms are spacious and clean, and most of them offer a balcony that look towards the swimming pool. Cleaning happens every day, where they for instance replace towels that you asked for. The food is good: there is plenty of choice and evert night you have different choices. The swimming pool in summer period is amazing: it is quite cold but very refreshing with the high temperatures in Albufeira. And if you still have doubts: the animation team is AMAZING. I think they are sponsored by Duracell as their batteries never seem to be empty :-)",Jul,2022,Jul 2022,2022-07-01,2022,4
Lisbon Destination Hostel,Emmadigney,1,Emmadigneywrote a review Feb 2015,"I stayed in Lisbon Destination for 3 nights in a 10 mixed dorm with my close friend and it really made the trip for us! The atmosphere was very welcoming and was conducive for other travellers to speak with one another. Through this we made great friends and learned about parts of the city we wouldn't have otherwise known about. It's location was really easy to get to the airport either by bus or metro and is within walking distance to many of the site seeing locations. Their facilities made it really easy to save a few bucks to cook in the hostel and the rooms are very clean with many bathrooms, never needing to wait. I would highly recommend it to anyone coming to Lisbon and I know if I return Lisbon I will be coming back to Destination.",Feb,2015,Feb 2015,2015-02-01,2015,5
Lisbon Destination Hostel,nQthing,76,nQthingwrote a review Dec 2015,"The hostel is located in the train station which makes it extremely convenient to get to. Although its location is in a train station it is extremely safe. I was first greeted at check in with a warm hello and a \"welcome home\". The staff is all friendly and on point. The hostel is connected to two other hostels in Lisbon so the party usually triples when all 3 hostels meet up for the pub crawl. The hostels common room is the most unique common room I ever been to- a picture wouldn't do it justice because you can feel the homeyness and great atmosphere. The free hostels breakfast included pancakes and fresh fruit and they offer family meal for dinner.Great hostel with a great atmosphere and great staff",Dec,2015,Dec 2015,2015-12-01,2015,5
