hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,Ann M,1,Ann Mwrote a review Oct 2022,This is a lovely place. Our apartment was very spacious with a nice terrace. None of the pools were heated so that was a bit of a disappointment. The complex is large so when booking you need to ask exactly where you’ll be. The garage parking is very cumbersome and confusing. The location is a short distance from the beach. There are 2 restaurants near the beach but no other restaurants to walk to.Suggestions where to eat and shop (other than there) we’re not given.The jacuzzi was nice although the water wasn’t that warm.,Oct,2022,Oct 2022,2022-10-01,2022,4
Jupiter Albufeira Hotel - Family & Fun,Cabarnacus,2,Cabarnacuswrote a review Oct 2020,"Nice hotel and friendly staff. Dinner service began at 7pm which is much too late for younger children. Snack bar is on offer until then but food quality was not very good and there was no variety from day to day, Burgers, chips and hot dogs. This was our only issue with the hotel. If they fix that this place is very difficult to find fault with.",Oct,2020,Oct 2020,2020-10-01,2020,3
Villas Barrocal,HP15Saucey,36,HP15Sauceywrote a review Sep 2016,"Excellent accommodation! Brilliant pool with comfortable sun loungers and reasonably priced pool bar! The lady who works at the bar is LOVELY and the fries are awesome! Really helpful and friendly staff at reception who were very kind printing out documents for us which we needed. Lovely clean accommodation, the cleaning staff do a great job! We will definitely return to Villas Barrocal and would recommend to friends! Thank you team for a great stay!",Sep,2016,Sep 2016,2016-09-01,2016,5
Herdade Da Matinha,Chris S,1,Chris Swrote a review May 2015,"I've been going to Portugal for over 40 years, having been brought up near Lisbon till the age of 14, and having alternated my visits between Estoril and the Algarve.What have I been missing?Well, the Alentejo is Portugal's jewel in the Crown. Why? It has beautiful beaches, authentic and unspoilt villages and it's not been commercialised.This country retreat is the perfect spot to unwind and just be waited upon, eat great fresh food, see real nature, go for walks - do anything you want. The facilities are stunning, the people of Matinha are warm and offer superb service.My wife, sister, and brother in law were all getting over a family bereavement and could not have chosen a better place for our visit.",May,2015,May 2015,2015-05-01,2015,5
Belmar Spa & Beach Resort,sherts744388,0,sherts744388wrote a review Jun 2024,I had a good experience and Vacation. Location was good and easy to get to different places. Overall it was perfect.,Jun,2024,Jun 2024,2024-06-01,2024,4
Belmar Spa & Beach Resort,Negar S,0,Negar Swrote a review Jul 2022,"This was a perfect location in Lagos. The market was close, beach even closer, several restaurants nearby. The only down side is there is only one restaurant at the Belmar itself- but you have a full kitchen and many sweet local restaurants to get take-out. The pools were awesome because each area had their own- and one main pool area with both a large pool and a kid pool so you could always find space and avoid crowds. The main pool had a bar and food- which was lovely. The staff were helpful. We lost hot water one day and they sent maintenance that day to fix it which was great. Would definitely go back. Lagos in general is a fantastic place to be in the Algarve.",Jul,2022,Jul 2022,2022-07-01,2022,4
Jupiter Albufeira Hotel - Family & Fun,_.or.x,8,_.or.xwrote a review May 2022,"My boyfriend and I have just returned from a week all inclusive at Jupiter, we booked last minute, 3 weeks before with Jet2 and so pleased with the good value for money!Highlights for us were beautiful room, tidied daily, fresh towels bed made etc. Bottle of Prosecco was bought to our room on my birthday which was a lovely touch.Location is 5 mins from the strip which was easy to walk to for 1/2 drinks and come back to the hotel. Beach/ old town 10 mins on the free hotel bus which runs from 09:30/ 17:30. It’s €10 in the tuk tuk if you go of an evening, we used the bus quite a times during our stay.Reception staff and staff in Portuguese and a la carte restaurant especially were really friendly. Carlos from reception is lovely are helped us with booking into the 2 complimentary meals in the restaurants and moving a trip to a day with better weather. Nothing was too much to ask.Pool areas are specious, lots of beds, pool bars close by.Rooftop bar was gorgeous of an evening when the sun is setting.Spa was great on our rainy day, around €10 pp for an hour which was more than enough time.We had a 3 course at the a la carte and the steak was unreal. 3 course meal at the Portuguese restaurant was also lovely and the restaurant staff knew it was my birthday (from checking in were assuming as we didn’t tell them) they brought over a dessert and sung which was really nice. When we checked in we were really informed about these complimentary meals and we loved them so ensure to book in, the restaurants book up quickly.We liked that you could have every drink we asked for as some hotels can be funny with local spirits/ cocktails etc.Buffet restaurant was fairly busy no matter what time of day we went we would definitely return to this hotel but probably later than April as the weather was a little cloudy and windy but not as late as July/ August as I can imagine meal times to be chaos. Did find ourselves going for the same things some days but wasn’t an issue.Earlier you get up for breakfast the better as most mornings beans were freezing, eggs were watery. 8ish it’s much nicer and warm.Lots of choice in the buffet, dinner time is the best meal, especially the fresh pizzas and salads. Would recommend a light breakfast and save yourself for dinner.Wish the reception staff member who checked us in explained meal times, spa/ pool, lifts etc to us a little better but wasn’t a major issue we were fine 1/2 days in.We had a lovely stay and we return as Jupiter is perfect for families and young children.",May,2022,May 2022,2022-05-01,2022,4
Belmar Spa & Beach Resort,AliHWatford,85,AliHWatfordwrote a review May 2012,We stayed 5 nights in the 3 Bedroom appt.  Firstly the staff were very welcoming and could not do enough for you.  The standard of the appt was amazing with everything that we could possibly want.  The spa area was excellent very clean with excellent facilities.  It was quiet but more people arrived by the weekend this meant at times we had the pool areas to ourselves.  We did not try the restaurant not for any particular reason just it was nice to walk out in the evening or get a taxi to Lagos.  Would thoroughly recommend the two restaurants down the hill Campimar and Antonio.  The only negative was the the Jacuzzi did not work the whole time we were there and that would have been a treat as it was partly outside.,May,2012,May 2012,2012-05-01,2012,4
Casas do Porto - Ribeira Apartments,D7451NTangelap,2,D7451NTangelapwrote a review Sep 2018,"Excellent service, both pre departure- with emails and their app and locally, providing us with any information required.It was my birthday and they kindly surprised me with a cake and a bottle of bubbles.Totally recommend",Sep,2018,Sep 2018,2018-09-01,2018,5
Lisbon Destination Hostel,Ping L,496,Ping Lwrote a review Jan 2019,"For the newbies that have never stayed here before, upon reaching the Rossio Train Station, kindly make your way to the escalator and travel to the top floor, and that's where you are going to see the Hostel.We truly didn't expect the personable service.  Pedro, the front of house came over to shake our hands and led us to our room.  The highlight was the view from the room, that looked straight to the Piazza below.  Being Christmas time, there were fairy lights everywhere and streets were bustled with commuters that were in jovial and celebratory mood.Entrance to your room was via card system.  Unfortunately, our lock was damaged and Pedro could only do his best to give us a temporary fix, which was perfectly fine.Breakfast here was surprisingly sumptuous.  WiFi was very good.  There were many programs on offer to bring people together.  The only bummer to our stay there was the ratio of the bathroom wasn't high enough for all of us, and so, you would need to plan yourself accordingly to use the facilities.For those of you that wish to go to Sintra for a day trip, the train station is right in front of your door step.  You needn't worry about not knowing how to purchase the train ticket as the front office was very helpful and informative,   On top of that, Libson Public Transport also engaged personal assistants at certain hours to assist newbie travellers or tourists such as us.Lisbon Destination Hostel lives up to its high rating.  It exceeeded our expectation and more.  It's well priced, friendly, and truly a good start for you to put a smile on your face for your Lisbon travels.Highly recommended.",Jan,2019,Jan 2019,2019-01-01,2019,4
