hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,Katie H,1,Katie Hwrote a review Jun 2015,"My family and I stayed here for the first time for a week and it was so much more than we even hoped for. The hotel was opened in 2011 and is in amazing condition, apartments were of a very high standard, facilities excellent, staff wonderful and great peaceful location.5 min taxi into the old town/marina (6 Euros) Beach is stunning, 5 min walk.Perfect if you want great quality, short hall flight, lots of English speaking locals and bargain prices.",Jun,2015,Jun 2015,2015-06-01,2015,5
Jupiter Albufeira Hotel - Family & Fun,sino565,0,sino565wrote a review May 2024,"Lovely resort, lovely people, my second year coming  beautiful place lovely pools food is great entertainment is great for the kids",May,2024,May 2024,2024-05-01,2024,5
Tivoli Carvoeiro Algarve Resort,Dianne L,9,Dianne Lwrote a review Jul 2019,"They had us at the view! We just finished a week here and overall had a great stay. We debated between 4 and a 5 star rating as some of the other reviewers mention there are some things that could be done better. The drinks and food prices were very expensive. Outside of breakfast that was included , we trended to eat or get drinks in town where quality and prices significantly better. Service in the restaurants was just okay and air conditioning in the room did not work well.Despite that there were many great thing about the hotel. The view is better then the pictures. Our family room was a good size and worked well for two adults and two teenagers. The hotel is beautifully decorated. Breakfast was very good with lots of choices. The front desk was very accommodating and helpful. The location is very good and you can walk to the beach or the town in 10 minutes.We would definitely return to this hotel",Jul,2019,Jul 2019,2019-07-01,2019,4
Jupiter Albufeira Hotel - Family & Fun,irenewelsh2018,1,irenewelsh2018wrote a review Jun 2022,This hotel is superb for families and adults alike. Food and drink choice excellent. very comfortable beds within large rooms. No complaints whatsoever. Would love to return when i can. Beautiful panoramic views from rooftop bar and if breezy up there you can get a cosy blanket from bar staff.,Jun,2022,Jun 2022,2022-06-01,2022,5
Belmar Spa & Beach Resort,Daniel P,4,Daniel Pwrote a review Jul 2017,"Just returned from a 6 day break at the Belmar Spa and Beach resort.Very nice, spacious 2 bed apartment. Everything worked and we were very comfortable.Location is key with the Belmar, it's right on a nice beach but walkable (20 mins) into Lagos town, which at night is vibrant and atmospheric.Why not 5 stars?1. Room was cleaned only once in 6 days.2. Although we were aware that check-in was from 4pm we knew we would arrive early and we phoned to see if we could check-in a little earlier. Although they sounded very positive on the phone about accommodating our request when it came to it they couldn't, which left us in limbo for a couple of hours.3.  We come to the Algarve every year and stay somewhere different. At £1100 (room only) for 6 nights, this is more than double the amount we have ever paid for accommodation, therefore expectations were high. I left feeling the Belmar was over-priced compared to other experiences we have had on the Algarve. However, we've never been so close to the beach before, so I guess the location comes at a premium.Ultimately, I can recommend the Belmar.",Jul,2017,Jul 2017,2017-07-01,2017,3
Belmar Spa & Beach Resort,Rui Menezes,37,Rui Menezeswrote a review Sep 2018,"Belmar Spa & Beach Resort is beautiful. It’s wonderful location on the cliff top of Porto de Mós Beach is perfect and if you have a room with a view you can enjoy great sunsets. The rooms are big and in pristine conditions. Food is great, mainly breakfast, which has lot of variety and great quality in everything. We had dinner once and it was also quite good. Parking is available which is great, especially if you go during summer time. We are definitely returning to Belmar!",Sep,2018,Sep 2018,2018-09-01,2018,5
Tivoli Carvoeiro Algarve Resort,mary s,116,mary swrote a review Sep 2023,"This beautiful hotel does so many things well. But it’s the little things that can hurt the experience. The Wi-Fi in the rooms is so bad it’s almost useless: 12mbs. We had no washcloths in the bath - probably just an oversight and not a big deal, but still annoying. The lack of outlets is inexcusable. There are no accessible outlets near the bed. We had to charge electronics in the bathroom and on the floor across from the bed. Really? The bathroom is laid out so that the soap dispenser is on the opposite side of the counter from the sink. It’s 2 steps to get soap and 2 steps back to the faucet. First time I’ve seen that.The breakfast buffet is outstanding and service is very good as long as you don’t need a refill on coffee.  The sky bar is beautiful but I had the worst martini ever there.I don’t know if it was cheap gin, watered down gin, or no gin, but it wasn’t drinkable.In all, this is a beautiful hotel. If only they could fix the little annoyances…",Sep,2023,Sep 2023,2023-09-01,2023,3
Saccharum,emannah,9,emannahwrote a review May 2016,"I am not entirely sure what I expected, this is a quirky place perhaps more style than substance.  Don't get me wrong, there is nothing bad here, it is just that there is nothing great either.  We went for the top end room, a sea view suite and it is lovely.  The suite comes with free spa access - otherwise 20 euro per person per day.  The enormous bath that overlooks the sea is also great fun.That said the room level design is ill conceived and owes more to pretentiousness than utility.  Storage is poor, the provision of sockets is poor (the kettle is plugged in on the floor by the door), the glass doors are just silly, the glass doors on the bathroom offer no privacy, are noisy and irksome. The bed head/utility centre is not fixed, the shower screen is only 50% rather than the industry standard 70% and so water gets all over the floor.  There are too many lights and light switches and the automatic light under the bed is really annoying at 3am when the other half tries to slip away for a quiet bathroom visit (the doors are especially annoying then too).Breakfast is ok but in 6 days we have only be greeted once.  Sorry but, meet, greet and seat with coffee served at the table is a minimum for 4 stars in my world.The spa again is over thought out and therefore misses its own point.  The pool is too cold, the jacuzzi too chlorinated and we have no idea what the relaxation room and salt room are about..... We are regular spa users and even so we're bemused by it.  I am a gym nut and this is one of the better every day hotel gyms I have seen anywhere in the world, so quite happy there.That said we kind of like the place, most of the staff and the hotel in general are trying to make a poor concept work.  The lynch pin is a chap called Jose (Joe) an engaging local who has nevertheless seen the world and knows how to talk to people.The transfers to Funchal for the day are great but a little prices and if, like me you are easily bored, you will need to find things to do as Calheta has little to offer.  On the other hand my wife loves not having much to do so if you are a contented pool lounger, then this is ideal for you.",May,2016,May 2016,2016-05-01,2016,2
1908 Lisboa Hotel,Anna W,0,Anna Wwrote a review May 2023,"I don't routine review hotels on tripadvisor, unless, for good or bad, they are exceptional. The 1908 Lisboa definitely falls into the good category. I wasn't sure what to expect at this hotel as it wasn't our first choice, but I'm very glad it was our second. From the moment we arrived, we were made to feel welcome. Reception is a small desk between the bar and the restaurant but service is in no way compromised. Receptionis Malfada(?) got us a drink and linked us up on whatsapp so she could help us with sightseeing and other queries. A mid evening arrival and our luggage is whisked up to our room while we are shown into the restaurant for dinner. Rooms and bathrooms  are of a good standard, but some drawers for storage wd be good. Reception and serving staff are all friendly and helpful - with only the odd exception (the trouble with high standards is that the odd minor exception stands out!) The hotel is well located in a pretty square with an outside seated area for drinks and two other restaurants opposite for variety. Hotel decor is stylish and quirky. It boasts a young, fashionable clientele but we didn't feel excluded! Dinner was good, breakfast fab with lots of options, fresh fruit etc.All in all, I would'nt hesitate to recommend the 1908 Lisboa.  (The so called five star hotel where we are currently staying could definitely learn a thing or two from the management at the 1908).",May,2023,May 2023,2023-05-01,2023,4
Grand Muthu Forte Do Vale,bjnewton18,14,bjnewton18wrote a review Mar 2016,"Stayed here for 5 days in a one bedroom apartment in March self catering. It was very quiet but everything still ran as normal eg, shuttle bus to old town was on everyday. The apartment was massive, we hardly used the living room but the kitchen was useful with full appliances in and utilities. The maids brought fresh towels every day for us however we made the beds each day, despite this the room was always kept immaculately clean. On arrival the reception staff were very friendly, gave us plenty of information about our stay and they also ordered taxis for us during our stay (which was a cheap company too!) We also used the spa on one afternoon due to bad weather, which was very relaxing with access to the indoor pool, jacuzzi, sauna and Turkish bath however the only downfall is you have to have a swim cap for the pool which they charge €2.50 for each and after this the pool was actually very very cold. As we were self catering we didn't use either the restaurant or the bar as we went to the old town every night, but we did use the games room a few times for pool which cost us quite a few euros as there is only 1 out of the 3 pool tables which has a white ball! Other than those few little niggles, we really enjoyed our stay and it definitely deserves the rating it has.",Mar,2016,Mar 2016,2016-03-01,2016,4
