hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Saccharum,Catherine L,4,Catherine Lwrote a review Dec 2016,"After only two days in this hotel I reached a state of peace and tranquility rarely found in large hotels. The atmosphere was calm, quiet, stylish and restful; the Ayurvedic massage was a wonderful experience, the gym was always quiet, the rooftop pool was beautiful, and the view from my balcony stunning. The only thing that lets this hotel down is the surly staff; I had to work hard not to get annoyed with their unwillingness to serve drinks in the main restaurant and roof bar, and to communicate pleasantly at reception,",Dec,2016,Dec 2016,2016-12-01,2016,4
Belmar Spa & Beach Resort,nourhaddad,0,nourhaddadwrote a review Sep 2014,"This hotel definitely made my stay in Algarve perfect from A to Z. The staff at the reception are so helpful and welcoming (just like the portuguese people in general). We stayed here for a week in a very big one bedroom apartment. The quality of the apartment was outstanding, the kitchen is fully equipped with the newest appliances, the bathroom is very clean, and there is A/C in all the rooms. The apartment was fully cleaned on a daily basis, I was surprised that she even took the time to wash the dishes!!! The breakfast and dinner buffet are good, although I recommend that you check out restaurants outside the hotel during your stay in Lagos. All the hotel is very clean and the most rooms have views on the pools or the seaside. Free wifi and indoor/outdoor parking in the hotel. The wifi wasn't very strong in our apt but it didn't bother us much. The hotel isn't in the centre of Lagos, so I definitely recommend that you rent a car when visiting the Algarve, especially if you wanna visit different beaches and cities, it is the most practical way to move around. I definitely recommend this hotel for any couples or families visiting Lagos.",Sep,2014,Sep 2014,2014-09-01,2014,5
Tivoli Carvoeiro Algarve Resort,jscscripto,1,jscscriptowrote a review Aug 2021,"Just finishing a fantastic week at The Tivoli Hotel.  All I can say is that is was first class all round, from the room, to the facilities, food and service.Hoping we can book again next year - but for anyone thinking of staying would highly recommend.Thanks Tivoli Hotel and to all the staff that work so hard to make it a fantastic stay.",Aug,2021,Aug 2021,2021-08-01,2021,5
Tivoli Carvoeiro Algarve Resort,ck172018,7,ck172018wrote a review Mar 2022,The junior suite premium with the jacuzzi is the best room in the hotel and we loved staying there. The check in process was great and we were allowed an early check in which was amazing. Wish the sky bar was open but sadly it wasn’t. Would love to come back again.,Mar,2022,Mar 2022,2022-03-01,2022,4
Hotel Madeira,paul b,103,paul bwrote a review Feb 2017,"I was immediately struck by the cleanliness of the Hotel and subsequently discovered this efficiency continued throughout every aspect of the premises. More adroit and proficient than home comforts, but superb value close to the promenade, bars, restaurants and shopping. Friendly service from all staff, the inclusive breakfast was adequate with hot and cold variations, the only reason not to offer 5 stars were the two intrusive signs in English on the breakfast table, warning guests not to take food out of the dining room or they would be charged ! On reflection, does this perhaps say more about the Brits than the Hotel ?",Feb,2017,Feb 2017,2017-02-01,2017,4
Jupiter Albufeira Hotel - Family & Fun,mihai a,1,mihai awrote a review May 2023,"5 out of 5. It is one of the best places we have traveled to in the past 10  years. Everything was perfect. Hotel very clean, stuff was friendly, good variety of food. Entertainment was at its best. Very good kids activities and the evening shows were fantastic. Highly recommended.",May,2023,May 2023,2023-05-01,2023,5
Vila Gale Nep Kids,Ricardo B,0,Ricardo Bwrote a review Dec 2023,Very good for families with children. The entertainment for children aged 4 and over is quite good. It allows children to stay entertained and parents to rest for most of the day.The food is also suitable for children and adults.,Dec,2023,Dec 2023,2023-12-01,2023,4
Vila Gale Collection Braga,vsantos22,23,vsantos22wrote a review Jun 2025,"Location five stars! Great stay! Careful service, huge room and comfortable. Nice pool. Breakfast with everything you need. Repeat! The best Vila Galé of many I have been to.  Great choice for those travelling with children.",Jun,2025,Jun 2025,2025-06-01,2025,5
Valverde Lisboa Hotel & Garden - Relais & Châteaux,adrianmreviews,7,adrianmreviewswrote a review Dec 2023,"Awesome little hotel with an attentive and helpful staff. From check-in to check-out, the staff provided quick service in English. The rooms are beautiful and definitely deserving of 5 stars.  I would stay here again in a heartbeat.",Dec,2023,Dec 2023,2023-12-01,2023,5
Dona Filipa Hotel Vale Do Lobo,garryggw,3,garryggwwrote a review Dec 2015,Stayed at this hotel 12th Dec. 2015   .The older rooms which are the majority are very tired looking and old fashioned with the typical old farmhouse style furnishings.   I believe the newer upgraded rooms are much better but they are fewer in number.   The WI Fi connection is  poor and the television package is pathetic with only  3 news channels in English and the poorest reception I have ever encountered in any hotel. There is no tea / coffee making facilities in the older rooms unless you specifically request which seems strange for an hotel.  Breakfast very acceptable and fine dining average to good although a little on the expensive side for what you get for example €13.50 for a tiny portion of prawn cocktail   did not seem to be particularly good value . The staff are generally well mannered and friendly. The ground level entry is nicely presented and the newly refurbished bar area is welcoming .The golf package probably is one of the attractions of this hotel but I have to be honest in my assessment and categorically state that this is no longer a five star accommodation,Dec,2015,Dec 2015,2015-12-01,2015,3
