hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Belmar Spa & Beach Resort,Henrik M,0,Henrik Mwrote a review Aug 2023,"High price, Bad service!Apartment is nice, however they have trouble to clean. They blame it on the sign that on one side says please tidy our room can have moved to the other side.The personnel in reception, spa reception are rude and not service minded. Maybe the hotel does not pay then properly.Had much better experience in NAU Rafael Atlântico in Albufeira. For this price I would not recommend this hotel",Aug,2023,Aug 2023,2023-08-01,2023,2
Saccharum,sheena234,1,sheena234wrote a review Apr 2016,"Our visit to Madeira was made complete by the excellent stay at the Saccharum. It's a very clean, friendly and quiet hotel. Rooms were of a very high standard. Breakfast could not have been more varied, something for everyone. The buffet evening meal was also good value. Very nice restaurants near by, p,entry to do.The taxi service we used was Gregory and Ernesto De Sousa who offered cheaper trips than those organised elsewhere. We were a party of four so so splitting the cost made it more economical. A fantastic holiday. April 2016",Apr,2016,Apr 2016,2016-04-01,2016,5
Jupiter Albufeira Hotel - Family & Fun,Betzy540,3,Betzy540wrote a review May 2022,"Plus points:Overall service - excellent. Staff are so attentive and kind. From hospitality to housekeeping, everything was taken care of.Cleanliness - superb. The pools, common areas, rooms and all eating areas were spotless and regularly cleaned and sanitised.Kids club - wow - fantastic activities and brilliant interaction. We were a bit worried about our little girl attending as it’s our first holiday with her at an age to use one, but the real we’re just brilliant.She loved every moment when she went and Viva, Mar and the team made her so welcome.We could see her and check on her whenever we wanted. She only went a handful of times for an hour or so but she says it’s what she will miss the most.Food - great. I had read about the food being quite repetitive which some of it is, but there is so much choice that we didn’t eat the same meal twice.All good was so well presented and very tasty. The themed evenings in the restaurant were great with a real authentic feel.Rooms - beautiful. The decor is clean and modern. Beds are comfortable and views are spectacular. The room we had was spacious and had plenty of wardrobe space for three of us.The shower is great and the hotel provided shampoo and conditioner is above expected standard.Small touches make such a difference such as the fridge, and large fresh bottle of water being left every day by the cleaning staff.Also there’s a Velcro strip on the wall to ensure the black out curtain doesn’t move in the night - small detail but something we found really useful.Pools - apart from the temperatures the pools were brilliant. The kids splash zone was lots of fun and the bigger slides were brilliant and really made the hotel stand out as a great fun family attraction.Location - very convenient - walking distance to bars, restaurants and shops.The hotel also has a free shuttle bus to the beach which is fantastic.Old Town is 10 mins in a taxi we used Uber which was really good.The hotel is definitely one for families. The staff are an absolute credit to the brand.It would be five stars if it weren’t for two things:The swimming pools are really cold, I had to take my little one out a few times as her lips were turning blue - however she still loved it and had so much fun Ain the water.Second negative is the meal times when we checked in we were told there was only an 8.30pm slot for dinner for our first two nights. We found this disappointing as that’s far too late for our toddler to eat. This meant we had to go an eat outside of the hotel these nights and we’re unable to use the all inclusive meals we had paid for.Overall it was an amazing family holiday. Loved it and would fully recommend to people with you d children.Thank you to the whole team for your hospitality.",May,2022,May 2022,2022-05-01,2022,4
Jupiter Albufeira Hotel - Family & Fun,H0lidayMaker,38,H0lidayMakerwrote a review Aug 2023,"Have done many AI over the years including a few in different resorts in Portugal.This is the biggest complex we’ve stayed at, probably over 500 rooms so it is busy, there are lots of kids, but even then you can still have a relaxing holiday if desired.The hotel is listed as 5 star but certain elements let it down.The plus points,quiet pool is very nice and chilled with beds available to rent for €25 per day. We found the applying of the no floaty / ball games rule applied inconsistently. We saw 2 small kids told off for playing with a very small ball one day, and then on another day teenagers jumping in with inflatables and throwing a rugby ball from one side to the other often hitting other guests. The rule needs to be applied all the time if it’s in place.The food is up there with the best. Not quite sure what people have to moan about there is a great variety and ques are not bad at all. We did witness some adults eating their meals from the kids buffet so perhaps that explains the type of person who’d complain about the food choices.The 2 supplementary resteraunts were also excellent and did give it that 5 star feel.Staff were excellent. Nietto in particular but the whole entertainment team work non stop. All bar staff friendly and the reception team sorted out any issues we had swiftly.Roof top bar was nice and had a good feel to it too.The lifts were actually fine and simple. 3 simple steps are shown on the walls yet it seems some people still can’t follow simple instructions. It’s like standing at a train station waiting for a train to Leeds and getting on one going to London as it’s the next one that shows up. Lifts are fine it’s the users that are the issue.The negatives,Rooms are ok but we only had one small pull out bed for 2 kids to share. We raised this with reception who swiftly added another. Not sure if this was an oversight or they genuinely expected a girl and boy to share a tiny sofa bed for 11 nights? There isn’t a double just 2 very uncomfortable singles pushed together.For a 5 star hotel there is far too much noise. Admittedly not solely the fault of the hotel but there was constant banging from above, doors being slammed and people talking loudly in the corridors. Just unnecessary in a 5 star complex but would expect better soundproofing.No mini bar option at all, just a solitary bottle of water. Towels folded rather than changed, same for bedding and just general signs of wear and tear in the room / bathroom that let things down and gave the feel of a 3 / 4 star hotel not 5.Sunbeds is obviously an issue. But again the main fault lies with the human race and lack of respect for others. We only had a couple of “pool days” and could manage to find a couple of beds at 9ish but most were reserved and often not used until the afternoon. You would expect this at a 3star hotel in Turkey, but for a 5star hotel I’d expect a better system in place to prevent this behaviour but ultimately it is the selfish behaviour of others that needs addressing.There were also many people smoking and vaping poolside which isn’t acceptable in this day and age.The drinks are not great. All cocktails come from a dispenser machine and are 95% sugar mixed with god knows what. Certainly not branded spirits all drinks are cheaper versions of the main branded drinks. Again not acceptable for 5 star hotel.We didn’t use the shuttle bus as it’s so cheap and easy to get an Uber or walk.All in all we had a great stay, would probably come back here although after 5/6 days it becomes a bit repetitive even more so I’d imagine if you don’t leave the complex at all",Aug,2023,Aug 2023,2023-08-01,2023,3
Tivoli Carvoeiro Algarve Resort,dasteele21,0,dasteele21wrote a review Sep 2025,Great Hotel and wonderful staff. Food is good with a great buffet breakfast.Only downside are the sun beds which are 3 star hotel standard. No padding of any sort and if you have any back problems an hour is your limit.,Sep,2025,Sep 2025,2025-09-01,2025,4
Villas Barrocal,Tired of B,44,Tired of Bwrote a review Sep 2015,"Travelled with husband, daughter (8) and son (6).  We booked a one bedroom apartment as the seating area had other sleeping facilities, as a family of four that was a mistake as the other sleeping facilities were a small double bed in the sitting area of the living room.   My daughter not being daft suggested that my husband and I sleep in that bed as its the only area for viewing TV when you came in after a meal out!  I did hear that other residents had an upgrade to a two bedroom apartment.  Good on the hotel, we got what we paid for.  Well equipped apartments with everything you need (other than a bigger bed!!). We hired a car which I would recommend.  The villas are fabulously located for waterparks but you still need a form of transport to get there, other families were using taxis (10 €).   The local amenities within Pera are very limited, we drove out to America de Pera most nights for meals.  If you would like a reasonable family holiday, Villas Barrocal are great, book two rooms for a family of 4 and hire a car.  You'll have a good time!",Sep,2015,Sep 2015,2015-09-01,2015,4
Jupiter Albufeira Hotel - Family & Fun,house O,20,house Owrote a review Jul 2022,"We had heard wonderful things of this great hotel so decided to give it a go as our first family holiday and only 1 child she was bound to make friends also.As our arrival was late and most restaurants closed, reception had a lovely welcom pack of snacks awaiting for us...a few sandwiches, sweet cake and some fruit which I regarded as a really lovely touch.Our room was on the 10th floor which was fine so we got to our room and unpacked. We got a night cap from the wonderful Maria in the rooftop bar...a complete lady. Sn we went to bed. Next morning we awoke an went out onto our small balcony to check out the view, the floor on the balcony had not seen a mop in some time nor had the sliding doors onto same as they were covered in bird droppings some of which had been there for some time!! Kind of disappointing but moved on to the pool. The baby pools didn't appear to be cleaned overly often either and as the week went on there would be like plasters etc in da pool and wud be for a number of days...big pool not to bad tho.  Indoor pool fantastic but not included on the all inclusive.Fantastic selection of food but quality of food was poor, all food very rubbery and bland with the exception of fruit. We discovered an Irish bar across the road on the last 2 days (Erin's Isle) fab food and staffAnimation & kids club fantasticI found the hotel dirty. Dust still on skirting boards since whenever it was renovated and even still some masking tape on parts of skirting boards as you go up the stairs also.The few times our room eas cleaned, the empty tins/cups not taken away, sink in ensuite not cleaned n da floor on da balcony never touched n rug in the room not hoovered.All in all very sub standard for a supposid 5 star hotel. Sadly I can't say we will be returning anytime soon.  Also just to note if you book directly with the hotel or via booking.com you get your mini bar refilled everyday free of charge however if you use a travel agent to book your holiday here you are not afforded this luxury!!",Jul,2022,Jul 2022,2022-07-01,2022,2
Hotel Madeira,Anne S,17,Anne Swrote a review Nov 2015,"When we first arrived i thought the reception was not as nice as the picture, but when we got to the room it was nice, it has a great powerfull hot shower and comfy bed.Nice clean hotel....Great breakfast....Great view of the town from the rooftop bar...you can't see the sea from the hotel. The staff were very nice. Very nice Hotel for a 3 star :)",Nov,2015,Nov 2015,2015-11-01,2015,3
Quinta Nova Winery House - Relais & Châteaux,FibreFil,63,FibreFilwrote a review Jun 2018,"Quinta Nova is a lovely place, great rooms fantastic food unbelievable wine all within the mid range pricingThe have hiking trails a beautiful pool and spectacular viewsEasily accessible by boat or train from Porto the train is the most cost effective less than 15 euros each way and I asked at the hotel and I was informed they will ick you u at the train station or boat docksVery nice staff all is all a great place for 2-3 night sayI highly recommend this place Enjoy !!!",Jun,2018,Jun 2018,2018-06-01,2018,5
Palacio Vila Flor,gopo62,19,gopo62wrote a review Sep 2013,"It is difficult to define:- excellent staff- poor breakfast, every day the same cheese and cornflakes with milk- nice patio and terrace- strange room arangement- excellent central position- no closet in the room....And there are a lot of contradictions, cannot even nominate that building to be a hotel.Finnaly it was OK,but not recommended for comfort looking travelers.",Sep,2013,Sep 2013,2013-09-01,2013,3
