hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Jupiter Albufeira Hotel - Family & Fun,555Mary555,0,555Mary555wrote a review Sep 2019,"Sadly seem to have been one of the few who encountered the unhelpful reception staff, asked for hairdryer, iron, help to retrieve clothing fallen off balcony etc during stay to no avail.Not.much to do as young people in there 20s. Facilities looked good for young families and older couples. We sadly were somewhat.bored.Free transfers to beach/town- times very limited.Good location to strip but rooms at front of hotel get the noise from the bars etc across the road.Very clean.Excellent breakfast array and choixe with very helpful staff at breakfast.Good range of gym facilities.Extractor fans in bathrooms badly needed and much improved hairdryers.Very honest staff, we accidentally left money out on bed and returned to find room cleaned and money in place!!",Sep,2019,Sep 2019,2019-09-01,2019,2
Belmar Spa & Beach Resort,Shelby627,0,Shelby627wrote a review Jul 2024,"I thought the apartment was a great size, however, the beds were very uncomfortable. The location was great, and was only a 6 minute drive into the town of Lagos. The included breakfast is nothing special, but it was nice to have that as an option in the morning. I do recommend the hotel as it was very beautiful",Jul,2024,Jul 2024,2024-07-01,2024,3
Saccharum,Jacqueline R,6,Jacqueline Rwrote a review Apr 2016,"First class hotel,staff very well drilled! As there isn't much to do in Calheta I would recommend taking the hotel bus into Funchal on a couple of occasions. The rum factory is well worth a visit and you should definitely try the dolphin and whale watching trip.",Apr,2016,Apr 2016,2016-04-01,2016,4
Tivoli Carvoeiro Algarve Resort,DayTrip373829,0,DayTrip373829wrote a review Nov 2024,"A great view, fantastic breakfasts and comfy beds. The downsides were that the outdoor pool was being repaired and nobody had forewarned us of this, and you can’t get down to the beach from the hotel. The salad nicoise from the Azur Bar, which we had to eat in whilst waiting for our room to be ready ( despite arriving at midday out of season), was the most uninspiring minimalist offering at quite an expense. This didn’t set the tone for a great introduction. The rooms have hard flooring which meant we were kept awake all night by other guests in a room indirectly above who sounded like they were dropping things on the floor and scraping chairs ALL NIGHT. I also would prefer to have a bath as well as a shower in a 5* hotel. The decor was plain white and uninspiring. This was a nice hotel but I have stayed in better. Our room was also missing a load of crockery items one day which we had to ring and request from the front desk.",Nov,2024,Nov 2024,2024-11-01,2024,4
Hotel Madeira,helen g,19,helen gwrote a review Jun 2016,"We stayed for two weeks here, returning 6th June.our room was small, and limited storage space, but I asked for extra coat hangers which helped to resolve that.We had a small balcony overlooking the street, it was a bit noisy over the weekend (music in the local gardens) but no real problem.Breakfast plentiful and all good, roof top bar/ bistro was good (lovely views) but not too much shade.The location is excellent, one block from municipal gardens, a shopping mall and .(supermarket in basement). Local to restaurants.Two blocks from the sea front, and a little further from the cathedral.",Jun,2016,Jun 2016,2016-06-01,2016,4
Villas Barrocal,Andres R,40,Andres Rwrote a review Jul 2025,"The village is located in a small village near the sea a 10min drive. It is a complex of villas, some ground floor others 1st floor. The village as a whole is nice but there are also things to improve.Pros: The rooms are spacious and comfortable, all have air conditioning. On arrival in the village the room was very clean, the kitchen well equipped with everything you need;Beds and pillows are top, rest guaranteed.The common areas such as the pool and bar are well maintained, the bar also offers breakfast lunch and dinner although the menu is limited is still a good option if one day you get bored cooking. The pool is cleaned daily and there is always enough space for umbrellas as it is not a resort full of people.The gardens are well maintained with beautiful palm trees and there is also barbecue which can be used by all for meat and fish.The parking is very convenient within the village and is often located near your room. Overall the residence is clean and maintenance is not lacking although there are things to improve.The dishwasher had problems going but then it was solved because the technician arrived promptly to explain the operation. The blonde girl at reception was very professional and attentive in resolving the situation.Cons: on arrival on July 21 at about 6pm we are told to park outside and after check in to be able to enter with the car. In my opinion it is a useless thing because if I booked I do not know what changes to open the gate and let me in instead of letting me park outside waiting. Often returning from the sea there were queues because people carelessly left their car at the gate waiting for check-in not caring about people queuing to get in. We are explained few things at check-in, the guy was quick enough explaining only how the gate works and where our room was located, missing in important things so we then had to call to inquire. Bad reception.Although the room was very clean on our arrival, the other 3-4 times they went to clean it they did it very mediocrely, with sand on the floor of the balcony and the rooms and without ever giving us refill bath foam (10 days with 4 bottles 10ml bath foam and shampoo and 1 small bar of soap) and once they did not even change towels. We were in 3 adults and 2 children so 5 and always systematically left us only 4 towels.Washing machine not present in the room and Laundry Service is charged € 4.50 but are open from 9am to 5pm. There are only 2 washing machines that are the same that the ladies use for cleaning rooms. So in addition to losing a morning-afternoon to the washing machine, you hope they're not there to wash. In my opinion the place should be kept open 24h because people go to the sea during the day and go out and in the evening calmly washes clothes, even more so if you have decided not to put washing machines in the room.Game room practically non-existent as perpetually with lights off and with a table tennis table and billiards without balls (should be asked at reception I assume, perhaps for a fee) and the game room is invaded by mattresses leaning against the wall and other junk of the village.Booking from the site, the safe was included in the room's things, with no mention that it was for a fee. Once there, the safe cost €3.50 per day. They might even avoid charging for the safe.If they improved these things it would be really impeccable.",Jul,2025,Jul 2025,2025-07-01,2025,4
Jupiter Albufeira Hotel - Family & Fun,gemmalouise2015,7,gemmalouise2015wrote a review Sep 2023,"This hotel is absolutely brilliant. I don't know where to begin...The entertainment team are great and have so much energy. Fridays pool party is a lot of fun for both adults and children. They work hard to engage the children and the children idolise them. We stayed with our children in kids club because they were under 4 years but it's still a nice space to be inside and play for a while.The pools are lovely, the splash park and slides were a hit with the children and the swim up bar is greatFood is excellent. The buffet is repetitive but the food is great quality, tasty and well kept up to so it really doesn't matter. You can vary what you have each evening and can use the al carte twice a week during your stay. There is a large cocktail list and the beer and wine are good. The children enjoyed pancakes and Nutella for breakfast and the desserts were exceptional. Breakfast was brilliant and one evening there was pork charcutterite which was my personal highlight.Honestly our holiday last year nearly put us off all inclusive a forever but this hotel is superb and we cannot fault it.Some tips- bring insect repellant for the wasps and mosquitos-try out the roof top bar (floor 10)-go on the shuttle bus to Alfuferia old town-walk in to the new town, down the 'strip' to the beach",Sep,2023,Sep 2023,2023-09-01,2023,5
Vila Gale Nep Kids,Elisa Valente,0,Elisa Valentewrote a review May 2025,"The Vila Galé NepKids seems to be a true paradise for families with children, in which to offer a complete and memorable experience. From the first moment, the availability and sympathy of Raquel in expediting possible changes in the accommodation, demonstrating the care of the hotel in providing an attentive and personalized service, even before you have arrived.On arrival, the contagious energy of Aunt Pipoca, super fun and motivating, creates a welcoming atmosphere for the small guests. The organization of children's activities is well thought out, offering varied options and tailored to children's interests, with appropriate times.The food offered in the hotel is sufficient and of good quality, and the balance of waste management is visible. Always present the care with feeding for the smallest, with various options, counting on healthy options. The prices seem fair given the excellence of the service, and it is praiseworthy to include traditional Portuguese dishes—like the delicious pork cheeks, which were clearly a success, in my opinion!The accommodation is a high point of the experience, surpassing the expectations of the children with the amazing basement that includes a slide. The space of the rooms and sanitary facilities is adequate and kept with impeccable cleanliness.As for the children’s attractions, the hotel offers a wide variety of options that ensure the fun of the little ones—from the climbing at the entrance to the game machines, swimming pool with water activities, trampolines, karts, lake seagulls, carousel and even transport to explore and pedagogical workshops.Finally, there was space and interest on the part of the management, Melanie, in listening to guest opinions/suggestions.Thank you to all the staff, who crossed with us, showed professionalism and dedication, contributing to making our entire experience even more positive.",May,2025,May 2025,2025-05-01,2025,4
Dona Filipa Hotel Vale Do Lobo,dog07,10,dog07wrote a review Aug 2016,"This is following my review in July 2014 - Have stayed at the hotel many times over the last 10 years and part of the reason for returning is seeing the same familiar friendly faces.  - especially in the bar.  But no more, the hotel is under a new manager  and when we arrived last week we found two members of staff, with over 60 years service between them, gone. They seem to have been replaced with trainees, one of which only managed to grunt at us.The hotel does not feel the same, maybe the staff are worried about who is next!. If it was your first visit to the hotel you may not notice but having built a relationship with the staff, like so many other regular customers, it is obvious.There were other small (I assume cost cutting changes) that we noticed, no welcome back letter from the house manager, no bottle of wine and chocolate strawberries on the last day - only a gesture I suppose, for having visited the hotel over 30 times in the last 10 years, but meant a lot.It is a real shame as the hotel is not 5 star but we have always looked past the dated decor, and kept returning for the familiar staff and location, unfortunately it seems that soon it may be just for the location - time to try somewhere else?Please Dona Filipa let me know what is going on .......",Aug,2016,Aug 2016,2016-08-01,2016,3
Hotel Madeira,nikiroo29,53,nikiroo29wrote a review Oct 2017,"I was so disappointed with our stay. The hotel is beautiful, it is perfectly located, but the pictures of the rooms online are very deceiving. The rooms are super, super basic. I mean a bed and a shower and that’s about it. No iron, no fridge, we had a terrible view, and the fuse box in our room kept buzzing and rattling all night. Super uncomfortable beds. The location is superb though, and the pool area was nice. If you have a car, I would recommended staying elsewhere. The glasses in our room were also very dirty.",Oct,2017,Oct 2017,2017-10-01,2017,2
