hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Quinta Mirabela,Jess1980,1,Jess1980wrote a review Oct 2006,I have just returned from the Quinta Mirabella and couldn't fault it. On arrival we were offered an upgrade and invited to have welcome drinks the next day on the terrace. We were then personally shown to our room and the receptionist explained how everything worked.We used the pool and spa facilities a couple of times in two weeks as there is so much to see that we didn't want to waste our whole holiday sat by the pool area. I recommend getting a car to get around as it is a long way down and back up from Funchal and the hotel restaurant is very expensive so it's worth venturing out into the Zona Velha for a meal.Breakfast was mainly continental with a few items of hot food kept in warmers. However this is made fresh early on so if you want this option you have to be prepared to be up early when it's still at it's best.On returning to the UK I received a personal email from the management thanking me for my stay at the Mirabella and it was this along with the fact that they always welcomed us by name when we returned from a day out that really made it stand out.Madeira is a lovely country with lots of breathtaking scenery and well worth exploring. It has something for everyone both young and old.,Oct,2006,Oct 2006,2006-10-01,2006,5
Saccharum,AnnikaHe,2,AnnikaHewrote a review Mar 2016,"We have just returned from a fantastic holiday, staying 6 nights at the Saccharum in Madeira. We could not be happier with all of the hotel's facilities. Ultra-modern room with a sea view, a fantastic spa, wonderful food and great service. We are keen swimmers and the hotel has a couple of outdoor pools, a private beach and also an indoor pool in the Spa. We are already planning our next stay there. Can't wait!",Mar,2016,Mar 2016,2016-03-01,2016,5
Jupiter Albufeira Hotel - Family & Fun,Delgado2020,0,Delgado2020wrote a review Aug 2020,we booked 3 rooms with 9 people. price and quality are a big difference. this hotel does not meet our expectation. we will never come back here. Food is generally bland and little variety. cleaning in the rooms was very poorly arranged. The local drink is of poor quality and for the good drinks you have to pay what was not stated in our booking. For half of our vacation the rooftop bar and the outside restaurant / bar were closed due to low occupancy. We are ready for vacation again after this bad adventure.,Aug,2020,Aug 2020,2020-08-01,2020,2
Jupiter Albufeira Hotel - Family & Fun,markrushton86,0,markrushton86wrote a review Jul 2022,"Lovely hotel,slides are excellent and pool facilities are 2nd to none. Unfortunately the food wasn't up to standard and very repetitive. Shuttle facility is good which takes you into albufeira and the beach. Zoo marine is a brilliant day out",Jul,2022,Jul 2022,2022-07-01,2022,4
Jupiter Albufeira Hotel - Family & Fun,Fiona M,1,Fiona Mwrote a review Oct 2022,"We LOVED our holiday at the Jupiter. The hotel is absolutely fabulous!!! the staff are wonderful, our food choices were amazing (we are vegan) - sooo fresh! The pools are fantastic…. We loved everything about our holiday at the Jupiter.",Oct,2022,Oct 2022,2022-10-01,2022,5
Hotel Madeira,BaldersOxon,43,BaldersOxonwrote a review Jan 2017,"Central location,  spotlessly clean, lovely breakfast, friendly staff, rooftop pool and cafe, hire a safe, hire a kettle.the island is beautiful at Christmas, 20 degrees, perfect for exploring.the local number 56 bus to Santana, buy a ticket from the driver for 4 Euros one way, is well worth doing for the stunning dramatic scenery. Catch number 103 back from Santana for a different coastal route back to Funchal.",Jan,2017,Jan 2017,2017-01-01,2017,5
Belmar Spa & Beach Resort,RazorCork,50,RazorCorkwrote a review Aug 2024,"I would highly recommend a stay here. We booked a two bedroom apartment with a roof terrace. The apartment was not only spacious but very well equipped with every type of cooking utensil you could need.The apartment was cleaned regularly and the towels were changed often too.The swimming pools were great and there was never an issue getting a lounger.Points to note and why I didn’t give 5 stars- the sauna was out of action for much of our stay, the Turkish bath was never in operation and many of the features in the spa did not work. This wasn’t a big issue for us but if you wanted to use these then it would be disappointing.The nearest supermarket is approximately 15 min walk up a steep hill.Overall we had a great stay and I would highly recommend.",Aug,2024,Aug 2024,2024-08-01,2024,4
Jupiter Albufeira Hotel - Family & Fun,nannypatkenyon,0,nannypatkenyonwrote a review Sep 2020,Did not enjoy my holidayClean the public toilets and repair handles on cubiclesGive certain members of restaurant staff lessons in customer service the hotel was 5 starVery poor given that we were led to believe  the hotel was 5 star,Sep,2020,Sep 2020,2020-09-01,2020,1
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Jeff U,5,Jeff Uwrote a review Jul 2016,Valverde is situated in a very good central location if like us it is your first visit to Lisbon. Everything about the hotel was very good room facilities and staff ...we would definitely return to this hotel.,Jul,2016,Jul 2016,2016-07-01,2016,3
PortoBay Serra Golf,Rolf-Erik N,5,Rolf-Erik Nwrote a review Jan 2015,"This is on the top of the mountains (something I really found out after cycling down to the sea and back up). Steeper hills are rare to find. But this was a place we went to as it was our last day and it was close to the airport. The hotel is simple and practical, nice restaurant, friendly, but in the restaurant, a little unfocused staff. The food was unfortunately too bland. Rooms standard. Nice with pool outside the door. Beautiful scenery!. As mentioned, if you borrow a bike, do not, like me, cycel to the ocean. The climbing back up was beautiful, but hell. And I am used to it being a Norwegian.",Jan,2015,Jan 2015,2015-01-01,2015,3
Sol da Vila,Joana Marques,1,Joana Marqueswrote a review Aug 2023,"A novelty for a short stay in Milfontes. Located right in the center of the town, it allows you to park your car and not touch it again for a few days. We got everywhere on foot. Super friendly staff. Our room was a triple and was quite spacious. Huge bathroom and a magnificent balcony to enjoy the cool of the night.",Aug,2023,Aug 2023,2023-08-01,2023,4
Valverde Lisboa Hotel & Garden - Relais & Châteaux,mashasmych,0,mashasmychwrote a review Oct 8,"A very stylish hotel with a beautiful, bold yet tasteful combination of colors, nice mixture of new and vintage furniture. A very cozy green courtyard with a bar and a breakfast area. Breakfasts are good, although the service is slow — there aren’t many staff members, and they don’t work very efficiently. The rooms are very clean, everything works perfectly, and the beds are comfortable. The location is fantastic, especially for shopping. We stayed there as a big group of friends, and everyone was happy!",Oct,2025,Oct 2025,2025-10-01,2025,5
Horta de Torrejais,Teresa M,0,Teresa Mwrote a review Aug 2024,"Spectacular place to rest in the middle of nature.  Excellent breakfast, with a divine fig cake, never had eaten. All very clean, decoration suitable to the space.Very friendly hosts and always available for whatever you need.The pool already needs maintenance, but overall good night.",Aug,2024,Aug 2024,2024-08-01,2024,5
Lisbon Destination Hostel,BerlinNYC1,3,BerlinNYC1wrote a review Jun 2016,"By far the best hostel I've ever stayed at! The rooms were clean and spacious, the common area was comfortable and fun, and the staff were extremely nice and helpful. In addition to all of that, the breakfast was great (and free!) and the activities that the hostel offered were very fun. We would definitely recommend their trip to Sintra, bike tour of Belem, and Pub Crawl.",Jun,2016,Jun 2016,2016-06-01,2016,5
Dona Filipa Hotel Vale Do Lobo,BWD,43,BWDwrote a review May 2018,"I had enjoyed a regular golf trip based at another hotel nearby (Formosa Park) and as before my wife joined me when the others left.We had previously “upgraded” to the Ria Park which was lovely but thought we’d try Dona Filipa due to reputation and location.The staff were lovely and the room was well-appointed so everything looked good. Unfortunately the air conditioning was ridiculously noisy to the extent that it was impossible to sleep and if we switched it off and left the balcony doors open we suffered noisy drunken guests returning through the night until around 4.00. When I complained and asked if they could just make sure that guests were reasonably sensible I was offered a room away from where we were. I pointed out that this was hardly addressing the two problems and why should someone else take our room when it was more or less uninhabitable?Anyway, we stayed in that room for the sake of others and won’t return.At the price the pool is ridiculously small, the terrace crowded and the restaurant not great. I would choose the Ria Park in the price range every time.If you just want a decent clean room with a fair breakfast and a great pool then the Formosa Park is about half the price and QUIET!",May,2018,May 2018,2018-05-01,2018,2
Grand Muthu Forte Do Vale,Samantha J,84,Samantha Jwrote a review Sep 2016,"We stayed here from 5th-9th September all inclusive. We arrived on the Monday at about 12pm ish we were told we couldn't get our bands until 4pm we were very disappointed but we did get our dinner on the last day. The pool bar didn't open until 12pm so if you think from breakfast til 12 you cant have a drink. The food was not 5 star food at all, the night we arrived the food was cold and we were down at the time it opens and not much to choose from only about 5 main dishes. The apartment is brilliant, very big and has everything you need for being self catering, with us being all inclusive we never used any of it.Me and my boyfriend have never been to a 5 star hotel before so were very much looking forward to it but there is a lot of wear and tear with the place. In the pool we must have found about 10 tiles that had come off, there was a massive patch were loads had come off. The pool maintenance man at 10am was hose piping were all the sunbeds are so you would get wet.I wouldn't recommend coming all inclusive, defiantly go self catering loads of restaurants about 10 mins away.",Sep,2016,Sep 2016,2016-09-01,2016,2
Valverde Lisboa Hotel & Garden - Relais & Châteaux,Matt G,0,Matt Gwrote a review Nov 2022,"Everything about this place is great. Great location, beautifully styled, friendly helpful staff, super breakfast, a delicious dinner and drinks. Nothing was too much trouble and each and every member of staff were first rate. Our Deluxe Garden room was beautifully furnished and a really good size, same for the bathroom. I cannot recommend highly enough and would think of staying anywhere else in Lisbon. Thank you so much",Nov,2022,Nov 2022,2022-11-01,2022,5
Lisbon Destination Hostel,Emidr3amz,11,Emidr3amzwrote a review Jul 2015,"It was a nice jungle in Lisbon, situated in the train station. No noise of the trains, could sleep very good at night. Staff very helpful and kind. Good breakfast with free pancakes. Good situated and easy to take the train to go to Sitra in 30 min.Very good security.Recommend absolutely",Jul,2015,Jul 2015,2015-07-01,2015,5
PortoBay Serra Golf,Manuel C,10,Manuel Cwrote a review Oct 2014,"Amazing hotel with a lovely architecture. Rebuilt from the ground up an old tea house, it is a very confortable hotel, and the integration between new and old was well achieved. The food is amazing and the service is excellent. Nice tips to visit the surrounding area. The place is great to relax and enjoy the quietness of the mountains.",Oct,2014,Oct 2014,2014-10-01,2014,5
Lisbon Marriott Hotel,Michael Frederi... K,37,Michael Frederi... Kwrote a review Sep 2012,Not a good visit from start to finish.  Very slow check-in with robotic and probably exhausted receptionist.  Returned from a night out to see the line still long with long faces on the customers that were waiting.  Room a little small but the bathroom was updated.  No WiFi in room and a hefty charge for it in the lobby.  Fitness room bike was broken and unkept.  The women who was working out in the dark said she call to get the lights on but that was 15 mins ago.  Breakfast was very good with a large selection.  Moved to another hotel for the rest of the trip.,Sep,2012,Sep 2012,2012-09-01,2012,2
"Reid's Palace, A Belmond Hotel, Madeira",Alan C,56,Alan Cwrote a review Oct 2024,"We love Madeira and have previously stayed at the Cliff Bay (and Cliff Bay Suites) , which are excellent , but this time we wanted to see if Reids lives up to its reputation.The short answer is that it very largely does .The setting is beautiful and our room had a gorgeous view over the bay and towards the town. Magical sunrises/ sunsets and the lights of Funchal at night.The room itself was very comfortable , with the best bed linen I have ever experienced.We both slept so well. Plentiful coffee and soft drinks provided free .Good bathroom with quality toiletries.In general service is excellent , subject to some issues with orders at breakfast . For the most part , staff are charming and very helpful .The food at breakfast is terrific , both in terms of quality and variety. We also dined in the Gastrobar , and the open air fish restaurant , both of which were superb.One of the highlights of our stay was tea on the terrace- fabulous service and setting.We also greatly enjoyed the classical /jazz concert in the dining room from the excellent classical orchestra of Madeira.This is a truly special hotel and we certainly intend to return .",Oct,2024,Oct 2024,2024-10-01,2024,4
