hotel_name,reviewer,helpful_votes,date,text,month,year,extracted_date_str,extracted_date,year_int,sentiment_score
Quinta Mirabela,panama_patti,118,panama_pattiwrote a review Dec 2012,"I should have written this review back in February/March but forgot - must be an age thing.If you are contemplating going to Funchal, and you do not mind a bit of exercise (or getting buses/taxis), then this hotel is a MUST.A boutique hotel but with the service and quality you would expect for a larger, luxury brand hotel.The hotel manager was a god send - helped us out no end when we hit problems with our flight home.The room was lovely, very clean and wonderfully serviced each day.Our evening meals were wonderfully cooked and presented.I would be very surprised if we returned to Funchal (been there, done that - and it's a whole big world out there), but if we ever did, then I would return to The Quinta Mirabela.",Dec,2012,Dec 2012,2012-12-01,2012,3
Jupiter Albufeira Hotel - Family & Fun,Joe B,0,Joe Bwrote a review Oct 2024,"Not great.  Main restaurant food quality very poor.  Mostly inedible, terrible tasting food.  Salmon made us all sick for two days.  Hot snack served between lunch and dinner was so bad we all spat it out, burger and hotdog tastes of Mr muscle cleaner.  Resorted to eating cold ham sandwiches from snack bar.  Stayed at cheaper 4 star all inclusive in Algarve with much better food quality, served right up to midnight, where this stops at 9:30. The hotel is too big with too many to cater for, so much food sat around for too long, flies were everywhere.  Wasn't cheap, won't be returning.  The two premium restaurants were delicious.",Oct,2024,Oct 2024,2024-10-01,2024,2
Villas Barrocal,Happiness65655940937,0,Happiness65655940937wrote a review Jul 2024,"Quiet place, well sanitized, with pool that the kids liked, the staff very friendly and available, spacious apartment and comfortable beds. The kitchen should have more taps and cushions. Good place to go in family with children.",Jul,2024,Jul 2024,2024-07-01,2024,4
Herdade Da Matinha,FrequentFlier666335,0,FrequentFlier666335wrote a review Aug 2016,"It was my third time in Herdade da Matinha, I've been there during summer, winter, spring and the atmosphere always changes perfectly. Even during the day, in the main house/ restaurant, you have details for breakfast, other mood at lunch and the light magic at night, with a romantic room!It's the perfect place to relax, eat wonderfully and enjoy the good and special things of life.",Aug,2016,Aug 2016,2016-08-01,2016,5
Jupiter Albufeira Hotel - Family & Fun,Emma H,4,Emma Hwrote a review Apr 2022,We arrived here was quiet.food is bland and very cold. Long time to get food.. staff wasn’t very trained at serving at bar or in restaurant. my husband got food poisoning few days before departure. The nights are very cold think hotel would provide patio heaters. The night entertainment is in a large tent. The entertainment was rubbish my 9 year and 12 year old wasn’t interested at all. Room wasn’t cleaned throughly just fresh towels and bed made up. I expected more cleaning they was dust and black mould around shower screen…Wouldn’t rate this a 5 star. Had better treatment in a 3 star hotel… wouldn’t recommend at all!!,Apr,2022,Apr 2022,2022-04-01,2022,3
Herdade Da Matinha,Stuart B,121,Stuart Bwrote a review Apr 2013,"Spent a couple of wet days here in March 2013, which spoilt our enjoyment a little bit as the weather was not appropriate for cycling, horse-riding or even walking. The accommodation was great, food was fantastic, English was well-spoken by all the management. Just a shame about the weather.",Apr,2013,Apr 2013,2013-04-01,2013,3
Belmar Spa & Beach Resort,RonanHaw,7,RonanHawwrote a review Jul 2015,"From the food to the pool to the service, this hotel has a special place in my heart.We spent 8 nights in this hotel last year and it was magical, from the views from your breakfast to the proximity to Dona Ana beach, it was perfect.The room was fully equipped with oven fridge etc.I would go back in a heartbeat.",Jul,2015,Jul 2015,2015-07-01,2015,5
Jupiter Albufeira Hotel - Family & Fun,Smudges567,0,Smudges567wrote a review Jun 2025,"Disappointing Decline – No Longer Worth the PriceWe’ve stayed at this hotel as a family three times now, with our first visit back in 2022 when free child places were available. That first trip was fantastic value—our daughter loved the pools, and the entertainment was genuinely impressive. The animation team went out of their way to make sure both kids and adults had a brilliant time.We returned in 2024. While it wasn’t quite as good as our first experience, we still felt it offered decent value, even though the free child places were no longer available. The food remained good, although the entertainment had noticeably dropped in quality.We've just come back from our most recent stay and sadly, the standard continues to decline. What’s particularly frustrating is that the cost of the holiday has almost doubled since 2022. The removal of free child places has clearly contributed, but even so, the overall price now feels expensive for what you get. It’s certainly not what I would consider a 5-star hotel experience.There are no longer any themed food nights, so the buffet is repetitive and quite bland—we often found ourselves resorting to pizza most nights. The restaurant service has also deteriorated; we were rarely asked if we wanted drinks, and staff seemed more focused on whipping away your plate the second you finish your last mouthful.The pool area was very busy, and unless you got up early to reserve a lounger, it was difficult to find a spot anywhere near the pool—not exactly relaxing. That said, the pool facilities and slides are still great fun for both adults and children. While the pools are unheated and quite cold, this hasn’t really bothered us as a family.Evening entertainment has become very limited. Aside from the animation team dancing each night—which is fine once, but repetitive after that—there wasn’t much else on offer.The lifts were another major issue. There’s supposed to be a system to reduce overcrowding, but in reality, they were slow, often full, and people frequently ignored the queueing system. One lift seemed to be out of order for the whole stay, which made things worse—especially for anyone staying on higher floors.Overall, it’s disappointing to see a hotel we once really enjoyed slide so far in quality while the price continues to rise. Unless significant improvements are made, we won’t be returning.",Jun,2025,Jun 2025,2025-06-01,2025,2
Artbeat Rooms,Kidsan_16,20,Kidsan_16wrote a review Jun 2015,"Our stay at Artbeat Rooms was an absolute pleasure and was a great base for exploring the city over a 3 day period. The hostel is about a 5 minute walk from Baxia tube - which in turn is an easy 30 min journey from the Airport metro. It can be a little tricky to find so look for the number 23 above some green double doors - just after a shop selling electric razors and other odds and ends.The hostel is in one of the only flat areas of Lisbon and its proximity to the waterfront made it very easy to find. An advantage that should not be overestimated!We stayed in the Hirst room which was comfortable and spacious - there is no cupboard space - but  there is enough room around to hang up clothes and store a suitcase or two without hassle. The highlight of the room is the balcony area overlooking the street which is perfect for breakfast or glass of wine in the evening. The restaurant below plays music - but amazingly it played a consistently good selection of relaxed songs that added to the ambiance over the trip.The hosts were very welcoming and their tips and fun map really added to our trip. I would recommend the evening of Fado at the Pavo restaurant for couples seeking some good food and Portuguese music. Also visiting Sintra is a must - the Quinta da Regaleira was our highlight - but make sure to bring a torch to explore all the secret passages. Make sure to get the combined Sintra train, bus and attraction pass from Lisbon town centre - we didn't and ended up queuing for ages when we got there!My only slight negative for Artbeat was the continental breakfast was quite limited if you are not a cereal or toast appreciator. However, you are given the full run of the facilities and are able to make fresh orange juice in the morning and take advantage of a cheap mini bar system in the evening which I enjoyed :)Overall - 100% recommend and would stay there again should I visit Lisbon in the future",Jun,2015,Jun 2015,2015-06-01,2015,4
"Pine Cliffs Ocean Suites, A Luxury Collection Resort & Spa",Anita K,11,Anita Kwrote a review Nov 2017,"We stayed at the Pine Cliff Ocean Suites for 4 nights in October. The resort was beautiful, open, spacious and well appointed. The rooms were large and the apartments were larger. The bathroom was the open type with sliding glass door. The Balcony opened out with a view of the pool. It was simply beautifully done. We enjoyed walking around the huge property, it took us 20 minutes to go from the Ocean Suites to the Residences where we had an event. The provide with you a vehicle for transfer if needed.The beach is a small walk down the cliff and it is just spectacular. Algarve is truly the Best Kept Secret in Portugal. The water is cool and the sand is white. I would love to go back there again.",Nov,2017,Nov 2017,2017-11-01,2017,5
Grand Muthu Forte Do Vale,Beatriz M,0,Beatriz Mwrote a review Aug 2024,"The dancers Yoandry, Cinder, Norma, Leyanna and Iauro, the choreographer, had an artistic performance, risky, exciting and sensual. With his performance the night became cheerful, lively and stunning.Very good, highly recommend!!!",Aug,2024,Aug 2024,2024-08-01,2024,5
Grand Muthu Forte Do Vale,Oli S,0,Oli Swrote a review Jun 2025,"Amazing time yoandry, dayana and rey made it the best time for us getting all of my friends and myself involved in volleyball, table tennis and darts, definitely recommend to anyone looking to go to Albufeira",Jun,2025,Jun 2025,2025-06-01,2025,5
Captain's Log House,Frederik H,0,Frederik Hwrote a review Jul 2014,"These lovely ladies who run the hostel are so welcoming, friendly and try their best that everybody become part of their big family and feels at home. Of course the place is beautiful and the surf can be great as well. So don't waste any time and visit captain's log houseZe, Sabina and Aoife, thank you for the great hospitality and the delicous food!",Jul,2014,Jul 2014,2014-07-01,2014,5
Hotel Cristal Porto,les s,34,les swrote a review Mar 2020,"Stayed @ the cristal for 3 nights on trip to Porto. Very clean hotel very efficient & attentive staff & rooms clean and comfortable. Excellent choice buffet breakfast arrived at midday & rooms not ready so left bags with reception,",Mar,2020,Mar 2020,2020-03-01,2020,5
